,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-10-05,28.0,58.0,32.0,18.0,24.0,41.0,46.0,39.0,26.0,27.0,50.0,22.0,15.0,27.0,31.0,13.0,0.0,46.0,39.0,35.0,41.74560216508795
2020-10-06,19.0,30.0,0.0,18.0,0.0,14.0,16.0,39.0,13.0,0.0,13.0,22.0,15.0,27.0,0.0,13.0,11.0,0.0,0.0,12.0,17.726657645466847
2020-10-07,37.0,0.0,11.0,36.0,24.0,28.0,31.0,26.0,13.0,40.0,0.0,22.0,31.0,14.0,47.0,52.0,34.0,31.0,13.0,36.0,35.58863328822733
2020-10-08,28.0,30.0,32.0,54.0,24.0,14.0,63.0,40.0,53.0,40.0,26.0,45.0,46.0,27.0,64.0,65.0,11.0,64.0,53.0,48.0,55.95399188092016
2020-10-09,10.0,48.0,23.0,0.0,13.0,30.0,0.0,14.0,43.0,44.0,14.0,24.0,33.0,30.0,52.0,28.0,12.0,35.0,29.0,26.0,34.37077131258457
2020-10-10,24.0,92.0,68.0,67.0,30.0,35.0,40.0,49.0,33.0,68.0,16.0,28.0,96.0,51.0,40.0,80.0,14.0,80.0,83.0,29.0,69.21515561569689
2020-10-11,35.0,36.0,40.0,22.0,58.0,17.0,39.0,16.0,0.0,16.0,46.0,28.0,56.0,66.0,78.0,0.0,14.0,39.0,32.0,58.0,47.09066305818673
2020-10-12,39.0,15.0,23.0,37.0,37.0,88.0,65.0,14.0,28.0,70.0,52.0,47.0,48.0,14.0,66.0,40.0,23.0,66.0,41.0,49.0,58.32205683355886
2020-10-13,10.0,15.0,22.0,54.0,12.0,14.0,0.0,14.0,14.0,14.0,0.0,12.0,47.0,28.0,32.0,53.0,23.0,65.0,41.0,12.0,32.61163734776725
2020-10-14,20.0,77.0,22.0,55.0,0.0,58.0,49.0,14.0,41.0,0.0,0.0,23.0,32.0,28.0,32.0,14.0,23.0,0.0,0.0,24.0,34.64140730717185
2020-10-15,31.0,96.0,23.0,38.0,38.0,75.0,34.0,57.0,43.0,100.0,54.0,49.0,100.0,87.0,34.0,42.0,36.0,51.0,57.0,63.0,74.96617050067658
2020-10-16,43.0,84.0,37.0,20.0,40.0,64.0,36.0,45.0,15.0,30.0,57.0,26.0,35.0,15.0,90.0,73.0,0.0,0.0,30.0,13.0,50.947225981055475
2020-10-17,61.0,95.0,55.0,68.0,15.0,36.0,80.0,50.0,67.0,68.0,97.0,100.0,97.0,86.0,81.0,83.0,87.0,80.0,33.0,61.0,94.72259810554803
2020-10-18,25.0,39.0,100.0,95.0,64.0,74.0,42.0,52.0,35.0,18.0,100.0,74.0,60.0,71.0,42.0,86.0,30.0,83.0,52.0,47.0,80.44654939106901
2020-10-19,10.0,49.0,12.0,59.0,39.0,31.0,51.0,29.0,15.0,58.0,42.0,37.0,33.0,30.0,52.0,42.0,25.0,0.0,72.0,0.0,46.414073071718526
2020-10-20,50.0,95.0,57.0,57.0,88.0,88.0,100.0,97.0,14.0,85.0,80.0,72.0,49.0,72.0,100.0,68.0,35.0,50.0,83.0,88.0,96.61705006765901
2020-10-21,41.0,32.0,24.0,20.0,65.0,45.0,69.0,72.0,29.0,43.0,27.0,37.0,50.0,29.0,17.0,56.0,49.0,51.0,86.0,39.0,59.607577807848436
2020-10-22,51.0,48.0,82.0,59.0,52.0,30.0,68.0,58.0,29.0,44.0,28.0,24.0,49.0,59.0,52.0,42.0,37.0,52.0,43.0,26.0,63.12584573748308
2020-10-23,22.0,34.0,25.0,40.0,27.0,32.0,36.0,30.0,15.0,0.0,14.0,26.0,52.0,46.0,0.0,15.0,39.0,0.0,45.0,14.0,34.64140730717185
2020-10-24,36.0,38.0,55.0,46.0,45.0,71.0,60.0,100.0,50.0,68.0,49.0,72.0,39.0,35.0,41.0,100.0,58.0,81.0,100.0,60.0,81.4614343707713
2020-10-25,36.0,75.0,14.0,68.0,30.0,53.0,60.0,33.0,100.0,34.0,80.0,57.0,58.0,85.0,80.0,66.0,28.0,60.0,50.0,15.0,73.20703653585926
2020-10-26,21.0,49.0,12.0,79.0,53.0,46.0,70.0,29.0,29.0,59.0,55.0,25.0,51.0,45.0,70.0,29.0,12.0,35.0,15.0,39.0,55.683355886332876
2020-10-27,20.0,32.0,45.0,95.0,38.0,74.0,50.0,28.0,70.0,28.0,66.0,59.0,33.0,43.0,50.0,55.0,59.0,33.0,42.0,25.0,63.937753721244924
2020-10-28,100.0,47.0,57.0,38.0,100.0,74.0,100.0,97.0,83.0,42.0,52.0,24.0,81.0,100.0,100.0,96.0,59.0,100.0,28.0,100.0,100.0
2020-10-29,20.0,31.0,0.0,37.0,25.0,29.0,0.0,14.0,0.0,14.0,13.0,35.0,32.0,28.0,33.0,40.0,23.0,32.0,0.0,12.0,28.28146143437077
2020-10-30,29.0,45.0,22.0,55.0,24.0,0.0,32.0,67.0,40.0,27.0,39.0,12.0,31.0,28.0,33.0,13.0,58.0,48.0,27.0,36.0,45.06089309878213
