date,/m/0cjf0,isPartial
2020-01-18,49,False
2020-01-19,39,False
2020-01-20,55,False
2020-01-21,36,False
2020-01-22,45,False
2020-01-23,33,False
2020-01-24,60,False
2020-01-25,50,False
2020-01-26,80,False
2020-01-27,66,False
2020-01-28,44,False
2020-01-29,63,False
2020-01-30,51,False
2020-01-31,44,False
2020-02-01,74,False
2020-02-02,79,False
2020-02-03,70,False
2020-02-04,61,False
2020-02-05,51,False
2020-02-06,49,False
2020-02-07,61,False
2020-02-08,42,False
2020-02-09,56,False
2020-02-10,58,False
2020-02-11,56,False
2020-02-12,49,False
2020-02-13,38,False
2020-02-14,60,False
2020-02-15,61,False
2020-02-16,67,False
2020-02-17,51,False
2020-02-18,51,False
2020-02-19,46,False
2020-02-20,57,False
2020-02-21,63,False
2020-02-22,45,False
2020-02-23,60,False
2020-02-24,46,False
2020-02-25,60,False
2020-02-26,69,False
2020-02-27,63,False
2020-02-28,49,False
2020-02-29,75,False
2020-03-01,65,False
2020-03-02,70,False
2020-03-03,72,False
2020-03-04,69,False
2020-03-05,78,False
2020-03-06,100,False
2020-03-07,63,False
2020-03-08,85,False
2020-03-09,79,False
2020-03-10,91,False
