,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-03-05,37.0,44.0,49.0,56.0,34.0,70.0,28.0,30.0,24.0,35.0,27.0,27.0,28.0,34.0,49.0,20.0,42.0,43.0,40.0,58.0,42.81767955801105
2020-03-06,24.0,23.0,26.0,25.0,43.0,29.0,30.0,26.0,26.0,52.0,39.0,39.0,25.0,54.0,42.0,9.0,40.0,40.0,32.0,57.0,37.62430939226519
2020-03-07,42.0,31.0,34.0,43.0,42.0,12.0,27.0,34.0,28.0,30.0,52.0,57.0,18.0,19.0,16.0,37.0,33.0,49.0,57.0,26.0,37.95580110497237
2020-03-08,26.0,55.0,33.0,41.0,29.0,54.0,53.0,55.0,27.0,49.0,30.0,41.0,40.0,57.0,35.0,46.0,49.0,36.0,34.0,40.0,45.85635359116022
2020-03-09,32.0,32.0,59.0,46.0,22.0,27.0,56.0,20.0,24.0,30.0,45.0,22.0,31.0,56.0,44.0,40.0,43.0,37.0,64.0,22.0,41.54696132596685
2020-03-10,51.0,54.0,44.0,23.0,48.0,11.0,67.0,55.0,35.0,35.0,63.0,50.0,36.0,46.0,68.0,33.0,38.0,75.0,45.0,27.0,49.94475138121547
2020-03-11,14.0,49.0,35.0,33.0,23.0,33.0,58.0,40.0,21.0,40.0,32.0,42.0,25.0,52.0,32.0,37.0,29.0,54.0,30.0,37.0,39.55801104972375
2020-03-12,50.0,54.0,39.0,23.0,36.0,49.0,47.0,29.0,34.0,35.0,27.0,44.0,43.0,73.0,31.0,16.0,28.0,42.0,39.0,58.0,44.033149171270715
2020-03-13,63.0,91.0,83.0,73.0,47.0,74.0,84.0,93.0,40.0,60.0,62.0,100.0,46.0,77.0,42.0,43.0,100.0,56.0,63.0,38.0,73.75690607734806
2020-03-14,78.0,49.0,100.0,100.0,42.0,97.0,90.0,55.0,50.0,83.0,67.0,60.0,85.0,75.0,64.0,100.0,69.0,73.0,39.0,84.0,80.66298342541437
2020-03-15,46.0,55.0,80.0,52.0,45.0,72.0,48.0,61.0,25.0,40.0,64.0,73.0,53.0,70.0,64.0,50.0,68.0,75.0,65.0,45.0,63.591160220994475
2020-03-16,73.0,100.0,87.0,82.0,100.0,76.0,93.0,96.0,100.0,77.0,97.0,80.0,100.0,100.0,100.0,77.0,79.0,100.0,93.0,100.0,100.0
2020-03-17,100.0,99.0,76.0,67.0,50.0,97.0,64.0,99.0,64.0,100.0,100.0,95.0,65.0,71.0,82.0,66.0,91.0,76.0,100.0,73.0,90.33149171270718
2020-03-18,88.0,49.0,64.0,75.0,48.0,83.0,38.0,54.0,35.0,61.0,46.0,63.0,28.0,28.0,54.0,58.0,57.0,75.0,80.0,44.0,62.32044198895028
2020-03-19,62.0,39.0,71.0,48.0,42.0,67.0,39.0,41.0,28.0,36.0,37.0,46.0,45.0,70.0,42.0,75.0,20.0,94.0,72.0,28.0,55.35911602209945
2020-03-20,61.0,48.0,64.0,71.0,55.0,77.0,57.0,89.0,52.0,48.0,50.0,72.0,48.0,56.0,63.0,78.0,68.0,96.0,69.0,94.0,72.70718232044199
2020-03-21,59.0,62.0,80.0,69.0,51.0,69.0,49.0,79.0,48.0,60.0,37.0,68.0,55.0,59.0,51.0,37.0,61.0,85.0,57.0,62.0,66.1878453038674
2020-03-22,40.0,98.0,78.0,55.0,67.0,41.0,100.0,100.0,52.0,83.0,68.0,72.0,72.0,90.0,100.0,39.0,61.0,46.0,90.0,100.0,80.22099447513811
2020-03-23,69.0,71.0,73.0,78.0,43.0,53.0,63.0,53.0,52.0,50.0,56.0,68.0,63.0,55.0,56.0,58.0,50.0,71.0,78.0,75.0,68.23204419889503
2020-03-24,70.0,46.0,56.0,71.0,49.0,83.0,72.0,38.0,39.0,58.0,64.0,60.0,34.0,53.0,55.0,31.0,58.0,56.0,65.0,51.0,61.270718232044196
2020-03-25,39.0,51.0,51.0,57.0,49.0,31.0,49.0,79.0,45.0,58.0,39.0,51.0,38.0,91.0,76.0,23.0,90.0,30.0,51.0,59.0,58.39779005524862
2020-03-26,31.0,52.0,48.0,54.0,22.0,42.0,73.0,38.0,47.0,55.0,62.0,66.0,19.0,38.0,48.0,36.0,32.0,46.0,43.0,43.0,49.447513812154696
2020-03-27,47.0,85.0,68.0,43.0,62.0,35.0,65.0,82.0,42.0,93.0,59.0,74.0,51.0,73.0,58.0,45.0,97.0,49.0,78.0,66.0,70.27624309392266
2020-03-28,35.0,84.0,49.0,41.0,32.0,59.0,78.0,59.0,26.0,48.0,44.0,59.0,44.0,75.0,34.0,31.0,52.0,75.0,60.0,54.0,57.40331491712707
2020-03-29,38.0,62.0,36.0,49.0,43.0,80.0,54.0,57.0,22.0,50.0,38.0,14.0,46.0,30.0,51.0,60.0,20.0,50.0,52.0,47.0,49.668508287292816
2020-03-30,63.0,35.0,46.0,64.0,24.0,99.0,26.0,45.0,41.0,20.0,13.0,37.0,40.0,37.0,37.0,48.0,44.0,79.0,27.0,33.0,47.40331491712707
2020-03-31,56.0,66.0,37.0,44.0,25.0,45.0,66.0,42.0,36.0,37.0,21.0,38.0,26.0,32.0,38.0,38.0,44.0,35.0,42.0,29.0,44.033149171270715
2020-04-01,62.0,47.0,57.0,63.0,36.0,100.0,23.0,43.0,40.0,42.0,65.0,39.0,19.0,49.0,39.0,43.0,46.0,92.0,57.0,39.0,55.30386740331492
2020-04-02,27.0,42.0,24.0,27.0,32.0,26.0,23.0,24.0,37.0,38.0,30.0,26.0,34.0,49.0,17.0,31.0,50.0,21.0,48.0,39.0,35.6353591160221
2020-04-03,27.0,47.0,48.0,41.0,37.0,48.0,32.0,44.0,21.0,52.0,58.0,35.0,31.0,55.0,40.0,24.0,47.0,42.0,24.0,39.0,43.75690607734806
2020-04-04,21.0,30.0,34.0,36.0,25.0,49.0,37.0,28.0,23.0,35.0,5.0,20.0,18.0,45.0,10.0,27.0,38.0,24.0,23.0,15.0,30.0
2020-04-05,31.0,36.0,33.0,47.0,17.0,42.0,26.0,33.0,8.0,14.0,25.0,20.0,22.0,38.0,35.0,40.0,27.0,42.0,27.0,30.0,32.76243093922652
2020-04-06,13.0,20.0,13.0,4.0,10.0,15.0,13.0,18.0,16.0,4.0,29.0,16.0,11.0,5.0,12.0,11.0,17.0,14.0,14.0,12.0,14.751381215469614
2020-04-07,13.0,25.0,28.0,26.0,28.0,31.0,27.0,42.0,13.0,33.0,30.0,4.0,11.0,38.0,17.0,23.0,18.0,40.0,42.0,30.0,28.674033149171272
2020-04-08,22.0,31.0,19.0,22.0,28.0,0.0,27.0,38.0,3.0,17.0,22.0,26.0,23.0,44.0,26.0,23.0,27.0,26.0,29.0,17.0,25.96685082872928
2020-04-09,9.0,16.0,38.0,22.0,25.0,26.0,14.0,24.0,27.0,17.0,31.0,22.0,27.0,32.0,34.0,35.0,23.0,57.0,29.0,17.0,29.005524861878452
2020-04-10,41.0,42.0,43.0,46.0,11.0,37.0,32.0,44.0,20.0,26.0,22.0,35.0,23.0,38.0,26.0,32.0,32.0,53.0,29.0,30.0,36.574585635359114
2020-04-11,35.0,29.0,37.0,45.0,24.0,65.0,20.0,48.0,22.0,38.0,44.0,19.0,22.0,49.0,15.0,45.0,26.0,34.0,38.0,67.0,39.889502762430936
2020-04-12,45.0,18.0,5.0,30.0,8.0,30.0,15.0,21.0,4.0,19.0,20.0,10.0,21.0,24.0,14.0,27.0,10.0,29.0,22.0,24.0,21.87845303867403
2020-04-13,24.0,17.0,15.0,24.0,19.0,11.0,39.0,20.0,14.0,5.0,23.0,23.0,12.0,17.0,14.0,8.0,19.0,5.0,20.0,27.0,19.668508287292816
2020-04-14,21.0,25.0,9.0,13.0,14.0,5.0,17.0,18.0,9.0,12.0,17.0,16.0,15.0,31.0,16.0,11.0,18.0,15.0,18.0,8.0,17.016574585635357
2020-04-15,31.0,26.0,19.0,31.0,18.0,21.0,14.0,34.0,7.0,17.0,22.0,17.0,31.0,27.0,26.0,20.0,32.0,47.0,43.0,17.0,27.624309392265193
2020-04-16,31.0,36.0,24.0,31.0,32.0,41.0,27.0,38.0,20.0,38.0,26.0,47.0,34.0,43.0,17.0,19.0,32.0,20.0,38.0,38.0,34.9171270718232
2020-04-17,18.0,31.0,38.0,22.0,25.0,26.0,9.0,38.0,7.0,38.0,13.0,4.0,31.0,22.0,22.0,19.0,32.0,26.0,19.0,17.0,25.248618784530386
2020-04-18,25.0,35.0,16.0,25.0,12.0,29.0,20.0,38.0,33.0,14.0,29.0,29.0,21.0,18.0,19.0,17.0,26.0,35.0,43.0,19.0,27.790055248618785
2020-04-19,24.0,39.0,15.0,24.0,19.0,11.0,19.0,10.0,21.0,27.0,23.0,23.0,4.0,47.0,18.0,17.0,10.0,44.0,10.0,37.0,24.41988950276243
