,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-10-05,79.0,70.0,43.0,67.0,17.0,45.45454545454545,77.0,55.0,46.391752577319586,25.84269662921348,22.0,43.0,42.0,0.0,62.0,92.0,43.0,23.0,22.535211267605632,80.0,79.63084088863823
2020-10-06,55.0,48.0,0.0,23.0,36.0,0.0,27.0,28.0,23.711340206185568,55.056179775280896,46.0,22.0,22.0,23.80952380952381,22.0,0.0,0.0,24.0,23.943661971830984,0.0,39.974528269290474
2020-10-07,27.0,47.0,43.0,22.0,35.0,23.232323232323232,26.0,28.0,47.422680412371136,51.68539325842696,23.0,44.0,0.0,46.42857142857143,42.0,92.0,43.0,46.0,94.36619718309859,0.0,65.11816774696808
2020-10-08,85.0,25.0,68.0,24.0,19.0,49.494949494949495,28.0,59.0,50.51546391752577,57.30337078651685,73.0,69.0,23.0,75.0,45.0,0.0,0.0,49.0,23.943661971830984,87.0,75.88225404449038
2020-10-09,0.0,26.0,24.0,0.0,40.0,0.0,30.0,31.0,0.0,30.337078651685392,25.0,0.0,0.0,52.38095238095238,24.0,34.0,0.0,0.0,0.0,0.0,26.40272616542728
2020-10-10,31.0,82.0,100.0,26.0,62.0,81.81818181818181,61.0,100.0,54.63917525773196,61.79775280898876,26.0,51.0,100.0,27.38095238095238,99.0,36.0,50.0,0.0,54.929577464788736,95.0,100.0
2020-10-11,29.0,25.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,28.089887640449437,0.0,23.0,23.0,0.0,45.0,33.0,23.0,0.0,23.943661971830984,0.0,23.09448857458829
2020-10-12,86.0,50.0,47.0,24.0,38.0,0.0,57.0,60.0,100.0,0.0,48.0,47.0,0.0,75.0,89.0,0.0,47.0,100.0,100.0,29.0,83.11341763872724
2020-10-13,29.0,26.0,23.0,0.0,19.0,50.505050505050505,58.0,0.0,50.51546391752577,28.089887640449437,50.0,0.0,23.0,25.0,0.0,0.0,47.0,0.0,50.70422535211268,0.0,39.999030609352765
2020-10-14,0.0,25.0,0.0,0.0,18.0,0.0,0.0,0.0,24.742268041237114,0.0,24.0,23.0,22.0,25.0,0.0,32.0,23.0,0.0,0.0,0.0,18.068395831169816
2020-10-15,28.0,100.0,46.0,48.0,18.0,25.252525252525253,55.0,59.0,50.51546391752577,56.17977528089887,24.0,23.0,46.0,75.0,67.0,100.0,23.0,50.0,0.0,29.0,76.94016349602954
2020-10-16,90.0,52.0,47.0,100.0,19.0,77.77777777777777,58.0,93.0,50.51546391752577,88.76404494382022,100.0,0.0,23.0,78.57142857142857,46.0,34.0,24.0,51.0,52.11267605633803,0.0,90.42784782585666
2020-10-17,0.0,28.0,0.0,0.0,21.0,0.0,31.0,0.0,27.835051546391753,0.0,27.0,25.0,0.0,27.38095238095238,25.0,0.0,0.0,27.0,0.0,0.0,19.941885296169275
2020-10-18,31.0,27.0,24.0,25.0,0.0,26.262626262626263,30.0,0.0,26.804123711340207,30.337078651685392,0.0,25.0,0.0,27.38095238095238,0.0,0.0,25.0,0.0,26.760563380281692,0.0,27.0552384661302
2020-10-19,59.0,0.0,0.0,0.0,0.0,26.262626262626263,29.0,0.0,25.77319587628866,0.0,25.0,48.0,24.0,26.19047619047619,23.0,0.0,0.0,0.0,0.0,30.0,26.361733602206055
2020-10-20,29.0,52.0,23.0,24.0,39.0,0.0,28.0,0.0,76.28865979381443,28.089887640449437,24.0,23.0,23.0,51.19047619047619,46.0,34.0,24.0,51.0,25.35211267605634,59.0,55.0133410330908
2020-10-21,29.0,76.0,23.0,48.0,57.0,100.0,85.0,90.0,25.77319587628866,28.089887640449437,24.0,23.0,23.0,100.0,45.0,100.0,23.0,49.0,50.70422535211268,86.0,90.49669921460985
2020-10-22,28.0,76.0,23.0,24.0,37.0,25.252525252525253,55.0,90.0,51.54639175257732,56.17977528089887,72.0,69.0,45.0,50.0,45.0,99.0,46.0,49.0,50.70422535211268,29.0,85.08770873658095
2020-10-23,0.0,76.0,46.0,73.0,19.0,49.494949494949495,57.0,91.0,25.77319587628866,56.17977528089887,0.0,24.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,46.97099533283202
2020-10-24,0.0,80.0,49.0,51.0,20.0,79.79797979797979,59.0,31.0,52.577319587628864,59.550561797752806,25.0,25.0,0.0,52.38095238095238,72.0,69.0,72.0,26.0,53.521126760563384,31.0,75.67972191406926
2020-10-25,29.0,25.0,45.0,47.0,18.0,48.484848484848484,28.0,59.0,24.742268041237114,0.0,47.0,46.0,22.0,97.61904761904762,22.0,32.0,67.0,24.0,23.943661971830984,56.0,63.50547238815712
2020-10-26,55.0,0.0,44.0,23.0,36.0,47.474747474747474,0.0,29.0,24.742268041237114,82.02247191011236,23.0,0.0,22.0,47.61904761904762,44.0,96.0,0.0,47.0,23.943661971830984,27.0,56.00378793509168
2020-10-27,28.0,49.0,22.0,47.0,18.0,96.96969696969697,0.0,0.0,74.22680412371135,55.056179775280896,24.0,46.0,44.0,73.80952380952381,22.0,64.0,67.0,0.0,23.943661971830984,56.0,67.60829418489773
2020-10-28,28.0,49.0,0.0,47.0,18.0,0.0,0.0,59.0,48.45360824742268,55.056179775280896,47.0,47.0,44.0,23.80952380952381,44.0,32.0,22.0,72.0,49.29577464788732,57.0,61.90699882391306
2020-10-29,54.0,0.0,43.0,22.0,0.0,0.0,79.0,28.0,23.711340206185568,52.80898876404494,23.0,0.0,0.0,23.80952380952381,21.0,31.0,63.0,23.0,47.88732394366197,27.0,46.86839620128327
2020-10-30,48.0,42.0,19.0,20.0,16.0,63.63636363636363,48.0,52.0,42.2680412371134,48.31460674157304,82.0,100.0,57.0,64.28571428571429,38.0,86.0,20.0,63.0,85.91549295774648,74.0,89.15062114472067
2020-10-31,51.0,23.0,21.0,44.0,0.0,0.0,51.0,0.0,22.68041237113402,25.84269662921348,0.0,0.0,0.0,22.61904761904762,20.0,0.0,21.0,0.0,45.070422535211264,27.0,31.195673397133476
2020-11-01,25.0,22.0,0.0,41.0,0.0,0.0,0.0,52.0,44.329896907216494,0.0,42.0,20.0,20.0,21.428571428571427,39.0,29.0,20.0,0.0,21.12676056338028,25.0,35.169832723276436
2020-11-02,51.0,23.0,61.0,43.0,35.0,44.44444444444444,100.0,27.0,22.68041237113402,24.719101123595507,22.0,21.0,82.0,22.61904761904762,0.0,30.0,21.0,22.0,22.535211267605632,0.0,56.27021935851669
2020-11-03,0.0,22.0,0.0,0.0,0.0,0.0,0.0,26.0,21.649484536082475,24.719101123595507,0.0,0.0,0.0,0.0,0.0,29.0,0.0,22.0,0.0,0.0,12.11843527731586
2020-11-04,23.0,0.0,18.0,39.0,45.0,20.2020202020202,0.0,48.0,40.20618556701031,44.943820224719104,20.0,57.0,37.0,39.285714285714285,54.0,26.0,37.0,20.0,0.0,47.0,51.32172178737149
2020-11-05,0.0,0.0,19.0,0.0,16.0,0.0,0.0,49.0,20.61855670103093,46.06741573033708,40.0,19.0,0.0,0.0,19.0,55.0,19.0,0.0,0.0,24.0,27.233688729590796
2020-11-06,74.0,43.0,20.0,0.0,16.0,63.63636363636363,70.0,0.0,0.0,23.59550561797753,21.0,0.0,39.0,0.0,0.0,29.0,20.0,21.0,42.25352112676056,25.0,42.30576248374829
2020-11-07,24.0,22.0,0.0,21.0,32.0,0.0,48.0,52.0,0.0,24.719101123595507,0.0,40.0,0.0,21.428571428571427,19.0,0.0,20.0,42.0,21.12676056338028,25.0,34.36864307051354
2020-11-08,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.649484536082475,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,21.12676056338028,25.0,11.06869359223035
2020-11-09,0.0,0.0,0.0,0.0,16.0,63.63636363636363,48.0,26.0,21.649484536082475,48.31460674157304,42.0,40.0,0.0,42.857142857142854,39.0,29.0,19.0,0.0,21.12676056338028,25.0,40.14656158729918
2020-11-10,52.0,23.0,20.0,43.0,34.0,44.44444444444444,51.0,81.0,45.36082474226804,77.52808988764045,66.0,41.0,21.0,22.61904761904762,62.0,59.0,0.0,44.0,22.535211267605632,52.0,71.8166300724026
2020-11-11,24.0,0.0,0.0,0.0,0.0,21.21212121212121,47.0,25.0,20.61855670103093,47.19101123595506,40.0,19.0,19.0,0.0,19.0,55.0,0.0,41.0,21.12676056338028,0.0,33.27441504594232
2020-11-12,25.0,87.0,0.0,86.0,100.0,43.43434343434343,73.0,26.0,44.329896907216494,75.28089887640449,85.0,41.0,0.0,65.47619047619048,79.0,88.0,82.0,86.0,87.32394366197182,25.0,99.93994773185744
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-14,0.0,0.0,0.0,21.0,0.0,22.22222222222222,0.0,26.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,22.535211267605632,0.0,9.316491719029434
2020-11-15,100.0,22.0,0.0,63.0,33.0,43.43434343434343,24.0,26.0,87.62886597938144,71.91011235955057,21.0,61.0,60.0,65.47619047619048,58.0,28.0,60.0,64.0,21.12676056338028,25.0,77.90955674778252
2020-11-16,0.0,22.0,20.0,20.0,16.0,21.21212121212121,24.0,25.0,0.0,24.719101123595507,41.0,0.0,40.0,0.0,39.0,28.0,20.0,21.0,0.0,75.0,36.42411951994785
2020-11-17,25.0,44.0,0.0,42.0,33.0,44.44444444444444,24.0,26.0,65.97938144329896,24.719101123595507,0.0,0.0,0.0,42.857142857142854,78.0,87.0,81.0,65.0,22.535211267605632,0.0,58.815896168425745
2020-11-18,0.0,45.0,0.0,0.0,51.0,44.44444444444444,25.0,27.0,0.0,24.719101123595507,43.0,41.0,41.0,0.0,0.0,29.0,42.0,0.0,22.535211267605632,26.0,38.48882808441543
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,21.12676056338028,25.0,11.348004315457622
2020-11-20,51.0,0.0,21.0,0.0,0.0,66.66666666666667,75.0,0.0,22.68041237113402,25.84269662921348,22.0,42.0,41.0,22.61904761904762,20.0,60.0,21.0,0.0,0.0,52.0,45.25044777107377
2020-11-21,26.0,0.0,20.0,21.0,17.0,22.22222222222222,0.0,27.0,44.329896907216494,0.0,43.0,21.0,20.0,22.61904761904762,0.0,29.0,0.0,22.0,21.12676056338028,26.0,31.86969638424369
2020-11-22,24.0,43.0,39.0,21.0,33.0,43.43434343434343,48.0,52.0,21.649484536082475,0.0,0.0,20.0,20.0,21.428571428571427,0.0,85.0,0.0,0.0,0.0,25.0,41.39101546043672
2020-11-23,0.0,0.0,0.0,0.0,16.0,0.0,24.0,26.0,21.649484536082475,0.0,21.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,26.0,12.892123566560995
2020-11-24,25.0,22.0,20.0,21.0,49.0,21.21212121212121,24.0,26.0,21.649484536082475,24.719101123595507,41.0,60.0,0.0,64.28571428571429,19.0,28.0,60.0,42.0,43.66197183098591,75.0,57.314778801340154
2020-11-25,0.0,21.0,0.0,20.0,32.0,0.0,24.0,0.0,21.649484536082475,0.0,0.0,0.0,0.0,21.428571428571427,19.0,0.0,0.0,21.0,42.25352112676056,24.0,20.535064437718223
2020-11-26,25.0,0.0,20.0,21.0,17.0,22.22222222222222,50.0,27.0,0.0,24.719101123595507,22.0,42.0,20.0,21.428571428571427,20.0,0.0,0.0,0.0,22.535211267605632,0.0,29.586134704699194
2020-11-27,25.0,0.0,0.0,42.0,0.0,22.22222222222222,49.0,52.0,21.649484536082475,24.719101123595507,64.0,21.0,20.0,65.47619047619048,0.0,0.0,0.0,21.0,43.66197183098591,25.0,41.40906956126341
2020-11-28,24.0,21.0,19.0,20.0,0.0,0.0,24.0,0.0,0.0,71.91011235955057,21.0,0.0,19.0,42.857142857142854,38.0,56.0,58.0,62.0,0.0,49.0,43.82980287220896
2020-11-29,0.0,21.0,0.0,20.0,0.0,21.21212121212121,0.0,0.0,21.649484536082475,23.59550561797753,0.0,0.0,19.0,0.0,0.0,28.0,19.0,0.0,21.12676056338028,25.0,18.30528190011077
2020-11-30,48.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,43.29896907216495,23.59550561797753,21.0,40.0,19.0,21.428571428571427,19.0,0.0,0.0,0.0,0.0,24.0,23.618803067944885
2020-12-01,25.0,22.0,20.0,42.0,16.0,21.21212121212121,0.0,0.0,21.649484536082475,0.0,21.0,40.0,20.0,21.428571428571427,19.0,28.0,20.0,22.0,21.12676056338028,25.0,33.79697819880784
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427,19.0,0.0,20.0,0.0,0.0,26.0,9.37244013206453
2020-12-03,0.0,22.0,0.0,21.0,16.0,22.22222222222222,25.0,26.0,22.68041237113402,74.15730337078652,21.0,0.0,0.0,44.04761904761905,40.0,0.0,0.0,22.0,0.0,51.0,33.93791415225729
2020-12-04,0.0,0.0,0.0,21.0,0.0,0.0,0.0,26.0,21.649484536082475,0.0,21.0,0.0,0.0,21.428571428571427,0.0,0.0,20.0,0.0,0.0,0.0,10.927126588428028
2020-12-05,0.0,23.0,20.0,21.0,0.0,22.22222222222222,25.0,26.0,21.649484536082475,24.719101123595507,42.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,22.535211267605632,0.0,22.351925586140677
2020-12-06,25.0,43.0,0.0,42.0,33.0,21.21212121212121,97.0,78.0,64.94845360824742,49.438202247191015,63.0,20.0,20.0,64.28571428571429,39.0,28.0,100.0,42.0,43.66197183098591,100.0,81.15824853093197
