,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,28.0,21.0,8.0,8.0,7.0,12.0,24.0,10.0,33.0,10.0,36.0,8.0,7.0,8.0,6.0,15.0,0.0,15.0,7.0,14.0,14.1254462009179
2020-01-30,7.0,0.0,15.0,17.0,7.0,6.0,0.0,0.0,0.0,10.0,0.0,8.0,7.0,8.0,0.0,8.0,0.0,0.0,7.0,0.0,5.099439061703213
2020-01-31,15.0,0.0,16.0,26.0,0.0,0.0,17.0,20.0,27.0,10.0,19.0,26.0,15.0,32.0,12.0,24.0,7.0,8.0,7.0,15.0,15.09433962264151
2020-02-01,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,2.600713921468638
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,10.0,7.0,7.0,0.0,0.0,15.0,0.0,0.0,18.0,8.0,15.0,0.0,14.0,10.0,0.0,0.0,0.0,12.0,0.0,5.915349311575727
2020-02-04,0.0,11.0,8.0,0.0,0.0,0.0,8.0,10.0,0.0,10.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.9265680775114737
2020-02-05,0.0,0.0,0.0,0.0,7.0,6.0,8.0,0.0,8.0,0.0,9.0,8.0,0.0,7.0,0.0,15.0,7.0,7.0,7.0,14.0,5.252422233554309
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,1.2748597654258031
2020-02-07,8.0,11.0,0.0,0.0,8.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,15.0,8.0,6.0,8.0,7.0,8.0,0.0,0.0,5.405405405405405
2020-02-08,0.0,11.0,0.0,0.0,0.0,6.0,9.0,11.0,9.0,0.0,10.0,9.0,0.0,8.0,6.0,17.0,7.0,0.0,0.0,0.0,5.252422233554309
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
