,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-10-05,13.0,42.0,17.0,18.0,0.0,37.0,55.0,13.0,18.0,36.0,0.0,0.0,18.0,30.0,0.0,89.0,71.0,61.95652173913044,17.0,18.0,46.644700713893464
2020-10-06,27.0,43.0,36.0,36.0,0.0,78.0,38.0,14.0,0.0,19.0,58.0,17.0,0.0,15.0,37.0,55.0,36.0,65.21739130434783,35.0,57.0,56.09738239062786
2020-10-07,0.0,22.0,18.0,36.0,13.0,19.0,55.0,28.0,36.0,36.0,0.0,17.0,55.0,0.0,18.0,36.0,36.0,42.391304347826086,0.0,0.0,39.35566538531942
2020-10-08,0.0,0.0,18.0,19.0,27.0,61.0,19.0,0.0,38.0,0.0,20.0,18.0,19.0,16.0,19.0,39.0,38.0,88.04347826086956,37.0,0.0,40.08420281896394
2020-10-09,0.0,0.0,0.0,61.0,44.0,42.0,20.0,0.0,20.0,40.0,0.0,19.0,40.0,17.0,0.0,20.0,40.0,22.82608695652174,20.0,41.0,37.62401610836537
2020-10-10,16.0,0.0,21.0,22.0,32.0,24.0,23.0,17.0,22.0,23.0,46.0,42.0,88.0,56.0,67.0,22.0,44.0,26.08695652173913,0.0,23.0,51.70785282811641
2020-10-11,15.0,24.0,19.0,20.0,14.0,21.0,0.0,15.0,20.0,40.0,63.0,19.0,60.0,17.0,20.0,20.0,59.0,46.73913043478261,39.0,21.0,46.54219293428518
2020-10-12,14.0,70.0,38.0,58.0,14.0,61.0,20.0,15.0,19.0,39.0,20.0,18.0,58.0,33.0,39.0,98.0,95.0,67.3913043478261,38.0,40.0,71.9421563243639
2020-10-13,14.0,46.0,19.0,78.0,42.0,42.0,60.0,30.0,20.0,59.0,21.0,37.0,20.0,100.0,39.0,58.0,39.0,69.56521739130434,38.0,61.0,75.15650741350906
2020-10-14,28.0,45.0,38.0,57.0,42.0,41.0,0.0,29.0,19.0,39.0,20.0,18.0,57.0,16.0,39.0,0.0,0.0,44.56521739130435,37.0,40.0,51.327109646714256
2020-10-15,73.0,25.0,40.0,81.0,58.0,22.0,21.0,31.0,40.0,21.0,22.0,39.0,0.0,87.0,40.0,0.0,39.0,23.91304347826087,20.0,42.0,61.0397217645982
2020-10-16,15.0,100.0,0.0,62.0,60.0,66.0,0.0,48.0,0.0,21.0,22.0,39.0,42.0,35.0,83.0,21.0,62.0,48.91304347826087,81.0,44.0,71.5650741350906
2020-10-17,16.0,52.0,22.0,22.0,31.0,47.0,23.0,33.0,44.0,0.0,69.0,63.0,22.0,19.0,0.0,22.0,43.0,50.0,43.0,46.0,56.16328024894746
2020-10-18,0.0,0.0,0.0,0.0,0.0,45.0,66.0,32.0,64.0,0.0,45.0,20.0,0.0,18.0,21.0,21.0,63.0,75.0,0.0,0.0,39.57532491305143
2020-10-19,14.0,23.0,38.0,19.0,14.0,40.0,59.0,15.0,38.0,19.0,40.0,18.0,19.0,33.0,19.0,39.0,94.0,44.56521739130435,19.0,40.0,54.27420831045213
2020-10-20,27.0,22.0,36.0,0.0,27.0,20.0,0.0,14.0,37.0,19.0,20.0,35.0,37.0,32.0,19.0,37.0,55.0,21.73913043478261,54.0,0.0,43.17408017572762
2020-10-21,14.0,22.0,18.0,0.0,27.0,0.0,38.0,28.0,19.0,58.0,19.0,54.0,19.0,16.0,19.0,19.0,0.0,21.73913043478261,0.0,39.0,36.269449020684604
2020-10-22,28.0,91.0,19.0,39.0,14.0,0.0,20.0,58.0,38.0,39.0,60.0,37.0,19.0,33.0,97.0,58.0,57.0,44.56521739130435,37.0,80.0,73.13563975837451
2020-10-23,0.0,23.0,19.0,0.0,14.0,42.0,20.0,90.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,40.0,39.0,22.82608695652174,0.0,21.0,32.90865824638477
