date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-29,64.0,38.0,31.0,35.0,0.0,64.0,0.0,63.0,83.0,30.0,35.483870967741936,31.0,34.0,31.0,0.0,49.0,31.0,0.0,0.0,0.0,44.79067055393586
2020-01-30,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,31.0,36.55913978494624,0.0,0.0,33.0,40.0,0.0,32.0,0.0,33.0,0.0,17.248590864917393
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,33.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,38.0,17.569679300291547
2020-02-05,33.0,40.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,37.0,33.0,41.0,0.0,0.0,38.0,0.0,39.0,21.184839650145765
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,36.0,42.0,35.0,0.0,0.0,36.0,45.0,0.0,0.0,34.0,39.784946236559136,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,21.892322643343054
2020-02-08,34.0,0.0,0.0,38.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,0.0,53.0,0.0,0.0,34.0,0.0,19.08804664723032
2020-02-09,0.0,36.0,30.0,34.0,0.0,0.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,30.0,35.0,31.0,0.0,21.546355685131196
