date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-10-05,8.0,8.0,8.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,9.0,11.0,17.0,0.0,0.0,9.0,6.418219461697722
2020-10-06,0.0,0.0,16.0,29.0,9.0,9.0,7.0,8.0,17.0,8.0,15.0,12.0,29.0,24.0,17.0,22.0,9.0,38.0,39.0,9.0,16.407867494824018
2020-10-07,17.0,8.0,16.0,9.0,19.0,0.0,7.0,8.0,8.0,8.0,7.0,12.0,19.0,35.0,9.0,11.0,9.0,9.0,10.0,17.0,12.318840579710145
2020-10-08,0.0,8.0,24.0,10.0,19.0,17.0,7.0,16.0,17.0,8.0,0.0,12.0,10.0,12.0,17.0,0.0,0.0,10.0,28.0,9.0,11.594202898550725
2020-10-09,9.0,9.0,26.0,10.0,31.0,9.0,30.0,0.0,28.0,9.0,16.0,13.0,21.0,26.0,9.0,0.0,9.0,0.0,31.0,9.0,15.269151138716355
2020-10-10,54.0,30.0,40.0,60.0,47.0,11.0,26.0,49.0,11.0,49.0,27.0,74.0,48.0,74.0,32.0,41.0,22.0,24.0,36.0,33.0,40.78674948240166
2020-10-11,21.0,10.0,10.0,23.0,35.0,21.0,25.0,10.0,0.0,19.0,0.0,15.0,23.0,15.0,0.0,14.0,11.0,23.0,12.0,32.0,16.51138716356108
2020-10-12,27.0,42.0,0.0,20.0,10.0,36.0,0.0,8.0,9.0,8.0,15.0,12.0,30.0,12.0,9.0,11.0,27.0,20.0,20.0,0.0,16.35610766045549
2020-10-13,35.0,24.0,16.0,29.0,19.0,18.0,14.0,0.0,44.0,8.0,7.0,36.0,10.0,0.0,18.0,34.0,36.0,39.0,0.0,18.0,20.96273291925466
2020-10-14,80.0,49.0,50.0,30.0,39.0,27.0,21.0,49.0,53.0,25.0,45.0,49.0,50.0,73.0,18.0,56.0,72.0,30.0,40.0,36.0,46.169772256728784
