,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-01-29,26.0,17.0,25.0,32.0,26.0,30.0,22.0,37.0,34.0,20.0,29.0,27.0,41.0,25.0,26.0,25.0,33.0,25.0,25.0,39.0,30.769230769230766
2020-01-30,31.0,27.0,34.0,32.0,29.0,29.0,31.0,25.0,25.0,37.0,21.0,38.0,30.0,22.0,17.0,24.0,26.0,24.0,24.0,39.0,30.823786142935077
2020-01-31,22.0,22.0,23.0,25.0,18.0,33.0,32.0,25.0,33.0,27.0,26.0,20.0,26.0,24.0,24.0,17.0,30.0,27.0,28.0,22.0,27.495908346972175
2020-02-01,22.0,28.0,21.0,17.0,12.0,19.0,16.0,23.0,31.0,13.0,28.0,18.0,14.0,13.0,11.0,19.0,15.0,17.0,21.0,10.0,20.07637752318603
2020-02-02,17.0,34.0,27.0,18.0,19.0,26.0,16.0,27.0,27.0,18.0,24.0,31.0,35.0,32.0,24.0,25.0,28.0,23.0,23.0,23.0,27.114020731042007
2020-02-03,24.0,28.0,26.0,23.0,28.0,33.0,25.0,29.0,28.0,37.0,24.0,31.0,23.0,30.0,26.0,19.0,37.0,31.0,18.0,26.0,29.78723404255319
2020-02-04,18.0,34.0,22.0,19.0,14.0,27.0,18.0,31.0,22.0,19.0,23.0,22.0,25.0,19.0,21.0,21.0,24.0,17.0,26.0,16.0,23.895253682487724
2020-02-05,18.0,26.0,34.0,31.0,19.0,16.0,19.0,29.0,19.0,27.0,22.0,19.0,16.0,20.0,16.0,16.0,11.0,35.0,21.0,23.0,23.840698308783413
2020-02-06,13.0,6.0,12.0,10.0,23.0,21.0,25.0,11.0,20.0,6.0,13.0,22.0,17.0,12.0,15.0,14.0,14.0,11.0,18.0,21.0,16.5848336061102
2020-02-07,14.0,13.0,10.0,8.0,13.0,6.0,14.0,11.0,7.0,12.0,11.0,11.0,17.0,14.0,9.0,5.0,14.0,11.0,16.0,13.0,12.49318057828696
2020-02-08,23.0,13.0,16.0,26.0,24.0,24.0,10.0,24.0,34.0,22.0,20.0,31.0,23.0,19.0,18.0,18.0,21.0,23.0,21.0,21.0,23.513366066557555
2020-02-09,12.0,20.0,18.0,14.0,22.0,16.0,24.0,12.0,20.0,14.0,16.0,17.0,19.0,10.0,7.0,19.0,16.0,8.0,9.0,17.0,16.91216584833606
2020-02-10,10.0,23.0,19.0,17.0,25.0,31.0,22.0,18.0,11.0,14.0,16.0,24.0,19.0,14.0,10.0,19.0,22.0,22.0,31.0,9.0,20.51282051282051
2020-02-11,16.0,8.0,18.0,11.0,15.0,13.0,13.0,22.0,22.0,11.0,15.0,14.0,13.0,14.0,12.0,14.0,20.0,17.0,24.0,19.0,16.96672122204037
2020-02-12,21.0,19.0,20.0,11.0,16.0,19.0,18.0,27.0,20.0,11.0,25.0,13.0,18.0,18.0,20.0,16.0,16.0,11.0,14.0,24.0,19.476268412438625
2020-02-13,18.0,18.0,11.0,18.0,16.0,13.0,19.0,8.0,10.0,13.0,11.0,16.0,16.0,5.0,8.0,7.0,7.0,8.0,17.0,18.0,14.020731042007636
2020-02-14,13.0,18.0,17.0,13.0,11.0,13.0,12.0,17.0,11.0,10.0,11.0,17.0,16.0,15.0,8.0,9.0,17.0,7.0,17.0,12.0,14.402618657937806
2020-02-15,10.0,20.0,18.0,12.0,17.0,25.0,21.0,16.0,9.0,18.0,14.0,24.0,17.0,14.0,14.0,13.0,18.0,17.0,14.0,15.0,17.785051827605017
2020-02-16,7.0,14.0,8.0,10.0,17.0,16.0,11.0,2.0,9.0,14.0,9.0,14.0,21.0,7.0,5.0,7.0,8.0,9.0,14.0,8.0,11.456628477905072
2020-02-17,17.0,25.0,15.0,16.0,17.0,15.0,17.0,14.0,16.0,13.0,19.0,21.0,15.0,18.0,9.0,17.0,27.0,15.0,16.0,15.0,18.385160938352428
2020-02-18,19.0,11.0,14.0,9.0,17.0,9.0,15.0,28.0,20.0,15.0,10.0,13.0,13.0,16.0,11.0,8.0,21.0,18.0,11.0,21.0,16.31205673758865
2020-02-19,2.0,10.0,8.0,8.0,16.0,8.0,12.0,6.0,12.0,8.0,8.0,12.0,14.0,6.0,14.0,3.0,6.0,5.0,8.0,10.0,9.601745771958539
2020-02-20,16.0,18.0,25.0,25.0,17.0,27.0,16.0,23.0,19.0,23.0,20.0,20.0,30.0,20.0,16.0,12.0,19.0,14.0,19.0,28.0,22.20403709765412
2020-02-21,15.0,15.0,10.0,16.0,17.0,6.0,14.0,11.0,11.0,12.0,11.0,17.0,5.0,12.0,10.0,12.0,10.0,13.0,12.0,15.0,13.311511183851609
2020-02-22,22.0,15.0,21.0,18.0,11.0,19.0,14.0,25.0,27.0,20.0,25.0,13.0,20.0,14.0,19.0,17.0,20.0,17.0,22.0,30.0,21.22204037097654
2020-02-23,36.0,34.0,28.0,23.0,22.0,36.0,25.0,21.0,35.0,38.0,32.0,32.0,43.0,33.0,30.0,34.0,39.0,17.0,32.0,34.0,34.04255319148936
2020-02-24,38.0,38.0,34.0,34.0,30.0,29.0,34.0,22.0,26.0,20.0,45.0,33.0,44.0,32.0,31.0,30.0,31.0,29.0,22.0,23.0,34.09710856519367
2020-02-25,37.0,45.0,41.0,39.0,40.0,36.0,49.0,63.0,51.0,65.0,38.0,32.0,56.0,34.0,25.0,45.0,51.0,44.0,47.0,45.0,48.172394980905615
2020-02-26,37.0,57.0,47.0,34.0,46.0,44.0,49.0,51.0,55.0,37.0,51.0,30.0,40.0,45.0,34.0,40.0,35.0,43.0,42.0,41.0,46.80851063829787
2020-02-27,43.0,44.0,40.0,37.0,50.0,36.0,41.0,31.0,44.0,32.0,50.0,27.0,64.0,40.0,41.0,41.0,42.0,27.0,40.0,39.0,44.13529732678669
2020-02-28,37.0,42.0,34.0,31.0,37.0,30.0,31.0,37.0,31.0,40.0,38.0,38.0,31.0,24.0,30.0,29.0,31.0,30.0,19.0,30.0,35.46099290780142
2020-02-29,36.0,41.0,33.0,44.0,40.0,34.0,40.0,45.0,44.0,43.0,41.0,32.0,44.0,29.0,39.0,33.0,42.0,33.0,29.0,39.0,41.516639388979804
2020-03-01,33.0,23.0,31.0,29.0,41.0,33.0,34.0,28.0,34.0,31.0,26.0,35.0,30.0,34.0,24.0,23.0,28.0,28.0,14.0,40.0,32.678668848881614
