date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-01-25,80.0,23.0,64.0,10.0,40.0,35.0,29.0,52.0,31.0,65.0,36.0,61.0,41.0,24.0,43.0,23.0,77.0,15.0,73.0,31.0,56.081525312294545
2020-01-26,12.0,36.0,16.0,29.0,40.0,24.0,28.0,17.0,10.0,0.0,34.0,12.0,0.0,23.0,22.0,45.0,0.0,31.0,0.0,32.0,27.021696252465485
2020-01-27,11.0,0.0,42.0,18.0,25.0,0.0,38.0,15.0,0.0,11.0,0.0,31.0,17.0,0.0,21.0,10.0,0.0,0.0,24.0,10.0,17.94871794871795
2020-01-28,31.0,11.0,0.0,0.0,12.0,11.0,0.0,31.0,10.0,23.0,16.0,22.0,9.0,22.0,10.0,10.0,12.0,14.0,0.0,9.0,16.63379355687048
2020-01-29,20.0,32.0,28.0,18.0,36.0,12.0,39.0,29.0,36.0,32.0,24.0,10.0,26.0,32.0,38.0,31.0,0.0,14.0,37.0,19.0,33.72781065088758
2020-01-30,11.0,49.0,0.0,30.0,13.0,37.0,13.0,16.0,11.0,37.0,25.0,0.0,9.0,12.0,33.0,0.0,26.0,45.0,27.0,11.0,26.627218934911244
2020-01-31,0.0,23.0,16.0,19.0,27.0,13.0,0.0,33.0,11.0,38.0,0.0,23.0,10.0,25.0,23.0,23.0,13.0,16.0,14.0,0.0,21.499013806706117
2020-02-01,11.0,26.0,32.0,21.0,13.0,13.0,27.0,17.0,10.0,0.0,0.0,24.0,10.0,0.0,24.0,23.0,41.0,32.0,40.0,23.0,25.443786982248525
2020-02-02,23.0,24.0,47.0,28.0,27.0,38.0,14.0,17.0,10.0,27.0,9.0,47.0,29.0,13.0,44.0,12.0,13.0,33.0,41.0,21.0,33.99079552925707
2020-02-03,0.0,10.0,0.0,8.0,11.0,0.0,12.0,0.0,8.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,9.0,5.9171597633136095
2020-02-04,21.0,0.0,52.0,17.0,11.0,22.0,37.0,75.0,17.0,30.0,8.0,30.0,25.0,41.0,19.0,10.0,45.0,55.0,47.0,20.0,38.26429980276134
2020-02-05,11.0,11.0,15.0,19.0,12.0,12.0,0.0,0.0,10.0,12.0,18.0,0.0,9.0,12.0,11.0,22.0,0.0,14.0,26.0,10.0,14.72715318869165
2020-02-06,11.0,23.0,0.0,19.0,0.0,13.0,14.0,34.0,10.0,12.0,18.0,0.0,9.0,25.0,11.0,12.0,13.0,15.0,13.0,42.0,19.329388560157792
