date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,19.0,17.0,18.0,0.0,37.0,16.0,38.0,10.0,16.0,36.0,15.0,36.0,16.0,18.0,17.0,28.0,0.0,19.0,39.0,18.0,23.84526558891455
2020-10-06,19.0,36.0,19.0,19.0,58.0,33.0,0.0,11.0,16.0,38.0,16.0,37.0,16.0,38.0,0.0,14.0,22.0,19.0,20.0,19.0,25.981524249422637
2020-10-07,38.0,36.0,38.0,38.0,0.0,49.0,39.0,32.0,16.0,38.0,64.0,76.0,0.0,93.0,34.0,28.0,22.0,19.0,19.0,38.0,41.3972286374134
2020-10-08,40.0,0.0,40.0,20.0,20.0,34.0,0.0,22.0,17.0,40.0,0.0,20.0,52.0,20.0,19.0,44.0,0.0,41.0,80.0,40.0,31.69745958429561
2020-10-09,22.0,0.0,21.0,0.0,21.0,0.0,0.0,25.0,0.0,0.0,37.0,21.0,0.0,0.0,20.0,0.0,0.0,0.0,22.0,21.0,12.12471131639723
2020-10-10,21.0,41.0,21.0,44.0,21.0,36.0,0.0,12.0,0.0,0.0,18.0,21.0,19.0,0.0,39.0,32.0,25.0,0.0,22.0,0.0,21.47806004618938
2020-10-11,39.0,19.0,19.0,0.0,0.0,0.0,40.0,22.0,0.0,39.0,16.0,20.0,34.0,20.0,35.0,14.0,23.0,20.0,40.0,39.0,25.34642032332564
2020-10-12,21.0,0.0,62.0,0.0,40.0,34.0,0.0,11.0,0.0,0.0,35.0,20.0,18.0,20.0,0.0,15.0,89.0,20.0,20.0,0.0,23.38337182448037
2020-10-13,20.0,18.0,19.0,20.0,20.0,0.0,0.0,11.0,17.0,40.0,17.0,19.0,0.0,0.0,0.0,0.0,68.0,20.0,41.0,0.0,19.053117782909936
2020-10-14,38.0,18.0,38.0,39.0,59.0,48.0,58.0,11.0,16.0,39.0,49.0,19.0,17.0,18.0,34.0,14.0,89.0,38.0,20.0,39.0,40.47344110854503
2020-10-15,0.0,19.0,61.0,41.0,20.0,0.0,0.0,0.0,34.0,20.0,34.0,0.0,17.0,40.0,18.0,30.0,23.0,40.0,0.0,20.0,24.07621247113164
2020-10-16,41.0,19.0,20.0,0.0,41.0,0.0,21.0,12.0,18.0,41.0,35.0,21.0,0.0,61.0,37.0,30.0,0.0,41.0,42.0,21.0,28.92609699769053
2020-10-17,22.0,20.0,21.0,22.0,22.0,18.0,44.0,24.0,18.0,0.0,18.0,0.0,0.0,43.0,0.0,16.0,0.0,43.0,0.0,22.0,20.381062355658198
2020-10-18,0.0,0.0,45.0,66.0,44.0,38.0,45.0,12.0,55.0,44.0,38.0,22.0,0.0,22.0,40.0,0.0,0.0,22.0,0.0,0.0,28.46420323325635
2020-10-19,41.0,38.0,0.0,21.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,36.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,13.337182448036952
2020-10-20,0.0,37.0,0.0,20.0,0.0,17.0,20.0,22.0,33.0,40.0,0.0,0.0,0.0,0.0,18.0,0.0,23.0,20.0,61.0,20.0,19.110854503464203
2020-10-21,0.0,35.0,37.0,39.0,20.0,33.0,0.0,11.0,0.0,19.0,16.0,19.0,34.0,0.0,17.0,0.0,23.0,20.0,20.0,0.0,19.803695150115477
2020-10-22,59.0,18.0,78.0,59.0,100.0,68.0,0.0,66.0,33.0,40.0,33.0,59.0,35.0,39.0,53.0,43.0,46.0,77.0,41.0,79.0,59.237875288683604
2020-10-23,20.0,37.0,0.0,20.0,20.0,17.0,20.0,11.0,17.0,0.0,0.0,0.0,0.0,39.0,17.0,0.0,0.0,20.0,20.0,20.0,16.05080831408776
2020-10-24,21.0,39.0,21.0,64.0,63.0,18.0,43.0,23.0,18.0,82.0,53.0,41.0,18.0,0.0,19.0,31.0,50.0,85.0,21.0,21.0,42.20554272517321
2020-10-25,20.0,0.0,0.0,0.0,20.0,0.0,60.0,11.0,34.0,20.0,0.0,20.0,35.0,40.0,18.0,14.0,23.0,20.0,0.0,20.0,20.496535796766747
2020-10-26,19.0,53.0,37.0,38.0,37.0,32.0,0.0,31.0,48.0,19.0,32.0,57.0,49.0,75.0,33.0,14.0,22.0,19.0,60.0,55.0,42.147806004618936
2020-10-27,20.0,35.0,58.0,19.0,20.0,33.0,0.0,0.0,48.0,19.0,49.0,38.0,17.0,19.0,52.0,58.0,44.0,58.0,38.0,57.0,39.37644341801386
2020-10-28,39.0,74.0,0.0,40.0,60.0,16.0,0.0,22.0,16.0,39.0,49.0,57.0,97.0,78.0,53.0,43.0,0.0,20.0,39.0,19.0,43.93764434180139
2020-10-29,19.0,17.0,54.0,18.0,56.0,0.0,19.0,20.0,16.0,18.0,32.0,54.0,49.0,18.0,33.0,13.0,22.0,55.0,0.0,18.0,30.65819861431871
2020-10-30,34.0,32.0,51.0,34.0,50.0,29.0,68.0,28.0,29.0,0.0,43.0,66.0,29.0,0.0,15.0,12.0,0.0,69.0,17.0,34.0,36.951501154734416
2020-10-31,19.0,86.0,0.0,36.0,18.0,31.0,37.0,20.0,46.0,0.0,31.0,18.0,0.0,37.0,50.0,0.0,0.0,18.0,0.0,36.0,27.886836027713628
2020-11-01,37.0,17.0,35.0,0.0,18.0,15.0,18.0,10.0,0.0,18.0,0.0,0.0,15.0,0.0,16.0,0.0,41.0,18.0,36.0,18.0,18.013856812933028
2020-11-02,0.0,0.0,0.0,54.0,36.0,15.0,0.0,21.0,46.0,36.0,31.0,18.0,31.0,36.0,0.0,13.0,21.0,36.0,18.0,0.0,23.78752886836028
2020-11-03,53.0,49.0,17.0,0.0,17.0,30.0,36.0,20.0,30.0,17.0,30.0,17.0,0.0,17.0,16.0,26.0,20.0,35.0,55.0,0.0,28.002309468822173
2020-11-04,50.0,15.0,33.0,16.0,0.0,28.0,0.0,27.0,14.0,16.0,28.0,16.0,29.0,16.0,15.0,12.0,0.0,49.0,0.0,33.0,22.921478060046194
2020-11-05,17.0,79.0,67.0,85.0,84.0,100.0,85.0,47.0,71.0,67.0,86.0,100.0,44.0,50.0,79.0,100.0,20.0,85.0,35.0,100.0,80.8891454965358
2020-11-06,18.0,16.0,17.0,17.0,17.0,0.0,17.0,10.0,14.0,0.0,15.0,34.0,15.0,34.0,32.0,13.0,41.0,18.0,36.0,0.0,21.0161662817552
2020-11-07,0.0,0.0,0.0,17.0,17.0,14.0,17.0,9.0,14.0,0.0,14.0,33.0,0.0,17.0,30.0,12.0,38.0,17.0,68.0,17.0,19.284064665127023
2020-11-08,35.0,65.0,18.0,54.0,89.0,46.0,35.0,40.0,15.0,18.0,30.0,52.0,30.0,17.0,63.0,13.0,20.0,35.0,18.0,69.0,43.995381062355655
2020-11-09,35.0,33.0,36.0,18.0,37.0,30.0,36.0,10.0,15.0,18.0,0.0,18.0,15.0,0.0,16.0,0.0,41.0,0.0,18.0,0.0,21.709006928406467
2020-11-10,54.0,16.0,0.0,55.0,18.0,15.0,54.0,20.0,30.0,18.0,30.0,36.0,0.0,36.0,16.0,0.0,42.0,18.0,18.0,53.0,30.54272517321016
2020-11-11,68.0,32.0,66.0,35.0,0.0,42.0,17.0,48.0,0.0,34.0,15.0,51.0,30.0,51.0,15.0,13.0,0.0,0.0,69.0,67.0,37.70207852193995
2020-11-12,0.0,17.0,0.0,35.0,0.0,30.0,18.0,20.0,15.0,18.0,0.0,0.0,0.0,18.0,32.0,0.0,21.0,35.0,19.0,0.0,16.05080831408776
