date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,60.0,68.0,24.0,17.0,14.0,14.0,55.0,37.0,19.0,36.0,34.4,0
2020-01-02,36.0,30.0,25.0,33.0,6.0,22.0,31.0,15.0,46.0,36.0,28.0,0
2020-01-03,49.0,18.0,26.0,41.0,41.0,23.0,39.0,20.0,47.0,29.0,33.3,0
2020-01-04,7.0,13.0,14.0,29.0,25.0,31.0,35.0,5.0,17.0,16.0,19.2,0
2020-01-05,12.0,12.0,25.0,7.0,6.0,17.0,12.0,0.0,8.0,21.0,12.0,0
2020-01-06,25.0,12.0,26.0,7.0,23.0,17.0,20.0,25.0,31.0,29.0,21.5,0
2020-01-07,42.0,54.0,38.0,34.0,29.0,28.0,44.0,20.0,62.0,43.0,39.4,0
2020-01-08,18.0,12.0,37.0,20.0,17.0,22.0,12.0,15.0,8.0,21.0,18.2,0
2020-01-09,24.0,18.0,32.0,34.0,23.0,23.0,32.0,10.0,23.0,29.0,24.8,0
2020-01-10,6.0,12.0,0.0,7.0,18.0,12.0,13.0,10.0,24.0,15.0,11.7,0
2020-01-11,27.0,7.0,14.0,22.0,19.0,25.0,14.0,11.0,26.0,24.0,18.9,0
2020-01-12,37.0,19.0,27.0,27.0,18.0,29.0,26.0,15.0,32.0,29.0,25.9,0
2020-01-13,11.0,5.0,28.0,24.0,10.0,15.0,17.0,9.0,7.0,13.0,13.9,0
2020-01-14,21.0,15.0,27.0,29.0,20.0,24.0,22.0,8.0,33.0,12.0,21.1,0
2020-01-15,40.0,28.0,36.0,32.0,16.0,37.0,42.0,33.0,58.0,27.0,34.9,0
2020-01-16,18.0,36.0,25.0,26.0,28.0,11.0,37.0,5.0,8.0,28.0,22.2,0
2020-01-17,6.0,18.0,0.0,13.0,0.0,17.0,0.0,10.0,16.0,15.0,9.5,0
2020-01-18,32.0,13.0,21.0,51.0,18.0,24.0,28.0,27.0,17.0,62.0,29.3,0
2020-01-19,19.0,6.0,13.0,48.0,24.0,17.0,46.0,25.0,24.0,59.0,28.1,0
2020-01-20,35.0,23.0,49.0,33.0,39.0,38.0,55.0,24.0,67.0,63.0,42.6,0
2020-01-21,18.0,24.0,25.0,27.0,23.0,28.0,31.0,15.0,23.0,7.0,22.1,0
2020-01-22,41.0,24.0,25.0,33.0,34.0,39.0,50.0,15.0,53.0,63.0,37.7,0
2020-01-23,29.0,12.0,56.0,33.0,34.0,17.0,31.0,29.0,23.0,28.0,29.2,0
2020-01-24,24.0,30.0,19.0,34.0,11.0,11.0,26.0,30.0,32.0,7.0,22.4,0
2020-01-25,33.0,20.0,28.0,22.0,31.0,12.0,35.0,27.0,25.0,40.0,27.3,0
2020-01-26,18.0,12.0,13.0,7.0,41.0,12.0,32.0,20.0,39.0,15.0,20.9,0
2020-01-27,11.0,6.0,12.0,12.0,16.0,16.0,18.0,5.0,22.0,27.0,14.5,0
2020-01-28,35.0,24.0,31.0,32.0,23.0,22.0,25.0,24.0,15.0,21.0,25.2,0
2020-01-29,24.0,6.0,31.0,33.0,39.0,39.0,32.0,15.0,61.0,21.0,30.1,0
2020-01-30,35.0,36.0,19.0,7.0,34.0,33.0,25.0,29.0,37.0,14.0,26.9,0
2020-01-31,30.0,31.0,6.0,20.0,35.0,34.0,39.0,30.0,39.0,44.0,30.8,0
2020-02-01,27.0,33.0,28.0,22.0,13.0,32.0,35.0,38.0,51.0,48.0,32.7,0
2020-02-02,13.0,26.0,34.0,22.0,12.0,30.0,14.0,11.0,16.0,15.0,19.3,0
2020-02-03,16.0,21.0,28.0,24.0,20.0,20.0,23.0,22.0,34.0,19.0,22.7,0
2020-02-04,35.0,12.0,6.0,20.0,22.0,17.0,19.0,19.0,30.0,21.0,20.1,0
2020-02-05,34.0,34.0,12.0,25.0,31.0,16.0,24.0,23.0,7.0,33.0,23.9,0
2020-02-06,11.0,17.0,30.0,38.0,38.0,21.0,18.0,19.0,36.0,27.0,25.5,0
2020-02-07,0.0,30.0,38.0,20.0,11.0,40.0,13.0,25.0,38.0,36.0,25.1,0
2020-02-08,39.0,45.0,55.0,51.0,12.0,49.0,42.0,37.0,42.0,39.0,41.1,0
2020-02-09,32.0,25.0,20.0,29.0,18.0,6.0,47.0,37.0,25.0,31.0,27.0,0
2020-02-10,18.0,12.0,12.0,26.0,22.0,27.0,6.0,5.0,30.0,14.0,17.2,0
2020-02-11,30.0,24.0,25.0,33.0,34.0,33.0,31.0,24.0,38.0,49.0,32.1,0
2020-02-12,6.0,12.0,0.0,13.0,11.0,5.0,6.0,9.0,29.0,7.0,9.8,0
2020-02-13,18.0,29.0,43.0,52.0,17.0,27.0,31.0,24.0,45.0,55.0,34.1,0
2020-02-14,12.0,24.0,19.0,7.0,23.0,17.0,25.0,14.0,23.0,28.0,19.2,0
2020-02-15,0.0,12.0,7.0,21.0,12.0,18.0,7.0,15.0,8.0,30.0,13.0,0
2020-02-16,19.0,25.0,14.0,7.0,18.0,18.0,7.0,21.0,32.0,30.0,19.1,0
2020-02-17,23.0,17.0,19.0,6.0,6.0,21.0,31.0,19.0,44.0,14.0,20.0,0
2020-02-18,6.0,17.0,18.0,19.0,22.0,11.0,31.0,9.0,7.0,7.0,14.7,0
2020-02-19,17.0,23.0,37.0,26.0,16.0,11.0,0.0,9.0,29.0,20.0,18.8,0
2020-02-20,24.0,12.0,31.0,13.0,33.0,22.0,25.0,24.0,46.0,28.0,25.8,0
2020-02-21,18.0,18.0,25.0,33.0,17.0,22.0,38.0,29.0,61.0,22.0,28.3,0
2020-02-22,25.0,37.0,13.0,49.0,47.0,24.0,33.0,36.0,48.0,37.0,34.9,0
2020-02-23,12.0,6.0,6.0,14.0,6.0,17.0,32.0,10.0,16.0,36.0,15.5,0
2020-02-24,23.0,17.0,24.0,26.0,27.0,27.0,30.0,19.0,45.0,35.0,27.3,0
2020-02-25,40.0,23.0,6.0,19.0,22.0,21.0,30.0,24.0,44.0,34.0,26.3,0
2020-02-26,22.0,44.0,28.0,30.0,31.0,21.0,17.0,18.0,35.0,19.0,26.5,0
2020-02-27,27.0,27.0,23.0,48.0,25.0,20.0,28.0,22.0,14.0,25.0,25.9,0
2020-02-28,35.0,34.0,43.0,13.0,27.0,27.0,30.0,14.0,51.0,14.0,28.8,0
2020-02-29,20.0,0.0,28.0,29.0,12.0,12.0,21.0,16.0,17.0,16.0,17.1,0
2020-03-01,20.0,13.0,14.0,36.0,12.0,12.0,7.0,11.0,0.0,16.0,14.1,0
2020-03-02,35.0,21.0,30.0,16.0,26.0,19.0,15.0,34.0,18.0,0.0,21.4,0
2020-03-03,22.0,11.0,18.0,31.0,26.0,16.0,24.0,9.0,21.0,20.0,19.8,0
2020-03-04,26.0,16.0,39.0,12.0,30.0,15.0,11.0,17.0,7.0,19.0,19.2,0
2020-03-05,45.0,33.0,24.0,13.0,21.0,26.0,41.0,27.0,29.0,47.0,30.6,0
2020-03-06,18.0,23.0,6.0,19.0,17.0,27.0,12.0,24.0,15.0,28.0,18.9,0
2020-03-07,6.0,31.0,20.0,28.0,24.0,18.0,7.0,21.0,0.0,37.0,19.2,0
2020-03-08,18.0,18.0,19.0,33.0,22.0,28.0,25.0,24.0,8.0,0.0,19.5,0
2020-03-09,32.0,26.0,45.0,12.0,30.0,40.0,22.0,26.0,34.0,25.0,29.2,0
2020-03-10,16.0,16.0,23.0,36.0,26.0,36.0,29.0,22.0,48.0,52.0,30.4,0
2020-03-11,33.0,72.0,35.0,37.0,21.0,31.0,35.0,27.0,56.0,33.0,38.0,0
2020-03-12,43.0,81.0,64.0,60.0,36.0,41.0,40.0,18.0,35.0,58.0,47.6,0
2020-03-13,57.0,51.0,60.0,63.0,81.0,54.0,78.0,28.0,51.0,74.0,59.7,0
2020-03-14,51.0,63.0,54.0,70.0,54.0,29.0,53.0,42.0,64.0,68.0,54.8,0
2020-03-15,90.0,60.0,45.0,20.0,63.0,51.0,77.0,59.0,85.0,50.0,60.0,0
2020-03-16,60.0,38.0,52.0,67.0,67.0,41.0,75.0,36.0,55.0,85.0,57.6,0
2020-03-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0
2020-03-18,75.0,69.0,85.0,50.0,59.0,75.0,73.0,61.0,66.0,89.0,70.2,0
2020-03-19,75.0,40.0,72.0,51.0,59.0,43.0,49.0,51.0,66.0,61.0,56.7,0
2020-03-20,89.0,77.0,76.0,61.0,62.0,67.0,70.0,63.0,85.0,92.0,74.2,0
2020-03-21,36.0,73.0,32.0,60.0,40.0,51.0,51.0,40.0,62.0,58.0,50.3,0
2020-03-22,33.0,22.0,57.0,42.0,31.0,25.0,40.0,31.0,48.0,64.0,39.3,0
2020-03-23,50.0,68.0,52.0,85.0,30.0,63.0,67.0,44.0,63.0,85.0,60.7,0
2020-03-24,40.0,25.0,42.0,33.0,19.0,14.0,37.0,33.0,38.0,54.0,33.5,0
2020-03-25,37.0,26.0,28.0,42.0,15.0,45.0,51.0,17.0,61.0,19.0,34.1,0
2020-03-26,35.0,39.0,57.0,56.0,33.0,46.0,52.0,41.0,63.0,35.0,45.7,0
2020-03-27,42.0,37.0,39.0,41.0,22.0,31.0,39.0,30.0,24.0,22.0,32.7,0
2020-03-28,27.0,33.0,46.0,30.0,36.0,20.0,40.0,9.0,35.0,32.0,30.8,0
2020-03-29,39.0,39.0,23.0,25.0,26.0,41.0,41.0,9.0,21.0,13.0,27.7,0
2020-03-30,15.0,25.0,21.0,39.0,33.0,9.0,21.0,20.0,38.0,30.0,25.1,0
2020-03-31,48.0,44.0,57.0,65.0,37.0,36.0,51.0,40.0,44.0,58.0,48.0,0
2020-04-01,53.0,76.0,61.0,85.0,59.0,45.0,45.0,47.0,67.0,75.0,61.3,0
2020-04-02,29.0,29.0,41.0,11.0,32.0,32.0,21.0,48.0,19.0,41.0,30.3,0
2020-04-03,40.0,25.0,27.0,61.0,28.0,24.0,42.0,37.0,45.0,36.0,36.5,0
2020-04-04,16.0,21.0,28.0,29.0,25.0,35.0,17.0,13.0,27.0,44.0,25.5,0
2020-04-05,32.0,43.0,17.0,30.0,45.0,35.0,28.0,18.0,62.0,39.0,34.9,0
2020-04-06,37.0,14.0,20.0,26.0,27.0,26.0,5.0,12.0,42.0,28.0,23.7,0
2020-04-07,40.0,30.0,32.0,45.0,42.0,28.0,37.0,16.0,32.0,36.0,33.8,0
2020-04-08,51.0,31.0,32.0,40.0,43.0,19.0,49.0,21.0,46.0,55.0,38.7,0
2020-04-09,10.0,36.0,33.0,29.0,20.0,20.0,33.0,34.0,53.0,44.0,31.2,0
2020-04-10,16.0,0.0,17.0,12.0,10.0,10.0,11.0,9.0,21.0,19.0,12.5,0
2020-04-11,42.0,30.0,25.0,33.0,11.0,17.0,19.0,39.0,15.0,50.0,28.1,0
2020-04-12,24.0,59.0,19.0,40.0,23.0,22.0,19.0,24.0,23.0,50.0,30.3,0
2020-04-13,27.0,32.0,34.0,29.0,20.0,15.0,11.0,9.0,27.0,32.0,23.6,0
2020-04-14,21.0,5.0,11.0,6.0,5.0,15.0,17.0,17.0,20.0,13.0,13.0,0
2020-04-15,21.0,31.0,49.0,17.0,29.0,10.0,27.0,30.0,40.0,49.0,30.3,0
2020-04-16,6.0,11.0,24.0,19.0,16.0,21.0,12.0,18.0,29.0,27.0,18.3,0
2020-04-17,6.0,24.0,31.0,20.0,28.0,28.0,44.0,10.0,37.0,35.0,26.3,0
2020-04-18,19.0,19.0,26.0,21.0,6.0,12.0,40.0,15.0,24.0,45.0,22.7,0
2020-04-19,14.0,34.0,0.0,15.0,19.0,19.0,22.0,17.0,18.0,41.0,19.9,0
2020-04-20,17.0,0.0,12.0,6.0,17.0,16.0,12.0,19.0,7.0,0.0,10.6,0
2020-04-21,16.0,10.0,22.0,17.0,5.0,20.0,11.0,21.0,20.0,19.0,16.1,0
2020-04-22,21.0,26.0,17.0,12.0,29.0,10.0,33.0,25.0,20.0,18.0,21.1,0
2020-04-23,16.0,31.0,33.0,35.0,20.0,15.0,17.0,30.0,33.0,25.0,25.5,0
2020-04-24,22.0,22.0,12.0,25.0,32.0,5.0,17.0,23.0,21.0,40.0,21.9,0
2020-04-25,25.0,37.0,46.0,20.0,23.0,23.0,20.0,20.0,40.0,15.0,26.9,0
2020-04-26,55.0,18.0,19.0,40.0,12.0,34.0,26.0,20.0,47.0,43.0,31.4,0
2020-04-27,43.0,54.0,45.0,36.0,31.0,50.0,68.0,27.0,89.0,51.0,49.4,0
2020-04-28,32.0,53.0,34.0,65.0,70.0,45.0,68.0,31.0,20.0,45.0,46.3,0
2020-04-29,16.0,32.0,28.0,35.0,15.0,20.0,17.0,9.0,54.0,32.0,25.8,0
2020-04-30,26.0,31.0,44.0,52.0,39.0,39.0,33.0,21.0,46.0,31.0,36.2,0
2020-05-01,12.0,50.0,26.0,41.0,12.0,23.0,72.0,15.0,48.0,67.0,36.6,0
