,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-10-05,41.0,48.0,65.0,60.0,32.0,52.0,53.0,37.0,68.0,84.0,69.0,28.0,84.0,83.0,67.0,33.0,48.0,56.0,47.252747252747255,58.58585858585859,80.25883558698186
2020-10-06,33.0,41.0,48.0,52.0,82.0,53.0,54.0,45.0,58.0,67.0,35.0,43.0,19.0,42.0,48.0,51.0,39.0,64.0,68.13186813186813,29.292929292929294,69.99705585077476
2020-10-07,42.0,65.0,57.0,78.0,57.0,62.0,23.0,81.0,68.0,91.0,53.0,14.0,77.0,34.0,57.0,76.0,39.0,56.0,76.92307692307692,38.38383838383838,82.52631838258472
2020-10-08,25.0,49.0,29.0,35.0,25.0,35.0,47.0,60.0,59.0,61.0,26.0,29.0,39.0,33.0,77.0,33.0,59.0,64.0,9.89010989010989,29.292929292929294,59.38739301064893
2020-10-09,100.0,71.0,41.0,38.0,53.0,67.0,51.0,65.0,21.0,66.0,48.0,100.0,63.0,46.0,73.0,64.0,42.0,44.0,63.73626373626374,53.535353535353536,84.32517676292832
2020-10-10,0.0,61.0,48.0,66.0,81.0,33.0,10.0,56.0,74.0,100.0,44.0,64.0,96.0,31.0,83.0,32.0,98.0,61.0,96.7032967032967,97.97979797979798,88.82230271820717
2020-10-11,41.0,60.0,47.0,43.0,40.0,54.0,48.0,46.0,24.0,75.0,32.0,52.0,23.0,10.0,70.0,61.0,36.0,39.0,58.24175824175824,59.5959595959596,66.20783741961677
2020-10-12,35.0,61.0,80.0,100.0,95.0,73.0,32.0,39.0,31.0,64.0,46.0,53.0,70.0,87.0,80.0,80.0,31.0,75.0,70.32967032967034,51.515151515151516,90.34713366957368
2020-10-13,52.0,17.0,69.0,98.0,100.0,36.0,55.0,100.0,61.0,56.0,99.0,37.0,88.0,43.0,78.0,52.0,100.0,66.0,100.0,80.8080808080808,100.0
2020-10-14,70.0,50.0,70.0,18.0,34.0,46.0,48.0,46.0,71.0,44.0,45.0,22.0,69.0,43.0,49.0,43.0,60.0,25.0,90.10989010989012,91.91919191919192,74.58013080788623
2020-10-15,64.0,70.0,52.0,48.0,62.0,85.0,33.0,16.0,53.0,92.0,38.0,69.0,83.0,54.0,41.0,100.0,53.0,26.0,52.747252747252745,52.525252525252526,82.4517828579171
2020-10-16,57.0,83.0,33.0,89.0,56.0,98.0,35.0,59.0,100.0,76.0,100.0,16.0,54.0,19.0,87.0,66.0,100.0,100.0,32.967032967032964,100.0,98.06593950473189
2020-10-17,32.0,31.0,49.0,66.0,42.0,0.0,20.0,38.0,13.0,70.0,34.0,27.0,61.0,54.0,61.0,43.0,50.0,61.0,12.087912087912088,25.252525252525253,56.876771958326344
2020-10-18,79.0,54.0,77.0,58.0,33.0,46.0,61.0,10.0,52.0,90.0,35.0,47.0,51.0,44.0,38.0,78.0,26.0,32.0,38.46153846153846,77.77777777777777,74.01883087762282
2020-10-19,85.0,27.0,52.0,58.0,54.0,58.0,42.0,65.0,64.0,74.0,19.0,78.0,74.0,37.0,63.0,37.0,54.0,53.0,52.747252747252745,42.42424242424242,78.48142046682003
