,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,0.0,27.0,0.0,31.57894736842105,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,29.23076923076923,0.0,10.016161299185645
2020-10-06,43.0,84.0,0.0,32.89473684210526,24.0,24.0,0.0,60.75949367088607,23.0,22.0,27.0,54.794520547945204,54.0,25.0,49.0,21.27659574468085,100.0,0.0,46.15384615384615,44.0,51.541790764530475
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-08,22.0,0.0,0.0,34.21052631578947,0.0,25.0,0.0,0.0,23.0,23.0,28.0,27.397260273972602,19.0,26.0,50.0,0.0,0.0,0.0,0.0,24.0,21.15368835897926
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,7.013641324768539
2020-10-10,0.0,32.0,0.0,36.8421052631579,27.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,29.591836734693878,36.92307692307692,25.0,17.559143338496842
2020-10-11,22.0,29.0,29.0,34.21052631578947,24.0,25.0,49.0,32.91139240506329,23.0,0.0,57.0,28.767123287671232,38.0,79.0,51.0,0.0,70.0,53.06122448979592,96.92307692307692,48.0,55.398883227534014
2020-10-12,0.0,0.0,0.0,34.21052631578947,25.0,0.0,0.0,32.91139240506329,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53061224489796,0.0,0.0,9.935000449394442
2020-10-13,45.0,30.0,89.0,69.73684210526316,100.0,100.0,25.0,65.82278481012658,94.0,47.0,87.0,57.534246575342465,19.0,53.0,25.0,23.404255319148938,35.0,81.63265306122449,83.07692307692308,24.0,80.95198856789747
2020-10-14,0.0,58.0,84.0,0.0,0.0,49.0,24.0,31.645569620253166,23.0,0.0,0.0,56.16438356164384,18.0,52.0,25.0,21.27659574468085,34.0,0.0,32.30769230769231,0.0,35.656948595950226
