date,/m/0cjf0,isPartial
2020-01-26,74,False
2020-01-27,48,False
2020-01-28,73,False
2020-01-29,48,False
2020-01-30,58,False
2020-01-31,65,False
2020-02-01,84,False
2020-02-02,95,False
2020-02-03,80,False
2020-02-04,57,False
2020-02-05,59,False
2020-02-06,49,False
2020-02-07,71,False
2020-02-08,63,False
2020-02-09,46,False
2020-02-10,64,False
2020-02-11,52,False
2020-02-12,82,False
2020-02-13,52,False
2020-02-14,55,False
2020-02-15,71,False
2020-02-16,73,False
2020-02-17,74,False
2020-02-18,61,False
2020-02-19,56,False
2020-02-20,52,False
2020-02-21,63,False
2020-02-22,57,False
2020-02-23,67,False
2020-02-24,37,False
2020-02-25,68,False
2020-02-26,76,False
2020-02-27,78,False
2020-02-28,59,False
2020-02-29,80,False
2020-03-01,94,False
2020-03-02,72,False
2020-03-03,95,False
2020-03-04,87,False
2020-03-05,83,False
2020-03-06,81,False
2020-03-07,83,False
2020-03-08,78,False
2020-03-09,78,False
2020-03-10,100,False
