date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,25.0,37.0,31.0,15.0,10.0,27.0,9.0,22.0,14.0,18.0,35.0,29.0,19.0,17.0,5.0,24.0,26.0,19.0,13.0,26.0,23.519553072625698
2020-01-30,27.0,15.0,18.0,3.0,8.0,22.0,9.0,20.0,7.0,12.0,7.0,9.0,5.0,11.0,5.0,6.0,12.0,13.0,16.0,4.0,12.793296089385475
2020-01-31,15.0,18.0,21.0,6.0,13.0,12.0,12.0,23.0,18.0,16.0,17.0,12.0,20.0,11.0,10.0,6.0,15.0,17.0,7.0,7.0,15.418994413407821
2020-02-01,19.0,11.0,20.0,29.0,19.0,15.0,15.0,15.0,18.0,12.0,20.0,6.0,17.0,19.0,13.0,25.0,21.0,21.0,20.0,11.0,19.329608938547487
2020-02-02,19.0,21.0,11.0,19.0,19.0,15.0,12.0,8.0,17.0,24.0,14.0,9.0,3.0,25.0,18.0,22.0,15.0,24.0,26.0,18.0,18.93854748603352
2020-02-03,10.0,9.0,11.0,5.0,5.0,16.0,10.0,6.0,9.0,8.0,6.0,8.0,10.0,19.0,11.0,5.0,16.0,3.0,11.0,12.0,10.614525139664805
2020-02-04,15.0,17.0,16.0,12.0,10.0,12.0,20.0,15.0,21.0,12.0,7.0,18.0,11.0,25.0,15.0,15.0,12.0,17.0,13.0,14.0,16.592178770949722
2020-02-05,11.0,11.0,9.0,6.0,8.0,0.0,6.0,15.0,17.0,6.0,10.0,9.0,8.0,11.0,7.0,6.0,15.0,14.0,6.0,7.0,10.167597765363128
2020-02-06,8.0,11.0,11.0,16.0,0.0,16.0,13.0,16.0,14.0,19.0,14.0,6.0,9.0,7.0,21.0,7.0,9.0,11.0,10.0,11.0,12.793296089385475
2020-02-07,28.0,15.0,13.0,0.0,9.0,16.0,9.0,12.0,7.0,6.0,3.0,13.0,3.0,19.0,10.0,10.0,12.0,14.0,17.0,11.0,12.681564245810057
2020-02-08,16.0,22.0,17.0,7.0,22.0,10.0,16.0,20.0,22.0,13.0,14.0,19.0,12.0,23.0,21.0,10.0,12.0,7.0,17.0,18.0,17.76536312849162
2020-02-09,11.0,14.0,9.0,9.0,3.0,12.0,6.0,4.0,3.0,12.0,16.0,3.0,8.0,18.0,12.0,9.0,6.0,13.0,6.0,10.0,10.279329608938546
2020-02-10,7.0,10.0,15.0,6.0,5.0,3.0,8.0,4.0,7.0,12.0,13.0,0.0,5.0,10.0,2.0,6.0,8.0,13.0,12.0,7.0,8.547486033519553
2020-02-11,25.0,14.0,22.0,9.0,15.0,12.0,14.0,22.0,14.0,12.0,20.0,6.0,13.0,17.0,12.0,18.0,14.0,29.0,19.0,16.0,18.044692737430164
2020-02-12,7.0,17.0,12.0,18.0,15.0,11.0,17.0,18.0,20.0,14.0,19.0,9.0,16.0,7.0,5.0,15.0,3.0,25.0,18.0,13.0,15.58659217877095
2020-02-13,4.0,0.0,10.0,3.0,8.0,0.0,9.0,7.0,3.0,3.0,3.0,6.0,3.0,4.0,0.0,12.0,6.0,7.0,6.0,3.0,5.4189944134078205
2020-02-14,4.0,4.0,5.0,9.0,3.0,3.0,9.0,4.0,4.0,3.0,7.0,3.0,8.0,7.0,5.0,3.0,0.0,3.0,3.0,7.0,5.251396648044692
2020-02-15,16.0,4.0,12.0,3.0,6.0,10.0,7.0,8.0,11.0,7.0,7.0,3.0,3.0,8.0,11.0,7.0,6.0,15.0,7.0,7.0,8.8268156424581
2020-02-16,4.0,11.0,7.0,9.0,17.0,3.0,3.0,20.0,11.0,13.0,7.0,3.0,6.0,15.0,5.0,6.0,9.0,10.0,10.0,10.0,9.999999999999998
2020-02-17,7.0,14.0,12.0,3.0,8.0,6.0,9.0,15.0,17.0,9.0,16.0,11.0,8.0,11.0,7.0,0.0,9.0,10.0,6.0,3.0,10.11173184357542
2020-02-18,7.0,10.0,7.0,6.0,3.0,6.0,6.0,15.0,3.0,9.0,9.0,9.0,8.0,10.0,7.0,9.0,9.0,10.0,3.0,7.0,8.547486033519553
2020-02-19,26.0,11.0,16.0,3.0,5.0,3.0,9.0,15.0,4.0,15.0,13.0,6.0,6.0,11.0,13.0,16.0,6.0,10.0,3.0,14.0,11.452513966480447
2020-02-20,11.0,7.0,5.0,3.0,3.0,6.0,9.0,4.0,3.0,3.0,10.0,3.0,6.0,0.0,8.0,6.0,9.0,3.0,10.0,3.0,6.256983240223463
2020-02-21,8.0,4.0,9.0,7.0,8.0,13.0,0.0,8.0,7.0,3.0,0.0,12.0,0.0,12.0,3.0,13.0,9.0,11.0,3.0,4.0,7.4860335195530725
2020-02-22,0.0,0.0,8.0,0.0,3.0,3.0,0.0,0.0,8.0,3.0,4.0,7.0,0.0,12.0,3.0,0.0,6.0,0.0,0.0,0.0,3.184357541899441
2020-02-23,35.0,26.0,11.0,29.0,28.0,25.0,22.0,27.0,18.0,35.0,10.0,21.0,20.0,26.0,8.0,29.0,22.0,28.0,13.0,17.0,25.139664804469273
2020-02-24,23.0,14.0,12.0,18.0,24.0,18.0,15.0,18.0,17.0,15.0,23.0,23.0,11.0,21.0,18.0,18.0,17.0,27.0,16.0,20.0,20.558659217877093
2020-02-25,25.0,14.0,21.0,18.0,24.0,21.0,14.0,29.0,37.0,33.0,23.0,29.0,3.0,29.0,27.0,21.0,15.0,30.0,9.0,23.0,24.860335195530727
2020-02-26,39.0,47.0,33.0,41.0,23.0,29.0,27.0,38.0,32.0,40.0,37.0,37.0,24.0,33.0,33.0,34.0,38.0,41.0,35.0,45.0,39.4413407821229
2020-02-27,43.0,37.0,37.0,17.0,23.0,41.0,37.0,28.0,30.0,20.0,40.0,22.0,27.0,27.0,26.0,38.0,28.0,31.0,24.0,29.0,33.798882681564244
2020-02-28,58.0,32.0,39.0,19.0,16.0,38.0,22.0,38.0,43.0,21.0,34.0,36.0,31.0,49.0,28.0,31.0,27.0,41.0,26.0,49.0,37.87709497206704
2020-02-29,42.0,35.0,48.0,25.0,32.0,43.0,30.0,45.0,42.0,30.0,36.0,39.0,14.0,48.0,20.0,37.0,24.0,35.0,39.0,45.0,39.60893854748604
2020-03-01,39.0,41.0,30.0,30.0,33.0,33.0,29.0,50.0,44.0,17.0,43.0,25.0,24.0,37.0,17.0,39.0,40.0,46.0,49.0,44.0,39.66480446927374
2020-03-02,55.0,32.0,56.0,32.0,44.0,30.0,42.0,65.0,51.0,59.0,49.0,44.0,38.0,73.0,30.0,58.0,44.0,43.0,41.0,57.0,52.68156424581006
2020-03-03,54.0,41.0,38.0,30.0,37.0,35.0,29.0,42.0,36.0,44.0,40.0,33.0,26.0,52.0,38.0,35.0,37.0,19.0,22.0,39.0,40.614525139664806
