date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,11.0,9.0,7.0,10.0,13.0,10.0,12.0,14.0,5.0,9.0,10.080645161290322,0.0
2020-01-02,15.0,15.0,13.0,17.0,14.0,16.0,13.0,15.0,12.0,15.0,14.616935483870968,0.0
2020-01-03,16.0,14.0,12.0,11.0,14.0,16.0,12.0,10.0,10.0,14.0,13.004032258064516,0.0
2020-01-04,15.0,15.0,11.0,15.0,18.0,13.0,15.0,18.0,16.0,14.0,15.120967741935484,0.0
2020-01-05,15.0,11.0,11.0,14.0,12.0,10.0,10.0,13.0,11.0,11.0,11.89516129032258,0.0
2020-01-06,11.0,7.0,11.0,12.0,12.0,10.0,10.0,9.0,9.0,11.0,10.282258064516128,0.0
2020-01-07,11.0,10.0,11.0,11.0,11.0,8.0,10.0,11.0,13.0,9.0,10.584677419354838,0.0
2020-01-08,12.0,10.0,9.0,13.0,12.0,10.0,12.0,13.0,10.0,10.0,11.189516129032258,0.0
2020-01-09,20.0,12.0,7.0,13.0,10.0,14.0,14.0,15.0,9.0,10.0,12.5,0.0
2020-01-10,12.0,9.0,12.0,16.0,14.0,10.0,11.0,10.0,11.0,13.0,11.89516129032258,0.0
2020-01-11,9.0,8.0,9.0,10.0,10.0,9.0,12.0,8.0,12.0,10.0,9.778225806451612,0.0
2020-01-12,12.0,7.0,10.0,11.0,9.0,12.0,12.0,8.0,11.0,11.0,10.383064516129032,0.0
2020-01-13,17.0,10.0,13.0,15.0,12.0,16.0,13.0,12.0,14.0,10.0,13.306451612903226,0.0
2020-01-14,11.0,10.0,11.0,12.0,12.0,11.0,9.0,11.0,12.0,12.0,11.189516129032258,0.0
2020-01-15,16.0,15.0,17.0,17.0,14.0,15.0,14.0,11.0,12.0,13.0,14.516129032258064,0.0
2020-01-16,13.0,8.0,9.0,11.0,11.0,9.0,9.0,15.0,13.0,11.0,10.987903225806452,0.0
2020-01-17,12.0,8.0,9.0,9.0,9.0,9.0,11.0,9.0,10.0,8.0,9.475806451612902,0.0
2020-01-18,9.0,12.0,8.0,14.0,11.0,13.0,15.0,8.0,9.0,10.0,10.987903225806452,0.0
2020-01-19,13.0,9.0,8.0,10.0,12.0,12.0,10.0,9.0,9.0,8.0,10.080645161290322,0.0
2020-01-20,13.0,15.0,12.0,12.0,15.0,16.0,15.0,11.0,13.0,15.0,13.810483870967742,0.0
2020-01-21,15.0,11.0,13.0,13.0,14.0,15.0,16.0,17.0,14.0,13.0,14.213709677419354,0.0
2020-01-22,12.0,16.0,15.0,18.0,15.0,15.0,14.0,11.0,15.0,14.0,14.616935483870968,0.0
2020-01-23,15.0,14.0,14.0,13.0,19.0,10.0,15.0,17.0,13.0,12.0,14.314516129032258,0.0
2020-01-24,17.0,13.0,11.0,17.0,18.0,16.0,14.0,20.0,14.0,15.0,15.625,0.0
2020-01-25,13.0,14.0,8.0,9.0,12.0,10.0,13.0,10.0,11.0,11.0,11.189516129032258,0.0
2020-01-26,17.0,15.0,18.0,15.0,14.0,19.0,18.0,14.0,15.0,17.0,16.330645161290324,0.0
2020-01-27,19.0,17.0,15.0,17.0,19.0,17.0,17.0,14.0,18.0,14.0,16.83467741935484,0.0
2020-01-28,21.0,16.0,15.0,16.0,18.0,15.0,14.0,17.0,20.0,17.0,17.036290322580644,0.0
2020-01-29,20.0,20.0,21.0,26.0,18.0,19.0,22.0,22.0,17.0,20.0,20.66532258064516,0.0
2020-01-30,21.0,15.0,15.0,14.0,19.0,18.0,20.0,18.0,18.0,15.0,17.439516129032256,0.0
2020-01-31,17.0,14.0,14.0,17.0,14.0,18.0,11.0,17.0,17.0,12.0,15.221774193548386,0.0
2020-02-01,23.0,18.0,20.0,24.0,30.0,26.0,25.0,24.0,21.0,22.0,23.48790322580645,0.0
2020-02-02,15.0,14.0,14.0,12.0,11.0,10.0,9.0,13.0,10.0,9.0,11.794354838709678,0.0
2020-02-03,16.0,17.0,14.0,17.0,15.0,14.0,15.0,14.0,14.0,14.0,15.120967741935484,0.0
2020-02-04,16.0,13.0,16.0,17.0,18.0,12.0,12.0,16.0,14.0,15.0,15.02016129032258,0.0
2020-02-05,16.0,14.0,10.0,15.0,18.0,16.0,17.0,11.0,17.0,11.0,14.616935483870968,0.0
2020-02-06,15.0,15.0,15.0,16.0,15.0,16.0,17.0,18.0,11.0,13.0,15.221774193548386,0.0
2020-02-07,15.0,12.0,9.0,16.0,11.0,13.0,18.0,14.0,12.0,15.0,13.608870967741936,0.0
2020-02-08,22.0,13.0,17.0,20.0,19.0,18.0,18.0,23.0,16.0,19.0,18.649193548387096,0.0
2020-02-09,19.0,10.0,15.0,17.0,17.0,22.0,17.0,14.0,15.0,14.0,16.129032258064516,0.0
2020-02-10,18.0,14.0,18.0,20.0,18.0,17.0,15.0,18.0,20.0,18.0,17.741935483870968,0.0
2020-02-11,14.0,15.0,18.0,18.0,15.0,14.0,14.0,14.0,15.0,13.0,15.120967741935484,0.0
2020-02-12,19.0,15.0,10.0,16.0,14.0,15.0,14.0,18.0,12.0,15.0,14.919354838709676,0.0
