date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.41279669762641896,0
2020-01-02,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.1351909184726523,0
2020-01-03,2.0,0.0,7.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.786377708978328,0
2020-01-04,2.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,4.0,1.9607843137254901,0
2020-01-05,1.0,3.0,3.0,4.0,0.0,1.0,2.0,3.0,2.0,3.0,2.2703818369453046,0
2020-01-06,2.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.6511867905056758,0
2020-01-07,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.2383900928792568,0
2020-01-08,2.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,4.0,3.0,2.683178534571723,0
2020-01-09,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,0.0,3.0,2.786377708978328,0
2020-01-10,8.0,12.0,7.0,10.0,13.0,9.0,3.0,16.0,13.0,6.0,10.01031991744066,0
2020-01-11,9.0,8.0,13.0,8.0,6.0,10.0,7.0,10.0,4.0,11.0,8.875128998968007,0
2020-01-12,6.0,5.0,6.0,6.0,6.0,3.0,6.0,3.0,4.0,3.0,4.953560371517027,0
2020-01-13,7.0,6.0,10.0,5.0,7.0,6.0,7.0,7.0,7.0,4.0,6.811145510835913,0
2020-01-14,2.0,0.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,1.9607843137254901,0
2020-01-15,4.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,5.0,3.095975232198142,0
2020-01-16,7.0,3.0,6.0,8.0,4.0,3.0,3.0,11.0,6.0,6.0,5.88235294117647,0
2020-01-17,2.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.373581011351909,0
2020-01-18,2.0,1.0,4.0,4.0,5.0,2.0,0.0,4.0,2.0,2.0,2.683178534571723,0
2020-01-19,5.0,5.0,7.0,6.0,6.0,1.0,0.0,4.0,3.0,2.0,4.0247678018575845,0
2020-01-20,3.0,3.0,3.0,4.0,6.0,2.0,3.0,4.0,3.0,3.0,3.508771929824561,0
2020-01-21,11.0,10.0,11.0,17.0,15.0,14.0,10.0,13.0,7.0,9.0,12.074303405572754,0
2020-01-22,9.0,13.0,11.0,9.0,7.0,15.0,5.0,9.0,14.0,8.0,10.319917440660474,0
2020-01-23,16.0,23.0,20.0,19.0,17.0,19.0,18.0,20.0,15.0,21.0,19.40144478844169,0
2020-01-24,23.0,28.0,22.0,15.0,20.0,29.0,20.0,26.0,24.0,23.0,23.73581011351909,0
2020-01-25,17.0,18.0,13.0,17.0,10.0,19.0,23.0,18.0,16.0,22.0,17.85345717234262,0
2020-01-26,11.0,13.0,16.0,9.0,17.0,20.0,10.0,14.0,10.0,15.0,13.93188854489164,0
2020-01-27,17.0,20.0,18.0,12.0,16.0,16.0,9.0,17.0,14.0,16.0,15.995872033023735,0
