,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-11-03,21.0,0.0,86.0,28.0,29.0,0.0,28.0,33.0,21.0,33.0,0.0,22.0,66.0,0.0,41.0,22.0,0.0,88.0,0.0,43.0,46.26746307450079
2020-11-04,0.0,40.0,39.0,26.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,60.0,0.0,37.0,0.0,39.39393939393939,0.0,0.0,0.0,23.207457576287702
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,31.0,41.0,17.649263989203508
2020-11-06,64.0,0.0,43.0,28.0,86.0,65.0,28.0,65.0,21.0,97.0,0.0,0.0,33.0,59.0,0.0,22.0,0.0,0.0,32.0,43.0,56.576612600904696
2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,0.0,33.0,0.0,0.0,33.0,29.0,0.0,0.0,43.43434343434343,43.0,0.0,0.0,19.91186197819042
2020-11-08,0.0,22.0,87.0,0.0,29.0,100.0,28.0,67.0,22.0,100.0,0.0,0.0,100.0,30.0,84.0,68.0,87.87878787878788,44.0,100.0,44.0,83.53535101092145
2020-11-09,21.0,44.0,43.0,28.0,29.0,64.0,27.0,0.0,42.0,65.0,28.0,0.0,65.0,0.0,80.0,0.0,86.86868686868686,0.0,33.0,0.0,54.091586900923865
2020-11-10,0.0,22.0,43.0,57.0,0.0,32.0,28.0,0.0,0.0,32.0,0.0,0.0,33.0,29.0,82.0,22.0,0.0,0.0,65.0,85.0,43.71079399195261
2020-11-11,21.0,0.0,41.0,27.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,21.0,32.0,0.0,39.0,0.0,0.0,42.0,0.0,0.0,20.04098667932922
2020-11-12,0.0,0.0,86.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,66.0,43.0,25.81411041411541
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,9.7318371529253
2020-11-14,43.0,0.0,43.0,29.0,59.0,0.0,28.0,0.0,0.0,0.0,59.0,0.0,67.0,30.0,0.0,0.0,87.87878787878788,44.0,0.0,0.0,40.40186939244745
2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-16,0.0,22.0,0.0,0.0,28.0,65.0,0.0,32.0,21.0,32.0,28.0,21.0,33.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,26.63884237622772
2020-11-17,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0,0.0,29.0,0.0,0.0,28.0,40.0,44.0,0.0,85.0,0.0,43.0,27.463574338340035
2020-11-18,21.0,22.0,0.0,56.0,29.0,65.0,27.0,32.0,21.0,33.0,29.0,22.0,98.0,29.0,41.0,44.0,0.0,87.0,97.0,0.0,62.10231674705721
2020-11-19,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,22.0,33.0,29.0,22.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.608077374853172
2020-11-20,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,44.0,0.0,0.0,12.783345412740859
2020-11-21,22.0,45.0,0.0,29.0,29.0,33.0,28.0,0.0,22.0,33.0,0.0,0.0,67.0,0.0,84.0,22.0,44.44444444444444,43.0,0.0,0.0,41.35572605569856
2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,22.0,22.0,44.0,0.0,29.0,65.0,0.0,67.0,0.0,0.0,0.0,22.0,0.0,59.0,0.0,22.0,44.44444444444444,88.0,0.0,43.0,43.50002915719058
2020-11-25,21.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,43.0,0.0,0.0,21.0,66.0,29.0,0.0,0.0,86.86868686868686,0.0,0.0,0.0,24.64865585351427
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,0.0,48.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,62.0,23.0,36.0,31.0,44.0,0.0,46.464646464646464,0.0,0.0,0.0,26.51221686285291
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,0.0,0.0,46.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,34.0,0.0,13.27818459000825
2020-11-30,45.0,0.0,0.0,29.0,30.0,34.0,29.0,0.0,22.0,34.0,0.0,23.0,34.0,0.0,86.0,0.0,45.45454545454545,0.0,0.0,0.0,33.93397145927573
2020-12-01,0.0,0.0,43.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,9.81431034913653
2020-12-02,0.0,0.0,0.0,29.0,29.0,0.0,28.0,0.0,21.0,33.0,0.0,0.0,33.0,29.0,41.0,0.0,0.0,0.0,0.0,0.0,20.04098667932922
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,33.0,0.0,9.07205158323545
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-06,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,23.0,0.0,30.0,0.0,0.0,31.0,0.0,0.0,46.464646464646464,0.0,0.0,0.0,13.563925057689584
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09,24.0,25.0,0.0,32.0,0.0,0.0,31.0,0.0,24.0,0.0,33.0,0.0,0.0,33.0,93.0,0.0,48.484848484848484,48.0,0.0,0.0,32.287006722815086
2020-12-10,0.0,26.0,0.0,33.0,34.0,0.0,32.0,0.0,25.0,0.0,0.0,0.0,39.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,19.4636743058506
2020-12-11,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,36.0,0.0,0.0,24.0,0.0,0.0,0.0,47.0,14.267862944543024
2020-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-13,23.0,0.0,0.0,0.0,31.0,35.0,0.0,0.0,23.0,35.0,31.0,23.0,0.0,0.0,44.0,0.0,46.464646464646464,0.0,0.0,0.0,24.038020976515966
2020-12-14,23.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,23.0,0.0,61.0,23.0,35.0,31.0,44.0,0.0,0.0,0.0,0.0,0.0,27.216154749706345
2020-12-15,0.0,24.0,0.0,31.0,0.0,36.0,0.0,0.0,23.0,36.0,0.0,24.0,36.0,32.0,46.0,0.0,95.95959595959596,0.0,0.0,0.0,31.666375094760866
2020-12-16,0.0,24.0,0.0,31.0,31.0,0.0,30.0,0.0,0.0,35.0,62.0,24.0,0.0,0.0,44.0,0.0,47.474747474747474,0.0,0.0,0.0,27.09036229891952
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,24.0,0.0,0.0,0.0,0.0,37.0,32.0,37.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,26.0,0.0,0.0,0.0,49.0,22.350236173243697
2020-12-19,24.0,0.0,0.0,32.0,65.0,37.0,31.0,37.0,48.0,37.0,65.0,25.0,37.0,33.0,0.0,0.0,48.484848484848484,0.0,0.0,49.0,46.884762452203034
2020-12-20,24.0,0.0,0.0,32.0,0.0,37.0,32.0,0.0,24.0,0.0,0.0,25.0,75.0,0.0,47.0,25.0,0.0,0.0,37.0,0.0,29.52540424362082
2020-12-21,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,7.587534051433283
2020-12-22,23.0,24.0,47.0,31.0,0.0,0.0,0.0,36.0,0.0,0.0,32.0,0.0,37.0,0.0,45.0,25.0,0.0,95.0,0.0,95.0,40.41186614350336
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
