date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-10-20,42.0,100.0,94.0,53.0,51.0,100.0,48.0,46.0,79.01234567901234,53.0,100.0,56.33802816901409,77.0,42.0,100.0,52.0,100.0,100.0,70.0,75.0,100.0
2020-10-21,41.0,24.742268041237114,0.0,0.0,26.0,20.0,16.0,15.0,25.925925925925927,36.0,0.0,28.169014084507044,30.0,20.0,0.0,26.0,20.0,0.0,0.0,50.0,26.338311925915857
2020-10-22,0.0,25.77319587628866,0.0,0.0,0.0,21.0,0.0,0.0,27.160493827160494,37.0,0.0,0.0,0.0,43.0,15.0,27.0,20.0,15.0,24.0,51.0,21.269761197682527
2020-10-23,43.0,0.0,0.0,36.0,54.0,21.0,33.0,16.0,27.160493827160494,0.0,61.0,28.169014084507044,16.0,0.0,30.0,0.0,20.0,0.0,0.0,26.0,28.597309486647223
2020-10-24,23.0,80.41237113402062,51.0,19.0,28.0,0.0,17.0,33.0,0.0,0.0,21.0,29.577464788732396,16.0,45.0,15.0,85.0,43.0,31.0,26.0,53.0,42.826132430778465
2020-10-25,43.0,25.77319587628866,0.0,18.0,53.0,41.0,16.0,32.0,27.160493827160494,37.0,0.0,85.91549295774648,31.0,0.0,15.0,27.0,41.0,30.0,24.0,26.0,39.82681779604569
2020-10-26,42.0,50.51546391752577,0.0,0.0,0.0,20.0,0.0,30.0,25.925925925925927,0.0,20.0,28.169014084507044,15.0,0.0,0.0,26.0,0.0,28.0,47.0,49.0,26.531115843981343
2020-10-27,21.0,74.22680412371135,23.0,35.0,25.0,0.0,0.0,30.0,25.925925925925927,18.0,20.0,26.760563380281692,15.0,0.0,14.0,0.0,19.0,0.0,0.0,25.0,25.85693306665867
2020-10-28,40.0,47.422680412371136,67.0,100.0,97.0,38.0,15.0,59.0,76.54320987654322,84.0,75.0,26.760563380281692,29.0,40.0,41.0,100.0,57.0,41.0,68.0,24.0,78.26510662054712
2020-10-29,20.0,24.742268041237114,23.0,0.0,50.0,0.0,0.0,45.0,51.851851851851855,35.0,58.0,0.0,30.0,20.0,14.0,25.0,0.0,0.0,46.0,48.0,34.1081094574057
2020-10-30,0.0,48.45360824742268,0.0,0.0,0.0,58.0,31.0,15.0,50.617283950617285,35.0,19.0,26.760563380281692,0.0,100.0,14.0,51.0,19.0,28.0,23.0,48.0,39.40844080026721
2020-10-31,23.0,27.835051546391753,52.0,0.0,28.0,0.0,35.0,17.0,58.02469135802469,19.0,65.0,29.577464788732396,17.0,0.0,16.0,0.0,43.0,16.0,26.0,54.0,36.60006749848915
2020-11-01,0.0,0.0,24.0,0.0,0.0,21.0,16.0,0.0,28.395061728395063,18.0,21.0,0.0,0.0,21.0,15.0,27.0,0.0,15.0,25.0,26.0,17.895157286314365
2020-11-02,0.0,23.711340206185568,0.0,0.0,0.0,19.0,0.0,15.0,0.0,0.0,19.0,53.521126760563384,0.0,20.0,0.0,25.0,19.0,14.0,0.0,0.0,14.477172652283846
2020-11-03,20.0,72.16494845360825,45.0,34.0,75.0,58.0,31.0,30.0,25.925925925925927,17.0,39.0,0.0,30.0,40.0,14.0,51.0,39.0,69.0,70.0,48.0,56.181782204960555
2020-11-04,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,46.91358024691358,0.0,0.0,0.0,14.0,0.0,26.0,23.0,0.0,0.0,0.0,0.0,8.893075190345012
2020-11-05,76.0,67.01030927835052,21.0,47.0,0.0,36.0,29.0,28.0,71.60493827160494,32.0,18.0,100.0,14.0,19.0,25.0,70.0,53.0,39.0,21.0,22.0,54.82775698386818
2020-11-06,0.0,23.711340206185568,22.0,33.0,25.0,57.0,30.0,29.0,24.691358024691358,17.0,38.0,0.0,0.0,39.0,14.0,50.0,0.0,27.0,45.0,23.0,34.58146966654396
2020-11-07,44.0,0.0,50.0,18.0,0.0,21.0,33.0,48.0,0.0,38.0,21.0,29.577464788732396,32.0,22.0,45.0,55.0,21.0,30.0,75.0,52.0,44.118420402050155
2020-11-08,0.0,79.38144329896907,25.0,55.0,82.0,64.0,100.0,16.0,83.95061728395062,38.0,42.0,29.577464788732396,64.0,44.0,0.0,82.0,21.0,30.0,100.0,26.0,68.26636563834889
2020-11-09,20.0,0.0,23.0,17.0,24.0,19.0,0.0,44.0,50.617283950617285,17.0,19.0,0.0,15.0,40.0,14.0,0.0,38.0,41.0,0.0,24.0,28.20017231722666
2020-11-10,40.0,47.422680412371136,22.0,50.0,25.0,39.0,15.0,45.0,25.925925925925927,51.0,19.0,0.0,29.0,40.0,27.0,25.0,38.0,14.0,45.0,24.0,43.19869606429758
2020-11-11,0.0,0.0,0.0,0.0,25.0,0.0,16.0,15.0,25.925925925925927,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,24.0,9.797746674817903
2020-11-12,0.0,0.0,22.0,17.0,0.0,19.0,15.0,0.0,25.925925925925927,0.0,19.0,0.0,15.0,20.0,28.0,0.0,19.0,14.0,23.0,24.0,18.14063740449202
2020-11-13,0.0,0.0,0.0,17.0,25.0,0.0,0.0,30.0,0.0,17.0,0.0,26.760563380281692,0.0,41.0,0.0,25.0,19.0,28.0,46.0,24.0,20.771056121813068
2020-11-14,22.0,26.804123711340207,51.0,0.0,0.0,22.0,0.0,17.0,0.0,0.0,0.0,29.577464788732396,0.0,22.0,15.0,28.0,21.0,31.0,26.0,0.0,21.648521400737135
2020-11-15,21.0,0.0,24.0,18.0,0.0,0.0,32.0,15.0,27.160493827160494,18.0,0.0,0.0,15.0,21.0,0.0,26.0,40.0,0.0,0.0,25.0,19.616951401924066
2020-11-16,78.0,47.422680412371136,44.0,49.0,24.0,38.0,15.0,43.0,0.0,17.0,19.0,0.0,14.0,78.0,13.0,49.0,19.0,13.0,45.0,47.0,45.35909276867925
2020-11-17,20.0,47.422680412371136,44.0,0.0,48.0,38.0,15.0,15.0,24.691358024691358,0.0,0.0,26.760563380281692,29.0,20.0,27.0,0.0,19.0,14.0,22.0,24.0,30.16473661119141
2020-11-18,61.0,23.711340206185568,0.0,34.0,50.0,39.0,15.0,0.0,51.851851851851855,0.0,19.0,53.521126760563384,0.0,60.0,14.0,25.0,19.0,41.0,23.0,0.0,36.78410548906375
2020-11-19,0.0,23.711340206185568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,53.521126760563384,15.0,39.0,27.0,25.0,0.0,14.0,0.0,0.0,14.894317188767552
2020-11-20,21.0,50.51546391752577,0.0,0.0,0.0,0.0,0.0,31.0,0.0,36.0,0.0,28.169014084507044,0.0,21.0,14.0,26.0,20.0,0.0,24.0,0.0,18.888615940995926
2020-11-21,22.0,26.804123711340207,50.0,19.0,27.0,43.0,50.0,16.0,28.395061728395063,0.0,64.0,29.577464788732396,0.0,0.0,15.0,28.0,42.0,15.0,0.0,27.0,34.95508878573074
2020-11-22,21.0,51.54639175257732,24.0,36.0,26.0,41.0,48.0,16.0,27.160493827160494,18.0,61.0,57.74647887323944,16.0,21.0,44.0,0.0,0.0,29.0,48.0,25.0,42.44121429327598
2020-11-23,80.0,71.1340206185567,67.0,16.0,0.0,19.0,30.0,44.0,50.617283950617285,17.0,19.0,78.87323943661971,43.0,59.0,40.0,75.0,38.0,41.0,90.0,47.0,64.3532035612064
2020-11-24,40.0,71.1340206185567,45.0,50.0,74.0,19.0,15.0,14.0,76.54320987654322,51.0,38.0,53.521126760563384,14.0,40.0,0.0,25.0,19.0,27.0,45.0,23.0,51.46161677390236
2020-11-25,79.0,0.0,45.0,0.0,25.0,57.0,30.0,44.0,50.617283950617285,17.0,19.0,78.87323943661971,14.0,40.0,13.0,50.0,19.0,41.0,23.0,48.0,48.214297155701914
2020-11-26,100.0,47.422680412371136,90.0,50.0,75.0,19.0,46.0,60.0,50.617283950617285,51.0,57.0,78.87323943661971,29.0,40.0,55.0,25.0,38.0,28.0,69.0,48.0,73.48092808374935
2020-11-27,39.0,47.422680412371136,67.0,16.0,0.0,19.0,15.0,15.0,24.691358024691358,17.0,19.0,0.0,29.0,0.0,27.0,25.0,19.0,27.0,45.0,47.0,34.63092494664254
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,43.0,52.577319587628864,25.0,36.0,54.0,21.0,33.0,0.0,82.71604938271605,56.0,62.0,28.169014084507044,16.0,65.0,44.0,27.0,42.0,30.0,25.0,0.0,51.61902110600064
2020-11-30,0.0,69.0721649484536,66.0,49.0,96.0,19.0,44.0,100.0,100.0,100.0,56.0,25.35211267605634,100.0,38.0,27.0,48.0,37.0,27.0,44.0,68.0,77.4098090332302
2020-12-01,0.0,23.711340206185568,0.0,0.0,24.0,19.0,15.0,29.0,0.0,0.0,57.0,26.760563380281692,14.0,20.0,14.0,50.0,0.0,0.0,67.0,23.0,26.59101082326958
2020-12-02,0.0,23.711340206185568,0.0,17.0,25.0,0.0,30.0,15.0,0.0,0.0,0.0,26.760563380281692,0.0,20.0,14.0,25.0,19.0,27.0,0.0,0.0,16.85763830531645
2020-12-03,20.0,48.45360824742268,23.0,34.0,50.0,0.0,0.0,15.0,51.851851851851855,0.0,19.0,26.760563380281692,0.0,20.0,28.0,0.0,19.0,14.0,23.0,24.0,28.92661141849969
2020-12-04,0.0,24.742268041237114,47.0,0.0,0.0,61.0,16.0,31.0,53.08641975308642,35.0,40.0,83.09859154929578,31.0,21.0,14.0,26.0,0.0,43.0,24.0,100.0,45.18560228165168
2020-12-05,0.0,54.63917525773196,26.0,38.0,84.0,44.0,17.0,51.0,86.41975308641975,20.0,22.0,30.985915492957748,33.0,67.0,0.0,57.0,43.0,16.0,77.0,54.0,57.082395135794606
2020-12-06,45.0,54.63917525773196,51.0,38.0,56.0,22.0,34.0,33.0,86.41975308641975,19.0,43.0,29.577464788732396,33.0,45.0,0.0,28.0,21.0,15.0,51.0,54.0,52.74350442884789
2020-12-07,61.0,23.711340206185568,0.0,68.0,100.0,58.0,31.0,15.0,51.851851851851855,0.0,38.0,53.521126760563384,30.0,40.0,28.0,51.0,58.0,14.0,23.0,48.0,55.06894100493286
2020-12-08,0.0,0.0,68.0,0.0,0.0,19.0,0.0,15.0,25.925925925925927,17.0,0.0,53.521126760563384,0.0,20.0,28.0,25.0,19.0,14.0,68.0,24.0,27.562620338872815
2020-12-09,0.0,0.0,0.0,0.0,25.0,40.0,0.0,15.0,0.0,0.0,39.0,0.0,15.0,0.0,0.0,26.0,19.0,0.0,23.0,24.0,15.712444207552918
2020-12-10,21.0,24.742268041237114,47.0,0.0,0.0,60.0,16.0,31.0,27.160493827160494,54.0,0.0,0.0,61.0,41.0,29.0,52.0,20.0,14.0,71.0,74.0,44.6972291006145
