,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-11-18,63.0,57.0,78.0,10.0,61.64383561643836,15.0,48.38709677419355,62.0,13.0,37.755102040816325,20.0,91.76470588235294,32.967032967032964,32.0,48.0,50.0,13.0,63.0,22.0,78.0,60.682070275310785
2020-11-19,61.0,23.0,22.0,28.0,61.64383561643836,0.0,35.483870967741936,49.0,50.0,36.734693877551024,10.0,38.8235294117647,31.86813186813187,27.0,19.0,49.0,25.0,51.0,11.0,44.0,45.59045690667322
2020-11-20,39.0,59.0,35.0,20.0,26.027397260273972,30.0,49.46236559139785,77.0,52.0,25.510204081632654,21.0,54.11764705882353,34.065934065934066,48.0,20.0,41.0,53.0,53.0,23.0,47.0,54.635357210024395
2020-11-21,14.0,38.0,49.0,32.0,68.4931506849315,0.0,26.881720430107528,41.0,42.0,55.10204081632653,34.0,29.41176470588235,48.35164835164835,15.0,32.0,22.0,55.0,56.0,37.0,37.0,49.56271942806616
2020-11-22,53.0,36.0,71.0,30.0,65.75342465753425,61.0,38.70967741935484,13.0,53.0,78.57142857142857,65.0,96.47058823529412,35.16483516483517,58.0,52.0,21.0,53.0,41.0,47.0,36.0,68.00250320967558
2020-11-23,73.0,67.0,77.0,28.0,36.986301369863014,85.0,59.13978494623656,73.0,25.0,60.204081632653065,20.0,77.6470588235294,85.71428571428571,27.0,38.0,78.0,37.0,38.0,43.0,33.0,71.86208783752645
2020-11-24,61.0,57.0,88.0,47.0,72.6027397260274,86.0,59.13978494623656,24.0,62.0,36.734693877551024,20.0,51.76470588235294,31.86813186813187,32.0,29.0,49.0,49.0,50.0,33.0,66.0,68.0322921514804
2020-11-25,24.0,0.0,22.0,9.0,0.0,0.0,0.0,12.0,25.0,24.489795918367346,10.0,25.88235294117647,42.857142857142854,14.0,29.0,0.0,25.0,38.0,0.0,22.0,21.878230615788098
2020-11-26,87.0,46.0,22.0,19.0,61.64383561643836,86.0,47.31182795698925,25.0,37.0,36.734693877551024,71.0,38.8235294117647,21.978021978021978,36.0,29.0,39.0,50.0,50.0,33.0,44.0,59.597337031689726
2020-11-27,97.0,67.0,66.0,47.0,36.986301369863014,43.0,47.31182795698925,49.0,61.0,61.224489795918366,30.0,89.41176470588235,75.82417582417582,50.0,67.0,29.0,86.0,38.0,33.0,33.0,74.91251450473668
2020-11-28,56.0,38.0,50.0,22.0,41.0958904109589,49.0,40.86021505376344,28.0,14.0,41.83673469387755,35.0,89.41176470588235,61.53846153846154,21.0,33.0,56.0,85.0,57.0,50.0,50.0,62.18642059531586
2020-11-29,13.0,12.0,24.0,31.0,26.027397260273972,79.0,25.806451612903224,13.0,68.0,39.795918367346935,22.0,42.35294117647059,47.252747252747255,59.0,21.0,32.0,27.0,28.0,60.0,37.0,47.870229571789146
2020-11-30,49.0,22.0,33.0,28.0,24.65753424657534,28.0,47.31182795698925,36.0,24.0,72.44897959183673,30.0,24.705882352941178,31.86813186813187,40.0,38.0,19.0,48.0,12.0,21.0,22.0,44.063336025026416
2020-12-01,37.0,56.0,44.0,47.0,24.65753424657534,29.0,23.655913978494624,24.0,0.0,36.734693877551024,10.0,38.8235294117647,21.978021978021978,18.0,38.0,39.0,37.0,38.0,22.0,22.0,41.07547763642797
2020-12-02,88.0,91.0,67.0,57.0,49.31506849315068,43.0,72.04301075268818,99.0,100.0,36.734693877551024,62.0,51.76470588235294,64.83516483516483,41.0,77.0,79.0,87.0,76.0,76.0,79.0,94.53711202668411
2020-12-03,63.0,69.0,56.0,76.0,49.31506849315068,59.0,84.94623655913979,100.0,38.0,100.0,51.0,25.88235294117647,76.92307692307692,42.0,29.0,69.0,100.0,77.0,44.0,78.0,87.18461413370265
2020-12-04,52.0,24.0,35.0,10.0,26.027397260273972,15.0,24.731182795698924,0.0,52.0,13.26530612244898,42.0,41.1764705882353,45.05494505494506,33.0,31.0,21.0,39.0,13.0,34.0,23.0,38.86928025262078
2020-12-05,28.0,13.0,13.0,22.0,28.767123287671232,82.0,26.881720430107528,28.0,43.0,28.571428571428573,23.0,44.705882352941174,25.274725274725274,10.0,44.0,11.0,28.0,29.0,38.0,13.0,39.20402868312992
2020-12-06,84.0,51.0,76.0,64.0,54.794520547945204,66.0,54.83870967741935,56.0,71.0,28.571428571428573,35.0,74.11764705882354,49.45054945054945,72.0,22.0,66.0,85.0,58.0,63.0,50.0,79.92227652404083
2020-12-07,75.0,35.0,68.0,48.0,61.64383561643836,58.0,48.38709677419355,75.0,89.0,75.51020408163265,31.0,40.0,43.956043956043956,18.0,49.0,39.0,76.0,90.0,56.0,45.0,75.91011884490035
2020-12-08,61.0,34.0,100.0,47.0,49.31506849315068,29.0,84.94623655913979,74.0,37.0,98.9795918367347,31.0,78.82352941176471,43.956043956043956,41.0,49.0,49.0,63.0,51.0,66.0,11.0,74.38875100721445
2020-12-09,51.0,46.0,45.0,48.0,87.67123287671232,59.0,73.11827956989248,13.0,89.0,25.510204081632654,41.0,65.88235294117646,54.94505494505494,19.0,39.0,51.0,90.0,78.0,67.0,34.0,72.90686900714404
2020-12-10,51.0,47.0,23.0,10.0,38.35616438356164,30.0,12.903225806451612,13.0,26.0,38.775510204081634,53.0,27.058823529411764,21.978021978021978,28.0,30.0,51.0,26.0,40.0,0.0,23.0,39.93983858371922
2020-12-11,26.0,0.0,23.0,20.0,12.32876712328767,45.0,0.0,0.0,13.0,38.775510204081634,11.0,14.117647058823529,21.978021978021978,29.0,20.0,30.0,0.0,27.0,34.0,12.0,25.531310516413697
2020-12-12,28.0,25.0,25.0,11.0,0.0,63.0,53.763440860215056,41.0,28.0,41.83673469387755,22.0,29.41176470588235,36.26373626373626,20.0,21.0,22.0,28.0,42.0,25.0,37.0,40.562819612617815
2020-12-13,0.0,13.0,25.0,10.0,27.397260273972602,32.0,12.903225806451612,41.0,14.0,13.26530612244898,23.0,14.117647058823529,0.0,31.0,21.0,22.0,14.0,28.0,24.0,12.0,25.564036415282647
2020-12-14,99.0,34.0,22.0,38.0,72.6027397260274,43.0,72.04301075268818,62.0,12.0,48.97959183673469,41.0,38.8235294117647,21.978021978021978,64.0,29.0,58.0,38.0,50.0,55.0,22.0,62.3680792325658
2020-12-15,63.0,46.0,91.0,57.0,100.0,88.0,73.11827956989248,76.0,76.0,50.0,42.0,67.05882352941177,54.94505494505494,47.0,40.0,100.0,76.0,52.0,68.0,68.0,90.36962683303497
2020-12-16,65.0,24.0,35.0,59.0,63.013698630136986,60.0,100.0,52.0,53.0,38.775510204081634,21.0,54.11764705882353,10.989010989010989,33.0,41.0,20.0,13.0,27.0,35.0,58.0,58.40632410754171
2020-12-17,65.0,12.0,70.0,20.0,38.35616438356164,60.0,24.731182795698924,13.0,52.0,64.28571428571429,42.0,82.3529411764706,80.21978021978022,29.0,30.0,31.0,66.0,66.0,46.0,58.0,64.29842047901357
2020-12-18,27.0,37.0,24.0,21.0,27.397260273972602,47.0,25.806451612903224,27.0,41.0,13.26530612244898,22.0,56.470588235294116,24.175824175824175,30.0,11.0,21.0,41.0,28.0,24.0,24.0,38.72444003794209
2020-12-19,0.0,38.0,37.0,32.0,27.397260273972602,49.0,13.978494623655914,42.0,28.0,0.0,11.0,29.41176470588235,49.45054945054945,31.0,55.0,11.0,56.0,43.0,25.0,50.0,42.52318001064558
2020-12-20,28.0,13.0,0.0,0.0,0.0,33.0,12.903225806451612,14.0,14.0,14.285714285714286,23.0,29.41176470588235,37.362637362637365,36.0,11.0,22.0,28.0,14.0,0.0,13.0,23.21395766052584
2020-12-21,63.0,23.0,0.0,29.0,36.986301369863014,29.0,11.827956989247312,25.0,38.0,25.510204081632654,72.0,27.058823529411764,21.978021978021978,9.0,39.0,40.0,26.0,26.0,45.0,34.0,42.057716733585664
2020-12-22,52.0,96.0,70.0,100.0,90.41095890410959,31.0,50.53763440860215,79.0,27.0,65.3061224489796,86.0,82.3529411764706,81.31868131868131,44.0,10.0,52.0,66.0,40.0,47.0,35.0,81.55713909284725
2020-12-23,27.0,74.0,72.0,52.0,13.698630136986301,78.0,38.70967741935484,27.0,82.0,39.795918367346935,44.0,14.117647058823529,35.16483516483517,20.0,42.0,32.0,40.0,55.0,60.0,24.0,58.92012090760244
2020-12-24,30.0,28.0,14.0,12.0,30.136986301369863,36.0,15.053763440860216,30.0,31.0,44.89795918367347,13.0,16.470588235294116,26.373626373626372,22.0,24.0,24.0,46.0,31.0,0.0,14.0,33.026428296255425
2020-12-25,32.0,15.0,29.0,37.0,31.506849315068493,37.0,31.182795698924732,16.0,33.0,32.6530612244898,40.0,51.76470588235294,42.857142857142854,24.0,25.0,39.0,66.0,67.0,43.0,44.0,49.88248559973406
2020-12-26,29.0,13.0,0.0,22.0,43.83561643835616,0.0,13.978494623655914,14.0,0.0,42.857142857142854,12.0,15.294117647058824,13.186813186813186,11.0,11.0,0.0,59.0,0.0,13.0,39.0,23.835917434838716
2020-12-27,13.0,36.0,0.0,20.0,26.027397260273972,15.0,38.70967741935484,13.0,13.0,52.04081632653061,32.0,14.117647058823529,10.989010989010989,19.0,31.0,21.0,26.0,27.0,23.0,47.0,32.3462898934584
2020-12-28,39.0,72.0,59.0,30.0,52.054794520547944,46.0,37.634408602150536,39.0,53.0,64.28571428571429,43.0,41.1764705882353,23.076923076923077,39.0,71.0,32.0,13.0,0.0,58.0,35.0,57.345843489144805
2020-12-29,53.0,24.0,36.0,20.0,65.75342465753425,62.0,64.51612903225806,53.0,40.0,26.53061224489796,22.0,70.58823529411765,35.16483516483517,30.0,73.0,42.0,0.0,82.0,71.0,48.0,62.17357168332766
2020-12-30,41.0,63.0,37.0,62.0,41.0958904109589,48.0,52.68817204301075,14.0,55.0,68.36734693877551,23.0,43.529411764705884,60.43956043956044,30.0,42.0,22.0,82.0,56.0,48.0,62.0,64.37792485154755
2020-12-31,44.0,13.0,0.0,0.0,43.83561643835616,0.0,0.0,0.0,0.0,14.285714285714286,12.0,15.294117647058824,13.186813186813186,27.0,12.0,12.0,0.0,30.0,13.0,26.0,18.65452788815468
2021-01-01,32.0,15.0,14.0,0.0,15.068493150684931,37.0,30.107526881720432,16.0,16.0,15.306122448979592,39.0,16.470588235294116,14.285714285714286,35.0,37.0,25.0,0.0,16.0,0.0,28.0,27.158390209810893
2021-01-02,43.0,13.0,25.0,22.0,28.767123287671232,17.0,54.83870967741935,29.0,57.0,14.285714285714286,23.0,15.294117647058824,0.0,21.0,11.0,34.0,29.0,29.0,25.0,38.0,35.8186782940221
