date,/m/0cjf0,isPartial
2020-03-01,27,False
2020-03-02,29,False
2020-03-03,20,False
2020-03-04,26,False
2020-03-05,24,False
2020-03-06,32,False
2020-03-07,26,False
2020-03-08,26,False
2020-03-09,25,False
2020-03-10,33,False
2020-03-11,39,False
2020-03-12,50,False
2020-03-13,62,False
2020-03-14,68,False
2020-03-15,100,False
2020-03-16,84,False
2020-03-17,66,False
2020-03-18,65,False
2020-03-19,69,False
2020-03-20,60,False
2020-03-21,50,False
2020-03-22,47,False
2020-03-23,42,False
2020-03-24,41,False
2020-03-25,38,False
2020-03-26,37,False
2020-03-27,41,False
2020-03-28,44,False
2020-03-29,37,False
2020-03-30,38,False
2020-03-31,28,False
2020-04-01,30,False
2020-04-02,36,False
2020-04-03,27,False
