date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,2.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.5,0
2020-01-02,7.0,8.0,7.0,9.0,6.0,7.0,6.0,8.0,8.0,6.0,7.2,0
2020-01-03,10.0,10.0,9.0,7.0,10.0,10.0,13.0,9.0,12.0,12.0,10.2,0
2020-01-04,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,7.0,8.0,0
2020-01-05,7.0,5.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,6.8,0
2020-01-06,8.0,8.0,9.0,8.0,7.0,7.0,9.0,9.0,8.0,7.0,8.0,0
2020-01-07,4.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.9,0
2020-01-08,6.0,9.0,6.0,5.0,5.0,7.0,6.0,5.0,8.0,6.0,6.3,0
2020-01-09,7.0,7.0,6.0,7.0,6.0,8.0,6.0,6.0,8.0,7.0,6.8,0
2020-01-10,5.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,0
2020-01-11,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.5,0
2020-01-12,4.0,5.0,6.0,3.0,5.0,5.0,3.0,5.0,4.0,6.0,4.6,0
2020-01-13,6.0,6.0,6.0,6.0,3.0,5.0,4.0,6.0,3.0,6.0,5.1,0
2020-01-14,6.0,6.0,7.0,6.0,4.0,7.0,5.0,4.0,8.0,5.0,5.8,0
2020-01-15,5.0,5.0,6.0,4.0,3.0,4.0,5.0,7.0,5.0,6.0,5.0,0
2020-01-16,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.1,0
2020-01-17,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.1,0
2020-01-18,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.8,0
2020-01-19,4.0,5.0,6.0,5.0,7.0,7.0,5.0,4.0,8.0,6.0,5.7,0
2020-01-20,13.0,13.0,11.0,12.0,15.0,10.0,13.0,12.0,14.0,11.0,12.4,0
2020-01-21,21.0,18.0,19.0,20.0,18.0,16.0,14.0,19.0,20.0,18.0,18.3,0
2020-01-22,17.0,22.0,22.0,21.0,19.0,19.0,17.0,22.0,20.0,23.0,20.2,0
2020-01-23,26.0,24.0,21.0,22.0,23.0,23.0,22.0,25.0,24.0,23.0,23.3,0
2020-01-24,29.0,32.0,31.0,34.0,28.0,31.0,30.0,28.0,38.0,31.0,31.2,0
2020-01-25,33.0,40.0,38.0,38.0,34.0,32.0,33.0,37.0,41.0,44.0,37.0,0
