,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-01-29,0.0,26.0,9.0,0.0,17.0,8.0,7.0,6.0,0.0,0.0,27.0,0.0,0.0,17.0,16.0,14.0,0.0,0.0,8.0,13.0,10.132689987937272
2020-01-30,22.0,9.0,9.0,14.0,9.0,17.0,15.0,12.0,16.0,22.0,28.0,8.0,18.0,26.0,8.0,14.0,8.0,24.0,0.0,21.0,18.094089264173704
2020-01-31,8.0,38.0,19.0,0.0,27.0,9.0,39.0,25.0,16.0,15.0,37.0,44.0,28.0,45.0,26.0,23.0,24.0,17.0,25.0,42.0,30.579010856453557
2020-02-01,31.0,58.0,58.0,38.0,37.0,17.0,40.0,19.0,25.0,40.0,19.0,35.0,19.0,18.0,52.0,15.0,16.0,41.0,43.0,14.0,38.29915560916767
2020-02-02,15.0,58.0,49.0,23.0,0.0,26.0,31.0,31.0,50.0,32.0,19.0,36.0,38.0,55.0,43.0,31.0,24.0,42.0,51.0,29.0,41.19420989143546
2020-02-03,19.0,33.0,32.0,19.0,23.0,22.0,13.0,26.0,49.0,13.0,0.0,38.0,39.0,0.0,22.0,19.0,27.0,42.0,29.0,12.0,28.769601930036185
2020-02-04,22.0,27.0,18.0,21.0,34.0,32.0,14.0,29.0,15.0,36.0,9.0,16.0,9.0,0.0,24.0,14.0,22.0,16.0,24.0,0.0,23.039806996381184
2020-02-05,0.0,0.0,18.0,0.0,17.0,0.0,7.0,17.0,15.0,7.0,27.0,8.0,9.0,17.0,16.0,7.0,15.0,8.0,8.0,26.0,13.38962605548854
2020-02-06,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,9.0,9.0,0.0,0.0,8.0,8.0,8.0,7.0,4.945717732207478
2020-02-07,8.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,8.0,0.0,38.0,0.0,0.0,0.0,17.0,7.0,8.0,17.0,17.0,21.0,9.770808202653798
2020-02-08,23.0,19.0,20.0,23.0,9.0,18.0,16.0,0.0,17.0,25.0,29.0,36.0,19.0,0.0,9.0,8.0,25.0,0.0,35.0,22.0,21.290711700844387
2020-02-09,8.0,29.0,10.0,8.0,18.0,35.0,16.0,25.0,0.0,16.0,19.0,46.0,37.0,0.0,34.0,23.0,16.0,17.0,26.0,7.0,23.522316043425814
2020-02-10,22.0,36.0,36.0,28.0,26.0,33.0,22.0,6.0,24.0,36.0,18.0,25.0,18.0,34.0,24.0,22.0,30.0,23.0,40.0,7.0,30.759951749095293
2020-02-11,42.0,45.0,44.0,61.0,52.0,48.0,29.0,40.0,8.0,36.0,35.0,33.0,43.0,8.0,56.0,28.0,45.0,69.0,55.0,20.0,48.06996381182147
2020-02-12,29.0,36.0,46.0,28.0,18.0,17.0,15.0,18.0,31.0,23.0,37.0,42.0,27.0,9.0,49.0,22.0,23.0,47.0,33.0,21.0,34.43908323281061
2020-02-13,37.0,38.0,19.0,14.0,18.0,8.0,37.0,18.0,31.0,23.0,28.0,17.0,18.0,18.0,17.0,7.0,15.0,16.0,25.0,20.0,25.572979493365498
2020-02-14,15.0,10.0,38.0,7.0,27.0,26.0,16.0,25.0,0.0,8.0,9.0,9.0,28.0,9.0,26.0,7.0,16.0,24.0,8.0,7.0,18.998793727382388
2020-02-15,8.0,21.0,30.0,23.0,29.0,28.0,0.0,7.0,17.0,16.0,40.0,28.0,10.0,77.0,18.0,8.0,25.0,18.0,27.0,38.0,28.226779252110976
2020-02-16,15.0,9.0,0.0,21.0,18.0,8.0,31.0,12.0,16.0,8.0,9.0,17.0,18.0,26.0,8.0,14.0,15.0,8.0,16.0,7.0,16.646562123039807
2020-02-17,27.0,0.0,26.0,20.0,8.0,23.0,14.0,11.0,15.0,7.0,0.0,32.0,8.0,8.0,16.0,20.0,14.0,22.0,8.0,6.0,17.189384800965016
2020-02-18,7.0,35.0,17.0,20.0,25.0,16.0,0.0,5.0,15.0,21.0,35.0,16.0,8.0,24.0,15.0,20.0,0.0,22.0,15.0,39.0,21.411338962605548
2020-02-19,14.0,26.0,26.0,14.0,17.0,0.0,14.0,17.0,30.0,7.0,18.0,0.0,8.0,16.0,8.0,28.0,15.0,15.0,8.0,13.0,17.732207478890228
