date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,35.0,76.0,37.0,48.0,32.0,40.0,33.0,28.0,36.0,32.0,43.72246696035243,0
2020-01-02,21.0,26.0,25.0,28.0,12.0,28.0,18.0,25.0,31.0,18.0,25.550660792951543,0
2020-01-03,21.0,10.0,8.0,19.0,8.0,24.0,7.0,11.0,9.0,14.0,14.427312775330398,0
2020-01-04,4.0,28.0,27.0,31.0,13.0,26.0,12.0,24.0,20.0,8.0,21.255506607929515,0
2020-01-05,37.0,67.0,26.0,46.0,22.0,26.0,32.0,35.0,34.0,30.0,39.096916299559474,0
2020-01-06,43.0,54.0,28.0,37.0,31.0,31.0,32.0,21.0,35.0,24.0,37.00440528634361,0
2020-01-07,7.0,30.0,24.0,18.0,16.0,11.0,11.0,14.0,9.0,14.0,16.96035242290749,0
2020-01-08,29.0,43.0,27.0,36.0,15.0,7.0,10.0,40.0,42.0,30.0,30.726872246696036,0
2020-01-09,10.0,29.0,23.0,23.0,11.0,11.0,17.0,14.0,17.0,13.0,18.502202643171806,0
2020-01-10,13.0,30.0,24.0,14.0,23.0,23.0,21.0,11.0,22.0,7.0,20.704845814977975,0
2020-01-11,11.0,11.0,14.0,37.0,18.0,4.0,8.0,12.0,10.0,12.0,15.088105726872246,0
2020-01-12,18.0,11.0,17.0,34.0,17.0,4.0,19.0,15.0,19.0,11.0,18.17180616740088,0
2020-01-13,18.0,13.0,22.0,21.0,25.0,14.0,16.0,19.0,12.0,15.0,19.273127753303964,0
2020-01-14,27.0,22.0,21.0,40.0,48.0,24.0,25.0,16.0,39.0,15.0,30.506607929515418,0
2020-01-15,19.0,24.0,31.0,22.0,11.0,19.0,28.0,17.0,30.0,26.0,25.0,0
2020-01-16,13.0,35.0,16.0,18.0,20.0,27.0,11.0,11.0,35.0,14.0,22.026431718061676,0
2020-01-17,30.0,25.0,28.0,32.0,28.0,31.0,7.0,14.0,22.0,24.0,26.54185022026432,0
2020-01-18,4.0,23.0,22.0,5.0,22.0,17.0,24.0,8.0,15.0,15.0,17.070484581497798,0
2020-01-19,18.0,27.0,13.0,15.0,13.0,25.0,12.0,15.0,28.0,15.0,19.933920704845818,0
2020-01-20,32.0,29.0,31.0,27.0,35.0,41.0,27.0,31.0,29.0,20.0,33.25991189427313,0
2020-01-21,23.0,0.0,12.0,14.0,8.0,15.0,3.0,7.0,13.0,10.0,11.56387665198238,0
2020-01-22,20.0,29.0,12.0,27.0,12.0,11.0,14.0,14.0,39.0,10.0,20.704845814977975,0
2020-01-23,20.0,40.0,24.0,14.0,20.0,27.0,17.0,14.0,30.0,17.0,24.559471365638768,0
2020-01-24,17.0,30.0,20.0,23.0,32.0,8.0,14.0,14.0,13.0,10.0,19.933920704845818,0
2020-01-25,37.0,17.0,22.0,10.0,22.0,22.0,28.0,16.0,25.0,16.0,23.6784140969163,0
2020-01-26,7.0,21.0,9.0,5.0,8.0,0.0,4.0,11.0,14.0,15.0,10.352422907488988,0
2020-01-27,3.0,29.0,15.0,13.0,15.0,22.0,14.0,20.0,21.0,26.0,19.60352422907489,0
2020-01-28,23.0,19.0,19.0,22.0,23.0,19.0,21.0,27.0,25.0,23.0,24.33920704845815,0
2020-01-29,20.0,5.0,8.0,27.0,16.0,19.0,21.0,21.0,22.0,17.0,19.383259911894275,0
2020-01-30,24.0,25.0,32.0,23.0,12.0,19.0,14.0,11.0,13.0,21.0,21.365638766519822,0
2020-01-31,10.0,25.0,28.0,42.0,24.0,20.0,14.0,14.0,27.0,24.0,25.11013215859031,0
2020-02-01,15.0,17.0,14.0,21.0,4.0,22.0,24.0,8.0,20.0,19.0,18.06167400881057,0
2020-02-02,22.0,48.0,34.0,30.0,21.0,21.0,31.0,15.0,37.0,18.0,30.506607929515418,0
2020-02-03,9.0,45.0,14.0,33.0,21.0,24.0,26.0,38.0,28.0,12.0,27.533039647577095,0
2020-02-04,23.0,10.0,4.0,27.0,19.0,15.0,14.0,27.0,13.0,13.0,18.17180616740088,0
