date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,3.0,5.0,3.0,3.0,4.0,12.0,0.0,9.0,5.0,5.0,4.994903160040775,0
2020-01-02,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.6116207951070337,0
2020-01-03,7.0,0.0,7.0,7.0,4.0,6.0,5.0,6.0,4.0,4.0,5.096839959225281,0
2020-01-04,2.0,5.0,5.0,5.0,4.0,6.0,8.0,0.0,4.0,2.0,4.1794087665647295,0
2020-01-05,2.0,2.0,5.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.242609582059124,0
2020-01-06,5.0,7.0,5.0,4.0,4.0,6.0,3.0,6.0,4.0,8.0,5.300713557594292,0
2020-01-07,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,1.325178389398573,0
2020-01-08,2.0,2.0,7.0,2.0,4.0,9.0,11.0,2.0,7.0,2.0,4.89296636085627,0
2020-01-09,5.0,5.0,5.0,7.0,4.0,7.0,5.0,2.0,4.0,4.0,4.89296636085627,0
2020-01-10,2.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,0.0,2.0,2.7522935779816518,0
2020-01-11,5.0,10.0,14.0,0.0,4.0,2.0,15.0,7.0,7.0,9.0,7.44138634046891,0
2020-01-12,5.0,2.0,0.0,5.0,4.0,4.0,3.0,4.0,7.0,2.0,3.669724770642202,0
2020-01-13,0.0,6.0,7.0,6.0,2.0,10.0,12.0,2.0,4.0,9.0,5.9123343527013255,0
2020-01-14,4.0,2.0,4.0,4.0,3.0,2.0,2.0,5.0,2.0,6.0,3.4658511722731906,0
2020-01-15,5.0,7.0,2.0,9.0,2.0,4.0,3.0,2.0,2.0,2.0,3.8735983690112135,0
2020-01-16,0.0,2.0,3.0,5.0,4.0,2.0,5.0,4.0,7.0,6.0,3.8735983690112135,0
2020-01-17,7.0,3.0,3.0,0.0,8.0,5.0,6.0,11.0,5.0,9.0,5.81039755351682,0
2020-01-18,5.0,5.0,5.0,2.0,4.0,0.0,6.0,0.0,0.0,2.0,2.9561671763506627,0
2020-01-19,2.0,7.0,8.0,0.0,4.0,2.0,5.0,2.0,7.0,4.0,4.1794087665647295,0
2020-01-20,7.0,5.0,0.0,5.0,0.0,11.0,8.0,4.0,6.0,8.0,5.5045871559633035,0
2020-01-21,2.0,5.0,8.0,0.0,2.0,2.0,3.0,6.0,0.0,4.0,3.2619775739041796,0
2020-01-22,7.0,5.0,10.0,5.0,2.0,7.0,3.0,6.0,0.0,4.0,4.994903160040775,0
2020-01-23,7.0,5.0,3.0,7.0,0.0,7.0,3.0,9.0,2.0,2.0,4.587155963302752,0
2020-01-24,2.0,3.0,5.0,0.0,0.0,5.0,3.0,4.0,2.0,4.0,2.8542303771661572,0
2020-01-25,0.0,10.0,5.0,2.0,4.0,12.0,14.0,7.0,12.0,7.0,7.44138634046891,0
2020-01-26,2.0,7.0,5.0,5.0,8.0,7.0,3.0,4.0,2.0,4.0,4.791029561671764,0
2020-01-27,7.0,2.0,10.0,2.0,8.0,6.0,8.0,4.0,15.0,6.0,6.931702344546381,0
2020-01-28,2.0,7.0,2.0,7.0,4.0,2.0,5.0,2.0,4.0,0.0,3.5677879714576965,0
2020-01-29,0.0,2.0,5.0,2.0,2.0,4.0,5.0,0.0,0.0,4.0,2.446483180428135,0
2020-01-30,7.0,10.0,5.0,5.0,4.0,9.0,14.0,0.0,7.0,6.0,6.829765545361876,0
2020-01-31,7.0,7.0,13.0,5.0,10.0,5.0,6.0,11.0,7.0,9.0,8.15494393476045,0
2020-02-01,5.0,8.0,0.0,0.0,4.0,5.0,3.0,7.0,7.0,2.0,4.1794087665647295,0
2020-02-02,5.0,5.0,3.0,7.0,6.0,5.0,3.0,7.0,0.0,11.0,5.300713557594292,0
2020-02-03,2.0,4.0,0.0,4.0,3.0,6.0,2.0,0.0,0.0,4.0,2.5484199796126403,0
2020-02-04,7.0,7.0,10.0,7.0,4.0,8.0,5.0,6.0,11.0,8.0,7.44138634046891,0
2020-02-05,16.0,7.0,12.0,16.0,10.0,6.0,3.0,4.0,11.0,13.0,9.98980632008155,0
2020-02-06,5.0,5.0,10.0,2.0,2.0,7.0,5.0,6.0,0.0,2.0,4.485219164118248,0
2020-02-07,2.0,8.0,8.0,0.0,2.0,2.0,0.0,7.0,2.0,7.0,3.8735983690112135,0
2020-02-08,3.0,5.0,5.0,8.0,4.0,5.0,9.0,2.0,0.0,2.0,4.383282364933741,0
2020-02-09,5.0,3.0,3.0,5.0,2.0,7.0,6.0,2.0,2.0,0.0,3.5677879714576965,0
2020-02-10,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,6.0,2.0,2.242609582059124,0
2020-02-11,2.0,11.0,7.0,7.0,4.0,8.0,13.0,0.0,6.0,6.0,6.523955147808359,0
2020-02-12,5.0,5.0,17.0,14.0,10.0,11.0,5.0,6.0,4.0,6.0,8.460754332313966,0
2020-02-13,7.0,10.0,10.0,7.0,2.0,13.0,3.0,6.0,11.0,2.0,7.237512742099899,0
2020-02-14,7.0,15.0,8.0,5.0,6.0,2.0,14.0,4.0,5.0,6.0,7.339449541284404,0
2020-02-15,5.0,5.0,5.0,13.0,7.0,5.0,9.0,7.0,12.0,9.0,7.849133537206932,0
2020-02-16,17.0,13.0,8.0,10.0,4.0,16.0,6.0,4.0,2.0,9.0,9.072375127421,0
2020-02-17,7.0,14.0,15.0,13.0,10.0,2.0,5.0,10.0,13.0,8.0,9.887869520897043,0
2020-02-18,7.0,5.0,5.0,4.0,6.0,2.0,3.0,0.0,6.0,10.0,4.89296636085627,0
2020-02-19,0.0,5.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,4.0,3.058103975535168,0
2020-02-20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.40774719673802245,0
2020-02-21,7.0,15.0,8.0,12.0,12.0,7.0,5.0,4.0,14.0,13.0,9.887869520897043,0
2020-02-22,10.0,5.0,8.0,3.0,4.0,2.0,3.0,7.0,2.0,7.0,5.198776758409785,0
2020-02-23,9.0,0.0,10.0,12.0,8.0,7.0,5.0,6.0,4.0,9.0,7.135575942915393,0
