,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-01-29,26.0,98.0,40.0,14.0,26.0,35.0,26.0,21.0,41.0,16.0,23.0,26.0,29.0,30.0,13.0,26.0,31.0,34.0,45.0,36.0,40.87403598971723
2020-01-30,0.0,34.0,41.0,14.0,27.0,12.0,14.0,0.0,11.0,0.0,12.0,13.0,15.0,0.0,0.0,9.0,8.0,18.0,15.0,13.0,16.452442159383033
2020-01-31,27.0,34.0,32.0,44.0,14.0,12.0,27.0,33.0,22.0,65.0,0.0,14.0,0.0,32.0,28.0,18.0,25.0,0.0,16.0,39.0,30.97686375321337
2020-02-01,42.0,54.0,44.0,30.0,72.0,26.0,43.0,23.0,23.0,0.0,25.0,14.0,47.0,11.0,44.0,29.0,17.0,57.0,32.0,27.0,42.41645244215938
2020-02-02,94.0,84.0,84.0,71.0,40.0,36.0,82.0,43.0,55.0,16.0,48.0,53.0,15.0,64.0,39.0,36.0,17.0,70.0,31.0,76.0,67.73778920308483
2020-02-03,36.0,0.0,38.0,26.0,0.0,22.0,37.0,20.0,0.0,0.0,11.0,0.0,27.0,19.0,36.0,8.0,15.0,0.0,0.0,11.0,19.665809768637533
2020-02-04,27.0,0.0,21.0,14.0,13.0,25.0,28.0,21.0,33.0,16.0,48.0,27.0,45.0,21.0,54.0,36.0,8.0,36.0,15.0,25.0,32.969151670951156
2020-02-05,27.0,68.0,72.0,58.0,27.0,49.0,41.0,43.0,43.0,16.0,24.0,40.0,45.0,21.0,27.0,45.0,25.0,71.0,30.0,51.0,52.89203084832905
2020-02-06,28.0,53.0,43.0,30.0,43.0,65.0,29.0,34.0,22.0,16.0,12.0,14.0,31.0,45.0,28.0,19.0,34.0,92.0,16.0,40.0,44.601542416452446
2020-02-07,0.0,36.0,33.0,59.0,14.0,26.0,29.0,23.0,23.0,17.0,0.0,14.0,47.0,22.0,29.0,28.0,34.0,56.0,48.0,27.0,36.311053984575835
2020-02-08,55.0,36.0,66.0,44.0,84.0,52.0,100.0,45.0,11.0,17.0,51.0,56.0,78.0,22.0,28.0,37.0,9.0,55.0,96.0,52.0,63.88174807197944
2020-02-09,0.0,17.0,41.0,29.0,13.0,0.0,28.0,11.0,22.0,16.0,24.0,26.0,29.0,0.0,53.0,18.0,0.0,17.0,0.0,12.0,22.87917737789203
2020-02-10,63.0,16.0,69.0,13.0,13.0,0.0,39.0,51.0,20.0,15.0,23.0,0.0,29.0,31.0,26.0,17.0,15.0,17.0,44.0,48.0,35.282776349614394
2020-02-11,38.0,100.0,50.0,27.0,51.0,35.0,53.0,21.0,10.0,31.0,12.0,39.0,14.0,31.0,40.0,9.0,8.0,0.0,29.0,36.0,40.745501285347046
2020-02-12,0.0,67.0,50.0,42.0,26.0,12.0,40.0,11.0,11.0,15.0,35.0,27.0,14.0,42.0,40.0,18.0,24.0,53.0,30.0,12.0,36.5681233933162
2020-02-13,12.0,48.0,70.0,13.0,39.0,12.0,52.0,10.0,41.0,15.0,23.0,25.0,28.0,20.0,52.0,9.0,32.0,50.0,43.0,12.0,38.94601542416453
2020-02-14,0.0,35.0,42.0,28.0,27.0,25.0,27.0,22.0,11.0,0.0,12.0,27.0,15.0,11.0,41.0,9.0,16.0,54.0,45.0,13.0,29.56298200514139
2020-02-15,43.0,56.0,34.0,0.0,15.0,26.0,29.0,35.0,35.0,51.0,64.0,14.0,65.0,45.0,0.0,30.0,0.0,58.0,33.0,14.0,41.580976863753214
2020-02-16,0.0,0.0,21.0,29.0,0.0,12.0,28.0,0.0,11.0,49.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,36.0,0.0,0.0,13.367609254498715
2020-02-17,12.0,47.0,48.0,13.0,0.0,34.0,0.0,10.0,30.0,15.0,0.0,25.0,0.0,10.0,25.0,8.0,8.0,33.0,42.0,24.0,24.678663239074552
2020-02-18,0.0,0.0,68.0,0.0,0.0,11.0,13.0,10.0,10.0,46.0,11.0,25.0,28.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,15.874035989717225
