,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-27,73.0,69.0,60.0,65.0,100.0,83.0,51.0,55.0,54.0,76.0,77.0,70.0,50.0,39.0,100.0,54.0,55.0,47.0,68.0,63.0,66.71763506625892
2020-10-28,94.0,74.0,49.0,64.0,97.0,81.0,95.0,100.0,74.0,75.0,59.0,89.0,91.0,81.0,72.0,73.0,80.0,64.0,90.0,77.0,80.47910295616718
2020-10-29,78.0,72.0,79.0,65.0,58.0,70.0,74.0,84.0,75.0,66.0,83.0,100.0,79.0,66.0,78.0,63.0,47.0,65.0,91.0,87.0,75.43323139653415
2020-10-30,57.0,53.0,61.0,45.0,58.0,57.0,69.0,66.0,61.0,53.0,46.0,76.0,49.0,54.0,59.0,47.0,48.0,72.0,67.0,55.0,58.76656472986748
2020-10-31,61.0,74.0,55.0,59.0,62.0,91.0,72.0,56.0,50.0,65.0,44.0,79.0,63.0,56.0,68.0,40.0,37.0,58.0,44.0,49.0,60.29561671763507
2020-11-01,58.0,60.0,30.0,43.0,62.0,51.0,59.0,35.0,38.0,60.0,53.0,55.0,69.0,60.0,55.0,39.0,45.0,54.0,54.0,25.0,51.22324159021407
2020-11-02,54.0,66.0,39.0,51.0,48.0,41.0,44.0,54.0,51.0,57.0,39.0,72.0,47.0,62.0,57.0,48.0,33.0,55.0,48.0,44.0,51.47808358817534
2020-11-03,52.0,41.0,35.0,35.0,49.0,40.0,46.0,45.0,47.0,45.0,45.0,45.0,28.0,37.0,41.0,29.0,34.0,37.0,43.0,35.0,41.233435270132524
2020-11-04,55.0,43.0,38.0,41.0,63.0,35.0,48.0,34.0,45.0,50.0,34.0,60.0,67.0,39.0,37.0,37.0,31.0,58.0,49.0,36.0,45.87155963302752
2020-11-05,47.0,41.0,53.0,50.0,58.0,44.0,57.0,54.0,55.0,63.0,59.0,53.0,66.0,33.0,64.0,48.0,35.0,43.0,52.0,48.0,52.140672782874624
2020-11-06,56.0,60.0,45.0,54.0,75.0,38.0,56.0,55.0,57.0,51.0,59.0,52.0,52.0,45.0,63.0,50.0,47.0,60.0,59.0,55.0,55.50458715596331
2020-11-07,51.0,57.0,49.0,42.0,54.0,33.0,53.0,24.0,40.0,52.0,38.0,47.0,58.0,37.0,62.0,51.0,27.0,43.0,53.0,47.0,46.788990825688074
2020-11-08,65.0,76.0,57.0,62.0,84.0,55.0,89.0,57.0,70.0,59.0,52.0,73.0,90.0,55.0,55.0,62.0,46.0,58.0,72.0,47.0,65.4434250764526
2020-11-09,72.0,55.0,37.0,36.0,66.0,36.0,69.0,54.0,57.0,64.0,62.0,51.0,51.0,70.0,68.0,40.0,40.0,40.0,62.0,67.0,55.91233435270133
2020-11-10,44.0,65.0,39.0,32.0,42.0,51.0,70.0,47.0,38.0,53.0,32.0,69.0,51.0,39.0,60.0,33.0,40.0,51.0,37.0,32.0,47.145769622833846
2020-11-11,48.0,69.0,51.0,56.0,66.0,30.0,83.0,63.0,55.0,79.0,43.0,84.0,41.0,51.0,57.0,48.0,44.0,70.0,51.0,58.0,58.46075433231397
2020-11-12,40.0,41.0,43.0,39.0,36.0,45.0,40.0,27.0,43.0,50.0,47.0,48.0,36.0,33.0,59.0,42.0,27.0,36.0,42.0,20.0,40.46890927624873
2020-11-13,41.0,32.0,17.0,17.0,36.0,36.0,46.0,22.0,16.0,33.0,22.0,32.0,36.0,19.0,26.0,27.0,27.0,18.0,31.0,20.0,28.236493374108054
2020-11-14,49.0,43.0,37.0,26.0,42.0,51.0,38.0,20.0,45.0,44.0,47.0,53.0,41.0,49.0,56.0,28.0,24.0,51.0,44.0,23.0,41.335372069317025
2020-11-15,27.0,52.0,28.0,26.0,32.0,37.0,41.0,31.0,31.0,29.0,18.0,33.0,25.0,19.0,24.0,28.0,17.0,27.0,29.0,28.0,29.663608562691135
2020-11-16,60.0,44.0,49.0,49.0,51.0,48.0,54.0,53.0,39.0,55.0,43.0,69.0,47.0,53.0,50.0,46.0,39.0,66.0,44.0,53.0,51.58002038735984
2020-11-17,20.0,24.0,42.0,30.0,36.0,37.0,43.0,25.0,39.0,50.0,39.0,35.0,45.0,33.0,31.0,31.0,42.0,34.0,31.0,34.0,35.72884811416921
2020-11-18,37.0,41.0,30.0,20.0,27.0,39.0,45.0,22.0,30.0,34.0,37.0,25.0,18.0,21.0,34.0,20.0,8.0,18.0,42.0,25.0,29.20489296636086
2020-11-19,29.0,42.0,15.0,20.0,36.0,52.0,49.0,29.0,38.0,40.0,27.0,42.0,37.0,21.0,14.0,14.0,25.0,46.0,36.0,31.0,32.772680937818556
2020-11-20,27.0,37.0,29.0,39.0,32.0,28.0,22.0,18.0,20.0,14.0,18.0,23.0,34.0,22.0,23.0,18.0,20.0,32.0,18.0,26.0,25.484199796126404
2020-11-21,39.0,12.0,23.0,18.0,31.0,31.0,19.0,25.0,23.0,35.0,30.0,20.0,40.0,27.0,33.0,21.0,28.0,21.0,23.0,23.0,26.605504587155966
2020-11-22,33.0,34.0,23.0,27.0,28.0,34.0,19.0,23.0,30.0,31.0,23.0,39.0,28.0,33.0,29.0,21.0,15.0,24.0,37.0,20.0,28.083588175331297
2020-11-23,23.0,18.0,28.0,30.0,28.0,42.0,31.0,15.0,25.0,28.0,15.0,32.0,43.0,26.0,43.0,20.0,13.0,16.0,28.0,25.0,26.962283384301735
2020-11-24,23.0,35.0,24.0,32.0,24.0,42.0,24.0,17.0,32.0,38.0,34.0,35.0,30.0,28.0,31.0,35.0,27.0,26.0,33.0,22.0,30.17329255861366
2020-11-25,28.0,34.0,15.0,17.0,21.0,32.0,15.0,22.0,29.0,27.0,22.0,43.0,37.0,20.0,44.0,22.0,18.0,7.0,28.0,21.0,25.586136595310908
2020-11-26,26.0,33.0,21.0,25.0,37.0,30.0,43.0,30.0,30.0,23.0,40.0,39.0,49.0,22.0,44.0,27.0,21.0,26.0,46.0,25.0,32.466870540265035
2020-11-27,20.0,26.0,39.0,25.0,33.0,36.0,39.0,30.0,19.0,45.0,25.0,38.0,27.0,28.0,31.0,22.0,29.0,31.0,25.0,34.0,30.68297655453619
2020-11-28,34.0,38.0,35.0,33.0,40.0,21.0,18.0,37.0,27.0,43.0,35.0,34.0,27.0,35.0,26.0,18.0,27.0,28.0,54.0,34.0,32.823649337410814
2020-11-29,29.0,36.0,37.0,33.0,39.0,39.0,40.0,25.0,35.0,22.0,25.0,37.0,49.0,23.0,31.0,18.0,28.0,26.0,40.0,37.0,33.07849133537208
2020-11-30,31.0,38.0,20.0,36.0,39.0,42.0,24.0,29.0,36.0,37.0,26.0,34.0,35.0,23.0,43.0,29.0,17.0,28.0,22.0,29.0,31.498470948012233
2020-12-01,34.0,38.0,35.0,17.0,46.0,12.0,24.0,25.0,27.0,33.0,22.0,32.0,48.0,30.0,23.0,33.0,30.0,36.0,36.0,20.0,30.632008154943936
2020-12-02,29.0,26.0,12.0,24.0,30.0,32.0,15.0,17.0,27.0,19.0,27.0,26.0,29.0,21.0,28.0,31.0,27.0,23.0,20.0,24.0,24.821610601427118
2020-12-03,29.0,27.0,25.0,30.0,30.0,28.0,22.0,18.0,22.0,33.0,30.0,36.0,37.0,21.0,32.0,25.0,23.0,16.0,37.0,17.0,27.42099898063201
2020-12-04,31.0,40.0,19.0,31.0,18.0,37.0,24.0,24.0,21.0,19.0,24.0,28.0,23.0,25.0,41.0,35.0,16.0,28.0,16.0,31.0,27.06422018348624
2020-12-05,39.0,43.0,31.0,36.0,31.0,34.0,31.0,36.0,22.0,35.0,33.0,42.0,37.0,41.0,36.0,21.0,22.0,37.0,20.0,23.0,33.12945973496432
2020-12-06,41.0,51.0,28.0,33.0,42.0,39.0,25.0,34.0,52.0,30.0,38.0,38.0,39.0,37.0,52.0,25.0,30.0,26.0,43.0,34.0,37.56371049949032
2020-12-07,20.0,12.0,30.0,27.0,33.0,46.0,30.0,25.0,27.0,27.0,25.0,13.0,36.0,14.0,31.0,18.0,13.0,21.0,17.0,37.0,25.586136595310908
2020-12-08,32.0,36.0,42.0,35.0,48.0,33.0,39.0,34.0,35.0,25.0,27.0,38.0,36.0,32.0,37.0,44.0,19.0,28.0,45.0,35.0,35.67787971457697
2020-12-09,26.0,50.0,42.0,33.0,52.0,42.0,33.0,27.0,40.0,50.0,27.0,51.0,51.0,40.0,34.0,31.0,25.0,31.0,22.0,19.0,37.00305810397553
2020-12-10,44.0,31.0,33.0,25.0,22.0,44.0,41.0,20.0,17.0,26.0,33.0,29.0,43.0,29.0,35.0,16.0,32.0,37.0,35.0,20.0,31.19266055045872
2020-12-11,36.0,40.0,31.0,21.0,35.0,31.0,38.0,36.0,46.0,35.0,43.0,43.0,37.0,29.0,30.0,23.0,31.0,38.0,29.0,26.0,34.5565749235474
2020-12-12,51.0,41.0,47.0,26.0,42.0,35.0,48.0,23.0,31.0,60.0,29.0,43.0,41.0,42.0,36.0,33.0,35.0,41.0,38.0,31.0,39.39857288481142
2020-12-13,41.0,24.0,41.0,18.0,37.0,63.0,54.0,36.0,31.0,26.0,41.0,54.0,40.0,24.0,42.0,14.0,18.0,26.0,41.0,38.0,36.136595310907246
2020-12-14,52.0,26.0,40.0,45.0,40.0,45.0,60.0,32.0,36.0,42.0,42.0,44.0,33.0,46.0,60.0,26.0,35.0,41.0,19.0,44.0,41.18246687054027
2020-12-15,48.0,33.0,31.0,38.0,35.0,37.0,51.0,33.0,39.0,37.0,28.0,13.0,37.0,36.0,24.0,30.0,22.0,30.0,40.0,35.0,34.50560652395515
2020-12-16,62.0,56.0,20.0,39.0,35.0,44.0,47.0,35.0,48.0,40.0,36.0,20.0,40.0,38.0,45.0,23.0,26.0,37.0,29.0,48.0,39.14373088685016
2020-12-17,44.0,42.0,32.0,37.0,53.0,44.0,56.0,48.0,44.0,40.0,32.0,65.0,77.0,40.0,56.0,39.0,32.0,44.0,36.0,47.0,46.279306829765545
2020-12-18,39.0,55.0,33.0,36.0,37.0,41.0,41.0,44.0,52.0,44.0,37.0,39.0,47.0,52.0,45.0,29.0,40.0,48.0,69.0,36.0,44.03669724770643
2020-12-19,43.0,50.0,28.0,20.0,45.0,51.0,27.0,25.0,46.0,31.0,45.0,46.0,34.0,29.0,36.0,33.0,34.0,46.0,25.0,36.0,37.20693170234455
2020-12-20,61.0,56.0,38.0,19.0,50.0,73.0,54.0,38.0,42.0,39.0,38.0,56.0,37.0,28.0,31.0,30.0,46.0,25.0,53.0,48.0,43.93476044852192
2020-12-21,40.0,38.0,27.0,35.0,42.0,26.0,53.0,52.0,46.0,60.0,45.0,54.0,64.0,43.0,40.0,36.0,29.0,22.0,48.0,51.0,43.37410805300714
2020-12-22,51.0,46.0,57.0,40.0,70.0,39.0,40.0,51.0,44.0,33.0,32.0,38.0,58.0,54.0,32.0,41.0,35.0,36.0,53.0,46.0,45.667686034658516
2020-12-23,60.0,57.0,40.0,32.0,65.0,36.0,46.0,37.0,41.0,36.0,39.0,58.0,35.0,27.0,70.0,26.0,32.0,44.0,30.0,37.0,43.22120285423038
2020-12-24,51.0,29.0,32.0,39.0,25.0,47.0,47.0,41.0,19.0,37.0,41.0,27.0,25.0,37.0,51.0,24.0,25.0,34.0,40.0,42.0,36.340468909276254
2020-12-25,49.0,47.0,30.0,45.0,45.0,59.0,62.0,36.0,37.0,27.0,48.0,57.0,36.0,40.0,31.0,47.0,28.0,41.0,52.0,30.0,43.17023445463813
2020-12-26,23.0,39.0,31.0,25.0,38.0,41.0,20.0,31.0,49.0,16.0,36.0,46.0,37.0,26.0,38.0,23.0,22.0,26.0,25.0,25.0,31.44750254841998
2020-12-27,27.0,50.0,46.0,34.0,41.0,38.0,45.0,47.0,35.0,44.0,42.0,20.0,16.0,40.0,36.0,29.0,36.0,38.0,55.0,42.0,38.78695208970438
2020-12-28,32.0,21.0,23.0,20.0,15.0,31.0,18.0,22.0,32.0,20.0,20.0,35.0,21.0,24.0,31.0,16.0,17.0,29.0,20.0,28.0,24.209989806320085
2020-12-29,42.0,38.0,39.0,59.0,53.0,38.0,51.0,51.0,53.0,40.0,33.0,59.0,35.0,45.0,66.0,22.0,33.0,35.0,36.0,31.0,43.78185524974516
2020-12-30,27.0,27.0,13.0,23.0,50.0,39.0,49.0,27.0,25.0,38.0,25.0,39.0,25.0,32.0,38.0,23.0,22.0,24.0,29.0,28.0,30.733944954128443
2020-12-31,38.0,42.0,27.0,35.0,23.0,23.0,20.0,19.0,32.0,27.0,19.0,45.0,36.0,10.0,31.0,31.0,18.0,30.0,31.0,27.0,28.746177370030583
2021-01-01,46.0,33.0,39.0,36.0,55.0,50.0,34.0,47.0,40.0,44.0,45.0,68.0,37.0,26.0,32.0,22.0,35.0,35.0,41.0,25.0,40.265035677879716
2021-01-02,42.0,42.0,33.0,26.0,35.0,50.0,38.0,33.0,31.0,46.0,26.0,36.0,46.0,32.0,32.0,30.0,24.0,34.0,41.0,33.0,36.18756371049949
2021-01-03,38.0,57.0,32.0,43.0,55.0,37.0,40.0,30.0,36.0,48.0,35.0,49.0,48.0,45.0,26.0,25.0,19.0,43.0,37.0,35.0,39.65341488277269
2021-01-04,40.0,58.0,28.0,48.0,17.0,53.0,33.0,27.0,38.0,36.0,28.0,47.0,30.0,33.0,29.0,26.0,19.0,26.0,29.0,29.0,34.352701325178394
2021-01-05,32.0,56.0,39.0,40.0,51.0,44.0,42.0,32.0,35.0,45.0,39.0,50.0,61.0,35.0,43.0,46.0,30.0,36.0,42.0,44.0,42.91539245667686
2021-01-06,40.0,40.0,35.0,43.0,36.0,27.0,39.0,45.0,32.0,39.0,43.0,49.0,55.0,34.0,44.0,24.0,23.0,41.0,38.0,36.0,38.88888888888889
2021-01-07,48.0,47.0,18.0,44.0,62.0,48.0,34.0,36.0,40.0,48.0,28.0,41.0,47.0,33.0,51.0,33.0,27.0,22.0,39.0,32.0,39.65341488277269
2021-01-08,29.0,41.0,37.0,35.0,28.0,49.0,43.0,25.0,42.0,42.0,50.0,39.0,52.0,28.0,41.0,36.0,17.0,34.0,37.0,30.0,37.46177370030581
2021-01-09,66.0,45.0,40.0,35.0,42.0,36.0,73.0,24.0,61.0,64.0,37.0,46.0,64.0,54.0,56.0,57.0,50.0,55.0,50.0,48.0,51.121304791029566
2021-01-10,44.0,36.0,36.0,41.0,48.0,45.0,51.0,39.0,39.0,50.0,35.0,42.0,46.0,23.0,45.0,23.0,38.0,40.0,54.0,27.0,40.87665647298675
2021-01-11,56.0,54.0,46.0,44.0,54.0,24.0,62.0,38.0,47.0,46.0,29.0,43.0,50.0,47.0,45.0,40.0,29.0,42.0,47.0,49.0,45.4638124362895
2021-01-12,57.0,66.0,55.0,49.0,86.0,37.0,58.0,32.0,46.0,53.0,55.0,67.0,63.0,35.0,49.0,36.0,38.0,38.0,42.0,53.0,51.732925586136595
2021-01-13,49.0,50.0,44.0,37.0,42.0,69.0,42.0,34.0,38.0,36.0,37.0,47.0,36.0,33.0,46.0,42.0,48.0,33.0,34.0,45.0,42.91539245667686
2021-01-14,40.0,36.0,33.0,48.0,43.0,46.0,43.0,35.0,41.0,51.0,37.0,52.0,49.0,40.0,23.0,40.0,40.0,41.0,37.0,38.0,41.43730886850153
2021-01-15,38.0,48.0,35.0,38.0,36.0,40.0,30.0,22.0,30.0,37.0,27.0,45.0,30.0,34.0,40.0,32.0,19.0,33.0,37.0,33.0,34.86238532110092
2021-01-16,33.0,33.0,22.0,23.0,28.0,48.0,31.0,39.0,28.0,13.0,25.0,18.0,20.0,27.0,40.0,18.0,17.0,26.0,26.0,23.0,27.42099898063201
2021-01-17,38.0,32.0,30.0,33.0,27.0,36.0,38.0,33.0,18.0,21.0,19.0,25.0,26.0,20.0,29.0,22.0,19.0,31.0,37.0,19.0,28.1855249745158
