date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-03-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.87640449438204,98.85057471264368,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-03-29,94.38202247191013,97.72727272727272,91.39784946236557,92.3913043478261,89.88764044943821,94.44444444444444,93.10344827586206,94.2528735632184,89.88764044943821,92.22222222222223,100.0,100.0,92.63157894736842,89.24731182795698,92.22222222222223,88.04347826086956,87.23404255319149,94.56521739130434,92.3913043478261,93.10344827586206,93.06253264790772
2020-03-30,76.40449438202249,80.68181818181819,78.49462365591398,81.52173913043478,77.52808988764046,80.0,78.16091954022987,77.01149425287356,76.40449438202249,78.8888888888889,82.02247191011236,78.16091954022987,73.6842105263158,74.19354838709677,78.8888888888889,77.17391304347827,78.72340425531915,78.26086956521739,77.17391304347827,79.3103448275862,78.22335396951284
2020-03-31,78.65168539325843,82.95454545454545,79.56989247311827,79.34782608695652,82.02247191011236,81.1111111111111,81.60919540229884,80.45977011494253,76.40449438202249,76.66666666666667,84.26966292134831,82.75862068965517,83.15789473684211,82.79569892473118,77.77777777777777,77.17391304347827,73.40425531914894,77.17391304347827,77.17391304347827,83.9080459770115,80.01050048923327
2020-04-01,73.03370786516854,76.13636363636364,73.11827956989248,68.47826086956522,75.28089887640449,72.22222222222223,73.5632183908046,72.41379310344827,69.66292134831461,68.8888888888889,74.15730337078651,73.5632183908046,67.36842105263158,69.89247311827957,67.77777777777777,66.30434782608695,64.8936170212766,71.73913043478261,68.47826086956522,74.71264367816093,71.1651673681429
2020-04-02,67.41573033707866,70.45454545454545,72.04301075268819,70.65217391304348,73.03370786516854,66.66666666666667,71.26436781609196,70.11494252873563,68.53932584269663,70.0,73.03370786516854,67.816091954023,70.52631578947368,73.11827956989248,68.8888888888889,67.3913043478261,67.02127659574468,71.73913043478261,65.21739130434783,68.96551724137932,69.77441811000297
2020-04-03,96.62921348314607,95.45454545454544,89.24731182795698,90.21739130434784,96.62921348314607,92.22222222222223,90.80459770114942,91.95402298850573,88.76404494382021,88.8888888888889,89.88764044943821,97.70114942528735,90.52631578947368,91.39784946236557,86.66666666666669,89.1304347826087,88.29787234042553,90.21739130434784,88.04347826086956,91.95402298850573,91.33551745354036
2020-04-04,83.14606741573034,86.36363636363636,87.09677419354837,84.78260869565217,86.51685393258427,90.0,87.35632183908045,86.20689655172414,85.3932584269663,84.44444444444444,93.25842696629213,90.80459770114942,85.26315789473685,87.09677419354837,88.8888888888889,84.78260869565217,80.85106382978724,82.6086956521739,83.69565217391305,88.5057471264368,86.45137663763659
2020-04-05,89.88764044943821,87.5,84.94623655913979,85.8695652173913,88.76404494382021,87.77777777777777,85.0574712643678,88.5057471264368,83.14606741573034,86.66666666666669,88.76404494382021,83.9080459770115,87.36842105263158,86.02150537634407,82.22222222222223,83.69565217391305,81.91489361702128,86.95652173913044,81.52173913043478,87.35632183908045,85.99025809694271
2020-04-06,69.66292134831461,71.5909090909091,66.66666666666667,69.56521739130434,73.03370786516854,68.8888888888889,72.41379310344827,71.26436781609196,67.41573033707866,71.1111111111111,71.91011235955057,71.26436781609196,69.47368421052633,69.89247311827957,70.0,69.56521739130434,63.829787234042556,69.56521739130434,68.47826086956522,71.26436781609196,69.92230752073061
2020-04-07,64.04494382022472,61.36363636363637,61.29032258064516,61.95652173913044,64.04494382022472,60.0,60.919540229885065,65.51724137931035,58.42696629213483,61.111111111111114,62.921348314606746,64.36781609195403,61.05263157894736,62.365591397849464,60.0,61.95652173913044,56.38297872340426,60.8695652173913,58.69565217391305,64.36781609195403,61.65282651157589
2020-04-08,55.056179775280896,59.09090909090909,52.68817204301075,57.60869565217392,56.179775280898866,53.33333333333334,54.022988505747136,55.17241379310346,53.932584269662925,52.22222222222222,55.056179775280896,56.321839080459775,54.73684210526316,52.68817204301075,55.555555555555564,52.17391304347826,52.127659574468076,55.43478260869565,53.26086956521739,52.87356321839081,54.53881645872558
