,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-10-05,84.0,53.0,41.0,63.0,35.0,62.0,46.0,52.0,60.0,38.0,71.0,100.0,47.0,46.0,57.0,66.0,19.0,34.0,70.0,72.0,71.30990415335464
2020-10-06,44.0,45.0,38.0,43.0,99.0,40.0,55.0,46.0,65.0,89.0,47.0,44.0,63.0,83.0,71.0,63.0,52.0,59.0,42.0,49.0,72.65175718849841
2020-10-07,53.0,59.0,71.0,56.0,27.0,45.0,47.0,61.0,70.0,53.0,47.0,53.0,59.0,69.0,58.0,67.0,55.0,66.0,59.0,53.0,72.07667731629392
2020-10-08,53.0,95.0,63.0,65.0,77.0,45.0,81.0,68.0,43.0,62.0,47.0,68.0,63.0,78.0,71.0,51.0,100.0,43.0,64.0,63.0,83.06709265175719
2020-10-09,53.0,54.0,23.0,42.0,49.0,58.0,56.0,37.0,48.0,33.0,37.0,36.0,30.0,70.0,36.0,43.0,39.0,33.0,27.0,74.0,56.10223642172524
2020-10-10,72.0,74.0,100.0,44.0,67.0,39.0,59.0,63.0,72.0,29.0,60.0,80.0,75.0,63.0,42.0,75.0,44.0,78.0,53.0,61.0,79.87220447284345
2020-10-11,69.0,99.0,85.0,83.0,55.0,87.0,42.0,74.0,100.0,70.0,67.0,82.0,91.0,80.0,55.0,91.0,58.0,85.0,92.0,100.0,100.0
2020-10-12,46.0,77.0,39.0,59.0,76.0,33.0,71.0,52.0,46.0,48.0,31.0,66.0,49.0,72.0,39.0,54.0,58.0,49.0,48.0,81.0,69.90415335463258
2020-10-13,33.0,32.0,38.0,22.0,41.0,18.0,26.0,28.0,36.0,43.0,49.0,55.0,41.0,52.0,51.0,32.0,45.0,16.0,43.0,30.0,46.70926517571884
2020-10-14,50.0,61.0,56.0,49.0,37.0,74.0,48.0,68.0,54.0,67.0,62.0,90.0,58.0,61.0,91.0,77.0,45.0,40.0,65.0,40.0,76.23003194888179
2020-10-15,70.0,87.0,98.0,94.0,39.0,72.0,73.0,57.0,66.0,62.0,60.0,68.0,76.0,75.0,85.0,72.0,78.0,100.0,100.0,73.0,96.16613418530352
2020-10-16,64.0,36.0,80.0,44.0,31.0,46.0,53.0,34.0,59.0,48.0,73.0,71.0,54.0,52.0,56.0,58.0,63.0,31.0,57.0,55.0,68.05111821086263
2020-10-17,88.0,86.0,69.0,66.0,75.0,68.0,49.0,48.0,67.0,63.0,38.0,98.0,90.0,88.0,42.0,100.0,81.0,49.0,85.0,93.0,92.20447284345049
2020-10-18,76.0,72.0,72.0,35.0,84.0,48.0,72.0,66.0,75.0,71.0,92.0,51.0,52.0,73.0,50.0,68.0,52.0,72.0,67.0,64.0,83.83386581469648
2020-10-19,50.0,59.0,46.0,62.0,69.0,60.0,47.0,34.0,48.0,29.0,38.0,58.0,100.0,61.0,60.0,43.0,52.0,47.0,61.0,64.0,69.52076677316293
2020-10-20,34.0,58.0,40.0,59.0,67.0,62.0,72.0,57.0,60.0,60.0,41.0,46.0,60.0,74.0,53.0,67.0,63.0,45.0,58.0,21.0,70.09584664536742
2020-10-21,53.0,39.0,36.0,66.0,53.0,63.0,55.0,50.0,61.0,46.0,65.0,99.0,43.0,50.0,81.0,60.0,22.0,59.0,41.0,69.0,70.99041533546325
2020-10-22,67.0,64.0,50.0,100.0,94.0,69.0,83.0,42.0,67.0,100.0,56.0,79.0,47.0,91.0,64.0,61.0,60.0,59.0,32.0,85.0,87.53993610223642
