date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-05,52.0,40.0,51.0,45.0,45.0,52.0,54.0,53.0,42.0,62.0,51.06382978723404,42.0,34.0,57.14285714285714,52.0,66.3265306122449,44.0,59.18367346938776,45.0,47.0,53.91844226867737
2020-10-06,57.0,52.0,50.0,33.0,49.0,49.0,59.0,35.0,55.0,48.0,56.38297872340426,51.0,62.0,56.122448979591844,59.0,51.020408163265316,55.0,54.08163265306123,66.0,40.0,56.299916902838994
2020-10-07,48.0,48.0,46.0,46.0,52.0,41.0,37.0,45.0,47.0,45.0,47.872340425531924,51.0,32.0,36.734693877551024,42.0,44.897959183673464,41.0,50.0,56.0,47.0,49.023602468082274
2020-10-08,65.0,64.0,53.0,57.0,64.0,41.0,59.0,45.0,61.0,70.0,64.8936170212766,60.0,67.0,44.897959183673464,34.0,48.979591836734684,60.0,39.795918367346935,41.0,46.0,58.90217506288832
2020-10-09,45.0,55.0,43.0,31.0,50.0,49.0,43.0,35.0,40.0,52.0,47.872340425531924,34.0,40.0,45.91836734693877,34.0,61.224489795918366,43.0,34.693877551020414,55.0,43.0,47.84096989253442
2020-10-10,52.0,68.0,47.0,53.0,57.0,49.0,43.0,45.0,62.0,58.0,42.5531914893617,60.0,62.0,58.163265306122454,49.0,52.04081632653061,38.0,66.3265306122449,63.0,55.0,58.604655655684184
2020-10-11,61.0,76.0,72.0,49.0,81.0,70.0,76.0,76.0,78.0,70.0,61.70212765957447,68.0,61.0,70.40816326530613,71.0,64.28571428571429,56.0,47.95918367346939,67.0,69.0,72.99811117113751
2020-10-12,48.0,64.0,64.0,51.0,50.0,51.0,69.0,47.0,51.0,68.0,68.08510638297872,55.0,44.0,53.061224489795926,41.0,58.163265306122454,51.0,65.3061224489796,64.0,44.0,60.04426037047621
2020-10-13,68.0,57.0,62.0,74.0,88.0,76.0,88.0,56.0,73.0,73.0,69.14893617021275,87.0,60.0,81.63265306122447,66.0,66.3265306122449,65.0,64.28571428571429,71.0,84.0,77.55799425552884
2020-10-14,55.0,96.0,62.0,52.0,94.0,49.0,75.0,65.0,61.0,80.0,80.85106382978724,66.0,64.0,70.40816326530613,58.0,60.204081632653065,59.0,73.46938775510205,89.0,76.0,75.1998207532745
2020-10-15,59.0,56.0,49.0,54.0,51.0,49.0,64.0,65.0,46.0,72.0,50.0,71.0,45.0,62.24489795918368,54.0,63.265306122448976,42.0,58.163265306122454,56.0,58.0,61.024062365043676
2020-10-16,64.0,61.0,57.0,63.0,60.0,60.0,63.0,42.0,44.0,59.0,51.06382978723404,55.0,46.0,45.91836734693877,43.0,56.122448979591844,50.0,60.204081632653065,81.0,76.0,61.709643393728584
2020-10-17,45.0,45.0,47.0,45.0,49.0,54.0,62.0,36.0,52.0,54.0,43.61702127659574,50.0,42.0,34.693877551020414,48.0,61.224489795918366,37.0,56.122448979591844,55.0,38.0,51.79912303869377
2020-10-18,77.0,70.0,75.0,49.0,57.0,72.0,76.0,53.0,38.0,70.0,69.14893617021275,74.0,63.0,46.938775510204074,63.0,62.24489795918368,64.0,62.24489795918368,84.0,57.0,69.59183437866437
2020-10-19,54.0,50.0,42.0,50.0,52.0,40.0,59.0,59.0,55.0,65.0,43.61702127659574,51.0,44.0,75.51020408163265,49.0,57.14285714285714,54.0,46.938775510204074,63.0,66.0,58.3944035817303
2020-10-20,52.0,57.0,42.0,39.0,50.0,55.0,75.0,54.0,48.0,62.0,64.8936170212766,57.0,42.0,53.061224489795926,63.0,62.24489795918368,66.0,60.204081632653065,51.0,56.0,60.19554102565975
2020-10-21,63.0,71.0,61.0,61.0,59.0,46.0,56.0,63.0,62.0,63.0,69.14893617021275,68.0,66.0,64.28571428571429,62.0,66.3265306122449,55.0,61.224489795918366,66.0,65.0,67.71490346522464
2020-10-22,92.0,100.0,79.0,71.0,100.0,78.0,86.0,91.0,77.0,80.0,80.85106382978724,97.0,98.0,85.71428571428571,70.0,93.87755102040815,91.0,97.95918367346937,94.0,88.0,94.97569637753394
2020-10-23,83.0,77.0,68.0,47.0,76.0,51.0,51.0,61.0,60.0,71.0,54.255319148936174,64.0,54.0,78.57142857142857,74.0,70.40816326530613,68.0,94.89795918367346,57.0,72.0,72.28067662340446
