,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-02-23,11.0,0.0,0.0,0.0,15.0,34.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.403687221869039
2020-02-24,11.0,0.0,0.0,14.0,15.0,33.0,14.0,14.0,13.0,30.0,10.0,13.0,0.0,28.0,30.0,13.0,11.0,25.0,0.0,0.0,17.418944691671964
2020-02-25,0.0,0.0,0.0,14.0,15.0,0.0,14.0,27.0,0.0,15.0,10.0,13.0,14.0,27.0,0.0,0.0,11.0,12.0,0.0,12.0,11.697393515575332
2020-02-26,31.0,25.0,26.0,27.0,0.0,16.0,14.0,27.0,0.0,14.0,19.0,0.0,14.0,27.0,14.0,13.0,0.0,0.0,0.0,0.0,16.973935155753335
2020-02-27,21.0,0.0,13.0,41.0,29.0,0.0,27.0,13.0,13.0,0.0,10.0,0.0,41.0,0.0,14.0,13.0,21.0,24.0,13.0,0.0,18.626827717736806
2020-02-28,33.0,27.0,27.0,14.0,31.0,17.0,15.0,42.0,55.0,16.0,30.0,13.0,29.0,0.0,15.0,55.0,34.0,0.0,72.0,12.0,34.13858868404323
2020-02-29,22.0,26.0,27.0,28.0,30.0,0.0,0.0,0.0,27.0,15.0,20.0,13.0,29.0,14.0,30.0,0.0,11.0,26.0,28.0,12.0,22.759059122695483
2020-03-01,0.0,0.0,13.0,14.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.975842339478703
2020-03-02,10.0,0.0,13.0,0.0,14.0,32.0,28.0,39.0,13.0,29.0,9.0,13.0,27.0,13.0,14.0,39.0,0.0,12.0,13.0,23.0,21.678321678321677
2020-03-03,22.0,0.0,13.0,56.0,30.0,65.0,86.0,14.0,40.0,45.0,29.0,39.0,42.0,28.0,44.0,53.0,22.0,38.0,28.0,36.0,46.408137317228224
2020-03-04,31.0,75.0,39.0,27.0,58.0,16.0,42.0,14.0,26.0,45.0,19.0,12.0,14.0,14.0,14.0,26.0,32.0,25.0,54.0,35.0,39.28798474253019
2020-03-05,32.0,13.0,13.0,41.0,14.0,16.0,14.0,13.0,27.0,44.0,20.0,26.0,14.0,14.0,29.0,40.0,32.0,0.0,41.0,12.0,28.92561983471074
2020-03-06,32.0,39.0,40.0,14.0,44.0,32.0,14.0,40.0,26.0,15.0,19.0,50.0,14.0,55.0,58.0,26.0,31.0,25.0,56.0,12.0,40.81373172282263
2020-03-07,23.0,27.0,14.0,15.0,48.0,70.0,15.0,0.0,43.0,48.0,21.0,27.0,15.0,29.0,47.0,29.0,34.0,27.0,60.0,13.0,38.46153846153846
2020-03-08,11.0,13.0,0.0,27.0,0.0,65.0,28.0,27.0,26.0,30.0,0.0,39.0,0.0,27.0,29.0,26.0,11.0,38.0,27.0,12.0,27.7177368086459
2020-03-09,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7628734901462174
2020-03-10,21.0,38.0,38.0,27.0,29.0,32.0,0.0,53.0,13.0,15.0,0.0,25.0,14.0,14.0,43.0,26.0,32.0,25.0,13.0,36.0,31.404958677685947
2020-03-11,63.0,62.0,39.0,81.0,71.0,96.0,83.0,40.0,77.0,44.0,28.0,100.0,68.0,27.0,100.0,64.0,53.0,49.0,54.0,47.0,79.21169739351556
2020-03-12,52.0,25.0,52.0,40.0,57.0,32.0,41.0,0.0,13.0,85.0,28.0,37.0,27.0,67.0,28.0,13.0,21.0,24.0,54.0,23.0,45.70883661792753
2020-03-13,69.0,96.0,99.0,44.0,62.0,85.0,46.0,43.0,100.0,64.0,31.0,28.0,45.0,44.0,46.0,57.0,46.0,54.0,74.0,63.0,76.03305785123966
2020-03-14,100.0,68.0,98.0,100.0,76.0,100.0,74.0,100.0,83.0,93.0,100.0,67.0,29.0,100.0,61.0,68.0,80.0,39.0,100.0,37.0,100.0
2020-03-15,60.0,84.0,100.0,65.0,84.0,61.0,27.0,64.0,63.0,56.0,28.0,61.0,27.0,65.0,69.0,88.0,31.0,47.0,80.0,34.0,75.90591226954862
2020-03-16,37.0,100.0,93.0,72.0,38.0,84.0,85.0,47.0,68.0,39.0,25.0,45.0,73.0,71.0,64.0,46.0,65.0,43.0,47.0,41.0,75.20661157024793
2020-03-17,18.0,32.0,66.0,58.0,62.0,54.0,59.0,23.0,66.0,37.0,25.0,55.0,47.0,23.0,74.0,66.0,18.0,10.0,46.0,30.0,55.24475524475524
2020-03-18,28.0,45.0,23.0,48.0,51.0,42.0,98.0,69.0,58.0,39.0,25.0,67.0,48.0,48.0,63.0,35.0,56.0,44.0,36.0,41.0,61.28417037507946
2020-03-19,29.0,35.0,72.0,50.0,67.0,29.0,51.0,49.0,49.0,41.0,0.0,12.0,50.0,26.0,66.0,59.0,39.0,57.0,38.0,11.0,52.76541640178004
2020-03-20,29.0,46.0,48.0,75.0,65.0,87.0,100.0,73.0,48.0,54.0,43.0,58.0,100.0,87.0,92.0,82.0,67.0,100.0,61.0,54.0,87.0311506675143
2020-03-21,20.0,60.0,87.0,26.0,83.0,76.0,13.0,26.0,89.0,27.0,46.0,24.0,40.0,38.0,68.0,25.0,51.0,47.0,39.0,34.0,58.42339478703115
2020-03-22,61.0,24.0,62.0,91.0,56.0,46.0,53.0,77.0,76.0,71.0,37.0,61.0,80.0,52.0,41.0,100.0,100.0,47.0,52.0,100.0,81.8181818181818
2020-03-23,82.0,49.0,31.0,53.0,100.0,73.0,43.0,52.0,41.0,56.0,51.0,59.0,32.0,63.0,76.0,80.0,49.0,37.0,63.0,36.0,71.5829624920534
2020-03-24,18.0,53.0,22.0,34.0,86.0,81.0,58.0,45.0,66.0,86.0,40.0,64.0,46.0,46.0,60.0,44.0,45.0,72.0,46.0,70.0,68.7857596948506
2020-03-25,53.0,31.0,44.0,34.0,37.0,95.0,57.0,67.0,33.0,73.0,40.0,43.0,69.0,79.0,49.0,11.0,27.0,93.0,23.0,39.0,63.38207247298156
2020-03-26,36.0,54.0,90.0,59.0,74.0,83.0,84.0,46.0,34.0,100.0,25.0,22.0,36.0,58.0,24.0,34.0,27.0,53.0,59.0,20.0,64.71710108073744
2020-03-27,26.0,42.0,11.0,57.0,48.0,27.0,35.0,45.0,33.0,62.0,32.0,53.0,35.0,79.0,61.0,54.0,18.0,51.0,34.0,29.0,52.89256198347107
2020-03-28,21.0,37.0,13.0,13.0,14.0,0.0,40.0,39.0,25.0,0.0,9.0,38.0,27.0,26.0,28.0,13.0,10.0,12.0,13.0,23.0,25.492689129052764
2020-03-29,48.0,35.0,36.0,50.0,40.0,58.0,90.0,85.0,60.0,27.0,9.0,46.0,13.0,38.0,53.0,47.0,29.0,55.0,25.0,43.0,56.38906547997457
2020-03-30,43.0,21.0,21.0,55.0,70.0,77.0,45.0,11.0,74.0,24.0,24.0,62.0,23.0,33.0,47.0,31.0,0.0,30.0,33.0,10.0,46.6624284806103
2020-03-31,35.0,41.0,11.0,33.0,60.0,40.0,34.0,44.0,21.0,24.0,23.0,21.0,33.0,22.0,35.0,22.0,18.0,30.0,11.0,57.0,39.09726636999364
2020-04-01,44.0,74.0,77.0,34.0,61.0,54.0,70.0,68.0,33.0,62.0,24.0,65.0,70.0,46.0,73.0,55.0,35.0,61.0,34.0,39.0,68.59504132231405
2020-04-02,0.0,32.0,22.0,45.0,12.0,27.0,23.0,33.0,54.0,24.0,24.0,21.0,46.0,46.0,37.0,44.0,9.0,0.0,22.0,39.0,35.60076287349014
2020-04-03,9.0,42.0,33.0,46.0,24.0,53.0,12.0,11.0,0.0,24.0,16.0,21.0,35.0,23.0,48.0,44.0,9.0,41.0,34.0,39.0,35.85505403687222
2020-04-04,21.0,25.0,25.0,27.0,29.0,31.0,27.0,39.0,13.0,29.0,0.0,37.0,14.0,0.0,14.0,13.0,31.0,24.0,27.0,23.0,28.544183089637635
2020-04-05,32.0,13.0,13.0,27.0,29.0,63.0,14.0,27.0,26.0,15.0,19.0,37.0,42.0,41.0,14.0,26.0,21.0,49.0,41.0,0.0,34.90146217418945
2020-04-06,0.0,31.0,42.0,22.0,47.0,13.0,11.0,21.0,10.0,59.0,15.0,40.0,33.0,22.0,12.0,31.0,9.0,40.0,22.0,28.0,32.2949777495232
2020-04-07,27.0,0.0,22.0,34.0,24.0,40.0,24.0,34.0,45.0,38.0,24.0,11.0,35.0,23.0,0.0,22.0,36.0,31.0,12.0,20.0,31.913541004450092
2020-04-08,36.0,0.0,34.0,35.0,12.0,54.0,60.0,34.0,0.0,50.0,8.0,32.0,12.0,47.0,62.0,22.0,9.0,11.0,24.0,20.0,35.72790845518118
2020-04-09,9.0,21.0,67.0,35.0,25.0,14.0,24.0,12.0,33.0,13.0,8.0,33.0,0.0,12.0,37.0,23.0,27.0,11.0,35.0,30.0,29.815638906547996
2020-04-10,9.0,23.0,12.0,37.0,13.0,29.0,61.0,12.0,23.0,39.0,17.0,23.0,37.0,36.0,39.0,35.0,38.0,32.0,60.0,11.0,37.25365543547361
2020-04-11,52.0,25.0,38.0,13.0,42.0,62.0,41.0,13.0,25.0,0.0,9.0,0.0,53.0,13.0,42.0,13.0,10.0,36.0,13.0,0.0,31.786395422759057
2020-04-12,0.0,0.0,50.0,39.0,28.0,15.0,27.0,0.0,12.0,43.0,19.0,12.0,40.0,26.0,28.0,37.0,21.0,12.0,0.0,23.0,27.463445645263825
2020-04-13,38.0,34.0,12.0,74.0,13.0,59.0,25.0,73.0,59.0,53.0,9.0,45.0,13.0,37.0,26.0,24.0,10.0,55.0,49.0,43.0,47.7431659249841
2020-04-14,35.0,11.0,22.0,23.0,61.0,40.0,35.0,22.0,11.0,12.0,32.0,21.0,12.0,0.0,36.0,45.0,27.0,21.0,46.0,20.0,33.82072472981564
2020-04-15,0.0,33.0,23.0,12.0,13.0,28.0,12.0,0.0,11.0,51.0,17.0,22.0,36.0,0.0,13.0,34.0,0.0,0.0,12.0,31.0,22.123331214240302
2020-04-16,38.0,34.0,59.0,37.0,52.0,14.0,49.0,47.0,35.0,40.0,17.0,23.0,49.0,37.0,38.0,34.0,28.0,32.0,24.0,31.0,45.645263827082005
2020-04-17,38.0,22.0,23.0,12.0,13.0,56.0,37.0,24.0,11.0,13.0,9.0,34.0,12.0,36.0,26.0,12.0,28.0,11.0,36.0,31.0,30.769230769230766
2020-04-18,20.0,12.0,36.0,25.0,13.0,45.0,13.0,13.0,12.0,14.0,18.0,12.0,26.0,13.0,27.0,12.0,30.0,23.0,0.0,33.0,25.238397965670693
2020-04-19,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.877940241576605
