date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,21.0,17.0,8.0,12.0,21.0,28.0,14.0,24.0,15.0,14.0,19.31187569367369,0.0
2020-01-02,29.0,18.0,18.0,15.0,18.0,21.0,22.0,20.0,26.0,21.0,23.08546059933408,0.0
2020-01-03,19.0,12.0,6.0,12.0,18.0,9.0,5.0,12.0,17.0,11.0,13.429522752497226,0.0
2020-01-04,26.0,14.0,18.0,25.0,7.0,21.0,44.0,30.0,16.0,15.0,23.97336293007769,0.0
2020-01-05,26.0,28.0,18.0,21.0,24.0,17.0,25.0,27.0,23.0,21.0,25.527192008879023,0.0
2020-01-06,16.0,15.0,6.0,15.0,15.0,9.0,11.0,17.0,23.0,21.0,16.426193118756938,0.0
2020-01-07,26.0,28.0,16.0,13.0,19.0,30.0,16.0,12.0,17.0,29.0,22.86348501664817,0.0
2020-01-08,35.0,21.0,22.0,19.0,21.0,24.0,22.0,20.0,17.0,16.0,24.084350721420645,0.0
2020-01-09,19.0,30.0,31.0,28.0,18.0,32.0,22.0,26.0,17.0,29.0,27.968923418423977,0.0
2020-01-10,29.0,19.0,25.0,25.0,19.0,18.0,19.0,18.0,20.0,16.0,23.08546059933408,0.0
2020-01-11,23.0,15.0,19.0,8.0,15.0,22.0,13.0,32.0,18.0,23.0,20.86570477247503,0.0
2020-01-12,19.0,11.0,11.0,33.0,22.0,10.0,9.0,17.0,20.0,13.0,18.312985571587127,0.0
2020-01-13,26.0,24.0,30.0,30.0,19.0,24.0,12.0,29.0,30.0,14.0,26.415094339622645,0.0
2020-01-14,19.0,30.0,18.0,16.0,15.0,32.0,16.0,24.0,22.0,13.0,22.752497225305216,0.0
2020-01-15,18.0,15.0,15.0,12.0,18.0,11.0,13.0,14.0,11.0,13.0,15.53829078801332,0.0
2020-01-16,38.0,15.0,36.0,27.0,27.0,23.0,13.0,17.0,25.0,26.0,27.41398446170921,0.0
2020-01-17,25.0,6.0,9.0,33.0,24.0,17.0,8.0,14.0,11.0,15.0,17.98002219755827,0.0
2020-01-18,36.0,31.0,28.0,14.0,24.0,20.0,25.0,20.0,23.0,6.0,25.19422863485017,0.0
2020-01-19,19.0,21.0,29.0,29.0,32.0,17.0,22.0,30.0,27.0,28.0,28.19089900110988,0.0
2020-01-20,22.0,12.0,12.0,15.0,12.0,12.0,5.0,9.0,14.0,13.0,13.984461709211988,0.0
2020-01-21,22.0,21.0,9.0,18.0,18.0,14.0,10.0,17.0,14.0,15.0,17.53607103218646,0.0
2020-01-22,21.0,15.0,9.0,18.0,3.0,17.0,10.0,11.0,19.0,10.0,14.761376248612654,0.0
2020-01-23,13.0,12.0,21.0,15.0,21.0,23.0,16.0,17.0,14.0,23.0,19.42286348501665,0.0
2020-01-24,10.0,19.0,22.0,29.0,22.0,24.0,11.0,27.0,23.0,11.0,21.975582685904552,0.0
2020-01-25,26.0,29.0,37.0,26.0,18.0,18.0,29.0,24.0,31.0,25.0,29.18978912319645,0.0
2020-01-26,29.0,17.0,17.0,28.0,14.0,30.0,24.0,10.0,42.0,35.0,27.302996670366262,0.0
2020-01-27,21.0,14.0,26.0,26.0,26.0,22.0,10.0,8.0,21.0,10.0,20.421753607103216,0.0
2020-01-28,24.0,18.0,9.0,15.0,9.0,26.0,23.0,17.0,16.0,10.0,18.53496115427303,0.0
2020-01-29,25.0,26.0,27.0,21.0,27.0,26.0,16.0,11.0,14.0,20.0,23.64039955604884,0.0
2020-01-30,34.0,29.0,35.0,33.0,30.0,23.0,21.0,40.0,33.0,26.0,33.74028856825749,0.0
2020-01-31,18.0,23.0,18.0,12.0,12.0,6.0,29.0,20.0,14.0,28.0,19.97780244173141,0.0
2020-02-01,18.0,24.0,10.0,24.0,38.0,23.0,24.0,26.0,19.0,18.0,24.861265260821312,0.0
2020-02-02,30.0,21.0,26.0,33.0,22.0,14.0,19.0,20.0,27.0,22.0,25.97114317425084,0.0
2020-02-03,14.0,14.0,5.0,11.0,14.0,11.0,12.0,16.0,21.0,12.0,14.428412874583795,0.0
2020-02-04,42.0,38.0,35.0,32.0,26.0,31.0,21.0,25.0,44.0,38.0,36.84794672586016,0.0
2020-02-05,29.0,46.0,12.0,28.0,43.0,29.0,21.0,26.0,34.0,26.0,32.63041065482797,0.0
2020-02-06,25.0,30.0,25.0,18.0,21.0,24.0,13.0,29.0,20.0,18.0,24.75027746947836,0.0
2020-02-07,33.0,34.0,28.0,35.0,43.0,12.0,27.0,27.0,26.0,19.0,31.520532741398448,0.0
2020-02-08,14.0,34.0,17.0,17.0,14.0,10.0,18.0,13.0,16.0,24.0,19.64483906770256,0.0
2020-02-09,11.0,17.0,24.0,14.0,31.0,20.0,24.0,30.0,13.0,15.0,22.086570477247506,0.0
2020-02-10,24.0,26.0,17.0,20.0,11.0,22.0,25.0,16.0,16.0,27.0,22.641509433962263,0.0
2020-02-11,21.0,23.0,14.0,32.0,20.0,20.0,18.0,16.0,27.0,25.0,23.97336293007769,0.0
2020-02-12,32.0,23.0,28.0,29.0,23.0,28.0,10.0,25.0,21.0,34.0,28.079911209766927,0.0
2020-02-13,15.0,26.0,6.0,18.0,26.0,26.0,13.0,11.0,22.0,25.0,20.86570477247503,0.0
2020-02-14,7.0,16.0,13.0,12.0,3.0,3.0,5.0,9.0,18.0,5.0,10.099889012208658,0.0
2020-02-15,15.0,25.0,18.0,25.0,18.0,21.0,16.0,10.0,23.0,18.0,20.976692563817977,0.0
2020-02-16,14.0,23.0,26.0,20.0,36.0,22.0,29.0,12.0,24.0,20.0,25.083240843507216,0.0
2020-02-17,12.0,31.0,26.0,9.0,23.0,11.0,20.0,25.0,24.0,25.0,22.86348501664817,0.0
2020-02-18,12.0,20.0,29.0,17.0,20.0,31.0,20.0,11.0,21.0,17.0,21.975582685904552,0.0
2020-02-19,21.0,9.0,21.0,15.0,14.0,8.0,18.0,22.0,8.0,15.0,16.759156492785795,0.0
2020-02-20,18.0,14.0,14.0,17.0,14.0,30.0,18.0,14.0,5.0,20.0,18.20199778024417,0.0
2020-02-21,20.0,31.0,19.0,16.0,22.0,18.0,14.0,15.0,14.0,14.0,20.310765815760263,0.0
2020-02-22,23.0,7.0,30.0,19.0,26.0,18.0,13.0,18.0,21.0,10.0,20.532741398446174,0.0
2020-02-23,18.0,11.0,17.0,18.0,14.0,14.0,12.0,20.0,20.0,15.0,17.647058823529413,0.0
2020-02-24,27.0,14.0,18.0,24.0,6.0,17.0,18.0,22.0,22.0,20.0,20.86570477247503,0.0
2020-02-25,39.0,18.0,37.0,22.0,28.0,30.0,8.0,9.0,23.0,27.0,26.7480577136515,0.0
2020-02-26,37.0,30.0,41.0,36.0,43.0,21.0,26.0,28.0,20.0,30.0,34.62819089900111,0.0
2020-02-27,14.0,11.0,27.0,19.0,21.0,15.0,7.0,18.0,17.0,14.0,18.091009988901224,0.0
2020-02-28,18.0,29.0,26.0,23.0,23.0,11.0,26.0,30.0,14.0,10.0,23.30743618201998,0.0
2020-02-29,0.0,10.0,10.0,7.0,7.0,6.0,12.0,6.0,6.0,3.0,7.436182019977803,0.0
2020-03-01,22.0,40.0,28.0,38.0,28.0,30.0,24.0,33.0,20.0,32.0,32.741398446170926,0.0
2020-03-02,30.0,26.0,23.0,31.0,21.0,23.0,30.0,42.0,34.0,38.0,33.07436182019978,0.0
2020-03-03,19.0,24.0,29.0,37.0,18.0,33.0,28.0,32.0,20.0,27.0,29.63374028856826,0.0
2020-03-04,31.0,38.0,21.0,22.0,22.0,18.0,21.0,16.0,18.0,19.0,25.083240843507216,0.0
2020-03-05,17.0,22.0,14.0,11.0,24.0,5.0,10.0,13.0,16.0,14.0,16.204217536071035,0.0
2020-03-06,30.0,35.0,23.0,15.0,46.0,34.0,28.0,14.0,27.0,23.0,30.52164261931188,0.0
2020-03-07,31.0,16.0,23.0,33.0,40.0,26.0,20.0,22.0,15.0,29.0,28.30188679245284,0.0
2020-03-08,20.0,9.0,13.0,10.0,32.0,3.0,11.0,12.0,15.0,27.0,16.870144284128745,0.0
2020-03-09,33.0,45.0,40.0,27.0,51.0,47.0,24.0,41.0,30.0,49.0,42.95227524972254,0.0
2020-03-10,46.0,43.0,38.0,44.0,38.0,48.0,31.0,50.0,33.0,35.0,45.06104328523863,0.0
2020-03-11,63.0,58.0,69.0,53.0,58.0,71.0,46.0,50.0,49.0,59.0,63.92896781354052,0.0
2020-03-12,94.0,73.0,100.0,94.0,100.0,72.0,67.0,80.0,82.0,87.0,94.22863485016649,0.0
2020-03-13,87.0,100.0,75.0,100.0,84.0,95.0,100.0,90.0,84.0,65.0,97.669256381798,0.0
2020-03-14,89.0,96.0,86.0,90.0,75.0,100.0,88.0,100.0,100.0,77.0,100.0,0.0
2020-03-15,100.0,84.0,71.0,95.0,90.0,81.0,94.0,62.0,70.0,100.0,94.0066592674806,0.0
2020-03-16,80.0,76.0,64.0,59.0,64.0,72.0,56.0,73.0,64.0,69.0,75.1387347391787,0.0
2020-03-17,78.0,53.0,78.0,67.0,65.0,90.0,68.0,84.0,52.0,53.0,76.35960044395117,0.0
2020-03-18,49.0,61.0,53.0,45.0,58.0,49.0,47.0,33.0,54.0,51.0,55.49389567147614,0.0
2020-03-19,52.0,52.0,47.0,58.0,50.0,44.0,49.0,51.0,45.0,59.0,56.27081021087681,0.0
