date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-05,20.0,30.0,40.0,49.0,21.0,29.0,14.0,16.0,51.0,31.0,23.0,16.0,41.0,17.0,24.0,17.0,8.0,31.0,17.0,44.21052631578947,34.22643904720542
2020-10-06,15.0,46.0,16.0,21.0,45.0,22.0,22.0,26.0,18.0,20.0,40.0,17.0,25.0,27.0,59.0,26.0,52.0,37.0,52.0,38.94736842105263,39.66859319146092
2020-10-07,14.0,31.0,48.0,42.0,32.0,37.0,30.0,17.0,53.0,6.0,31.0,34.0,42.0,36.0,17.0,25.0,26.0,31.0,25.0,24.210526315789473,38.16189489860689
2020-10-08,22.0,46.0,33.0,42.0,45.0,45.0,30.0,26.0,27.0,33.0,25.0,43.0,42.0,46.0,9.0,44.0,36.0,48.0,9.0,7.368421052631579,41.78999766144389
2020-10-09,39.0,66.0,43.0,22.0,60.0,48.0,32.0,46.0,46.0,34.0,17.0,55.0,27.0,57.0,55.0,19.0,38.0,30.0,37.0,50.526315789473685,52.14646042828984
2020-10-10,70.0,9.0,78.0,62.0,65.0,53.0,60.0,92.0,63.0,54.0,38.0,49.0,78.0,43.0,40.0,30.0,41.0,47.0,40.0,73.6842105263158,68.91390772725754
2020-10-11,16.0,25.0,26.0,22.0,23.0,32.0,16.0,37.0,28.0,14.0,59.0,37.0,18.0,20.0,36.0,36.0,27.0,51.0,73.0,17.894736842105264,38.96702635886813
2020-10-12,30.0,31.0,33.0,21.0,44.0,31.0,15.0,35.0,27.0,26.0,41.0,18.0,26.0,29.0,26.0,27.0,64.0,42.0,45.0,33.68421052631579,40.921391106805196
2020-10-13,23.0,24.0,25.0,0.0,11.0,37.0,15.0,18.0,44.0,20.0,17.0,26.0,52.0,29.0,36.0,64.0,27.0,17.0,37.0,25.263157894736842,34.737580596665886
2020-10-14,23.0,24.0,34.0,33.0,56.0,0.0,23.0,44.0,45.0,33.0,58.0,36.0,17.0,19.0,44.0,71.0,55.0,29.0,35.0,41.05263157894737,45.70540874619984
2020-10-15,47.0,58.0,26.0,56.0,93.0,54.0,38.0,82.0,76.0,28.0,61.0,36.0,54.0,70.0,83.0,74.0,77.0,38.0,65.0,25.263157894736842,72.44178665686701
2020-10-16,100.0,59.0,73.0,71.0,96.0,81.0,50.0,97.0,49.0,21.0,81.0,48.0,75.0,92.0,28.0,39.0,49.0,53.0,38.0,77.89473684210526,81.11448902549024
2020-10-17,25.0,54.0,48.0,48.0,50.0,51.0,25.0,60.0,40.0,22.0,18.0,39.0,10.0,52.0,19.0,39.0,40.0,32.0,19.0,56.8421052631579,47.46934821100457
2020-10-18,41.0,9.0,9.0,36.0,25.0,8.0,8.0,10.0,19.0,22.0,9.0,10.0,29.0,21.0,19.0,20.0,10.0,27.0,20.0,27.36842105263158,24.080446330137303
2020-10-19,15.0,57.0,35.0,55.0,80.0,31.0,31.0,45.0,37.0,41.0,17.0,36.0,26.0,19.0,18.0,19.0,19.0,25.0,9.0,8.421052631578947,39.57171015267431
2020-10-20,38.0,24.0,26.0,75.0,56.0,8.0,23.0,44.0,37.0,20.0,42.0,44.0,35.0,38.0,35.0,52.0,63.0,25.0,35.0,33.68421052631579,47.840176393946486
2020-10-21,37.0,39.0,51.0,65.0,80.0,46.0,52.0,71.0,54.0,47.0,42.0,52.0,59.0,75.0,45.0,47.0,46.0,50.0,55.0,41.05263157894737,66.90609026826577
2020-10-22,77.0,80.0,85.0,100.0,67.0,100.0,100.0,100.0,100.0,100.0,52.0,96.0,68.0,58.0,81.0,66.0,37.0,68.0,0.0,100.0,97.43426986937493
2020-10-23,24.0,25.0,53.0,45.0,47.0,31.0,31.0,75.0,46.0,41.0,52.0,72.0,54.0,39.0,54.0,65.0,66.0,76.0,74.0,34.73684210526316,63.77576587712558
2020-10-24,57.0,34.0,72.0,46.0,60.0,50.0,49.0,67.0,28.0,21.0,52.0,47.0,74.0,81.0,100.0,85.0,28.0,61.0,47.0,43.1578947368421,69.95957638726489
2020-10-25,45.0,31.0,41.0,65.0,58.0,54.0,53.0,70.0,53.0,20.0,42.0,43.0,59.0,46.0,60.0,62.0,63.0,71.0,53.0,48.421052631578945,65.85039922493569
2020-10-26,15.0,39.0,17.0,44.0,34.0,46.0,15.0,53.0,18.0,13.0,67.0,35.0,43.0,46.0,80.0,80.0,45.0,69.0,100.0,32.63157894736842,56.59639862359268
2020-10-27,81.0,62.0,99.0,54.0,66.0,37.0,67.0,71.0,71.0,45.0,49.0,76.0,60.0,54.0,68.0,45.0,53.0,56.0,53.0,48.421052631578945,77.14896602412054
2020-10-28,37.0,100.0,57.0,94.0,99.0,89.0,66.0,88.0,82.0,64.0,83.0,100.0,76.0,100.0,54.0,100.0,63.0,77.0,98.0,48.421052631578945,100.0
2020-10-29,63.0,60.0,31.0,81.0,52.0,36.0,56.0,92.0,51.0,38.0,47.0,33.0,48.0,90.0,42.0,43.0,43.0,39.0,51.0,37.89473684210526,65.62656599739417
2020-10-30,37.0,33.0,49.0,36.0,28.0,39.0,25.0,59.0,15.0,28.0,42.0,37.0,43.0,8.0,59.0,30.0,31.0,41.0,39.0,26.31578947368421,44.76998630274279
2020-10-31,55.0,95.0,100.0,59.0,82.0,98.0,70.0,66.0,67.0,74.0,85.0,82.0,80.0,96.0,96.0,33.0,100.0,100.0,66.0,38.94736842105263,97.93872982995356
2020-11-01,47.0,43.0,30.0,87.0,100.0,34.0,48.0,48.0,80.0,30.0,15.0,47.0,39.0,52.0,88.0,65.0,74.0,60.0,88.0,50.526315789473685,71.4428891190325
2020-11-02,27.0,14.0,38.0,59.0,30.0,14.0,14.0,8.0,16.0,30.0,22.0,16.0,23.0,26.0,23.0,40.0,62.0,37.0,79.0,22.105263157894736,38.091738215347604
2020-11-03,68.0,22.0,59.0,77.0,90.0,41.0,69.0,87.0,33.0,59.0,68.0,78.0,100.0,96.0,47.0,41.0,65.0,42.0,24.0,57.89473684210526,77.68683392910833
2020-11-04,31.0,19.0,28.0,36.0,37.0,50.0,19.0,44.0,30.0,28.0,14.0,36.0,36.0,31.0,21.0,37.0,7.0,17.0,29.0,6.315789473684211,35.312197240503785
2020-11-05,45.0,48.0,51.0,55.0,47.0,39.0,59.0,31.0,39.0,40.0,22.0,45.0,37.0,40.0,37.0,46.0,63.0,49.0,63.0,55.78947368421053,57.875922894464296
2020-11-06,33.0,14.0,36.0,20.0,50.0,53.0,34.0,32.0,16.0,53.0,43.0,39.0,31.0,75.0,54.0,48.0,24.0,22.0,32.0,43.1578947368421,47.74329335515985
2020-11-07,46.0,28.0,22.0,57.0,70.0,40.0,40.0,39.0,63.0,6.0,51.0,31.0,38.0,25.0,31.0,31.0,48.0,40.0,32.0,50.526315789473685,50.051782313834224
2020-11-08,55.0,35.0,53.0,58.0,41.0,34.0,34.0,41.0,49.0,35.0,58.0,23.0,23.0,68.0,54.0,64.0,40.0,37.0,73.0,22.105263157894736,56.943841245448155
2020-11-09,27.0,35.0,22.0,57.0,70.0,48.0,27.0,56.0,24.0,47.0,37.0,54.0,39.0,17.0,39.0,40.0,32.0,48.0,71.0,7.368421052631579,50.61303577990845
2020-11-10,42.0,72.0,38.0,70.0,71.0,70.0,61.0,73.0,58.0,25.0,61.0,49.0,70.0,86.0,79.0,73.0,65.0,30.0,81.0,30.526315789473685,76.45742157485049
2020-11-11,26.0,53.0,34.0,28.0,58.0,46.0,26.0,69.0,31.0,39.0,70.0,52.0,29.0,47.0,59.0,23.0,52.0,46.0,52.0,82.10526315789474,58.53071860488424
