date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5025125628140703,0
2020-01-02,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.21105527638191,0
2020-01-03,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.3115577889447234,0
2020-01-04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4020100502512563,0
2020-01-05,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0050251256281406,0
2020-01-06,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.2060301507537687,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.5025125628140703,0
2020-01-08,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.306532663316583,0
2020-01-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3015075376884422,0
2020-01-10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5025125628140703,0
2020-01-11,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.9045226130653267,0
2020-01-12,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9045226130653267,0
2020-01-13,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.7085427135678393,0
2020-01-14,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.9095477386934674,0
2020-01-15,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0050251256281406,0
2020-01-16,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.5075376884422111,0
2020-01-17,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9045226130653267,0
2020-01-18,1.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.2060301507537687,0
2020-01-19,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.9045226130653267,0
2020-01-20,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.613065326633166,0
2020-01-21,4.0,2.0,5.0,3.0,1.0,2.0,5.0,4.0,3.0,4.0,3.3165829145728645,0
2020-01-22,4.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,7.0,4.0,4.321608040201005,0
2020-01-23,13.0,9.0,11.0,10.0,15.0,13.0,13.0,13.0,12.0,9.0,11.859296482412061,0
2020-01-24,15.0,12.0,16.0,15.0,16.0,14.0,13.0,19.0,15.0,14.0,14.974874371859297,0
2020-01-25,13.0,14.0,13.0,15.0,15.0,19.0,17.0,20.0,15.0,14.0,15.577889447236181,0
2020-01-26,17.0,19.0,20.0,15.0,19.0,15.0,24.0,25.0,21.0,22.0,19.798994974874372,0
2020-01-27,16.0,22.0,14.0,16.0,23.0,16.0,15.0,24.0,16.0,17.0,17.989949748743715,0
2020-01-28,18.0,23.0,16.0,17.0,17.0,23.0,19.0,20.0,22.0,16.0,19.19597989949749,0
2020-01-29,19.0,17.0,22.0,20.0,23.0,22.0,24.0,20.0,16.0,23.0,20.7035175879397,0
2020-01-30,18.0,17.0,17.0,13.0,22.0,17.0,20.0,22.0,17.0,15.0,17.889447236180903,0
2020-01-31,19.0,22.0,24.0,20.0,27.0,20.0,20.0,24.0,19.0,25.0,22.110552763819097,0
2020-02-01,14.0,27.0,19.0,21.0,18.0,22.0,21.0,22.0,17.0,20.0,20.20100502512563,0
2020-02-02,18.0,17.0,19.0,17.0,19.0,22.0,20.0,18.0,21.0,22.0,19.396984924623116,0
2020-02-03,21.0,20.0,20.0,18.0,31.0,21.0,19.0,20.0,23.0,21.0,21.507537688442213,0
2020-02-04,15.0,15.0,10.0,12.0,14.0,14.0,13.0,14.0,15.0,15.0,13.768844221105528,0
2020-02-05,13.0,12.0,13.0,10.0,10.0,14.0,8.0,12.0,8.0,8.0,10.85427135678392,0
2020-02-06,7.0,7.0,10.0,8.0,9.0,7.0,11.0,11.0,7.0,8.0,8.542713567839195,0
2020-02-07,8.0,9.0,10.0,9.0,7.0,8.0,8.0,8.0,10.0,5.0,8.241206030150753,0
2020-02-08,9.0,11.0,12.0,12.0,13.0,11.0,11.0,16.0,9.0,8.0,11.256281407035177,0
2020-02-09,10.0,9.0,9.0,10.0,12.0,9.0,7.0,10.0,10.0,9.0,9.547738693467336,0
2020-02-10,4.0,6.0,7.0,7.0,4.0,8.0,6.0,5.0,6.0,5.0,5.8291457286432165,0
2020-02-11,8.0,7.0,7.0,8.0,8.0,5.0,8.0,7.0,8.0,3.0,6.934673366834171,0
2020-02-12,7.0,10.0,7.0,7.0,10.0,11.0,11.0,7.0,11.0,10.0,9.14572864321608,0
2020-02-13,7.0,9.0,11.0,6.0,8.0,8.0,9.0,8.0,6.0,8.0,8.040201005025125,0
2020-02-14,3.0,6.0,5.0,7.0,7.0,4.0,5.0,10.0,6.0,4.0,5.728643216080402,0
2020-02-15,6.0,4.0,5.0,4.0,2.0,5.0,6.0,6.0,6.0,6.0,5.025125628140704,0
2020-02-16,5.0,6.0,4.0,5.0,7.0,5.0,3.0,5.0,5.0,3.0,4.824120603015075,0
2020-02-17,5.0,5.0,5.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,4.92462311557789,0
2020-02-18,6.0,3.0,4.0,5.0,2.0,5.0,5.0,6.0,5.0,5.0,4.623115577889447,0
2020-02-19,5.0,7.0,8.0,4.0,8.0,4.0,4.0,6.0,5.0,5.0,5.628140703517588,0
2020-02-20,3.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.21105527638191,0
2020-02-21,7.0,7.0,9.0,6.0,9.0,8.0,9.0,11.0,8.0,7.0,8.140703517587939,0
2020-02-22,11.0,14.0,13.0,19.0,19.0,15.0,15.0,15.0,17.0,12.0,15.075376884422111,0
2020-02-23,34.0,35.0,37.0,38.0,42.0,31.0,38.0,40.0,35.0,37.0,36.88442211055277,0
2020-02-24,54.0,59.0,69.0,61.0,70.0,57.0,67.0,75.0,54.0,55.0,62.41206030150754,0
2020-02-25,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0
2020-02-26,47.0,64.0,53.0,57.0,58.0,50.0,59.0,61.0,57.0,53.0,56.18090452261306,0
2020-02-27,33.0,32.0,33.0,30.0,37.0,26.0,33.0,35.0,33.0,28.0,32.1608040201005,0
2020-02-28,28.0,28.0,25.0,30.0,28.0,24.0,32.0,34.0,30.0,28.0,28.844221105527637,0
2020-02-29,19.0,18.0,23.0,16.0,24.0,19.0,18.0,24.0,15.0,18.0,19.497487437185928,0
2020-03-01,16.0,21.0,22.0,16.0,22.0,15.0,18.0,21.0,16.0,13.0,18.09045226130653,0
2020-03-02,14.0,18.0,17.0,15.0,16.0,11.0,14.0,17.0,12.0,15.0,14.974874371859297,0
2020-03-03,21.0,24.0,28.0,26.0,36.0,28.0,20.0,33.0,33.0,23.0,27.33668341708543,0
2020-03-04,16.0,18.0,15.0,21.0,20.0,19.0,18.0,17.0,19.0,18.0,18.19095477386935,0
2020-03-05,23.0,30.0,27.0,25.0,23.0,29.0,26.0,28.0,30.0,25.0,26.733668341708544,0
2020-03-06,21.0,19.0,23.0,18.0,21.0,24.0,27.0,26.0,19.0,20.0,21.90954773869347,0
2020-03-07,16.0,17.0,16.0,14.0,16.0,18.0,20.0,28.0,19.0,19.0,18.391959798994975,0
2020-03-08,22.0,25.0,18.0,21.0,22.0,20.0,19.0,24.0,22.0,21.0,21.507537688442213,0
2020-03-09,31.0,38.0,34.0,28.0,37.0,32.0,32.0,41.0,40.0,24.0,33.869346733668344,0
2020-03-10,32.0,37.0,33.0,37.0,32.0,37.0,38.0,46.0,43.0,34.0,37.085427135678394,0
2020-03-11,59.0,70.0,57.0,65.0,70.0,59.0,67.0,70.0,63.0,59.0,64.22110552763819,0
2020-03-12,73.0,86.0,76.0,85.0,92.0,77.0,78.0,98.0,89.0,76.0,83.41708542713567,0
2020-03-13,64.0,74.0,66.0,71.0,80.0,71.0,69.0,86.0,71.0,76.0,73.16582914572864,0
2020-03-14,67.0,67.0,73.0,64.0,73.0,67.0,79.0,92.0,79.0,60.0,72.46231155778894,0
2020-03-15,69.0,63.0,63.0,63.0,71.0,63.0,75.0,80.0,70.0,56.0,67.63819095477388,0
2020-03-16,50.0,63.0,57.0,57.0,58.0,61.0,64.0,68.0,63.0,54.0,59.79899497487437,0
2020-03-17,59.0,59.0,63.0,59.0,66.0,69.0,65.0,69.0,68.0,59.0,63.91959798994975,0
2020-03-18,61.0,57.0,73.0,71.0,70.0,61.0,76.0,76.0,67.0,55.0,67.03517587939699,0
2020-03-19,59.0,64.0,64.0,59.0,71.0,54.0,65.0,67.0,61.0,54.0,62.11055276381909,0
2020-03-20,61.0,61.0,63.0,63.0,71.0,61.0,67.0,73.0,74.0,60.0,65.72864321608041,0
2020-03-21,83.0,84.0,100.0,92.0,99.0,86.0,86.0,100.0,90.0,74.0,89.84924623115577,0
2020-03-22,44.0,49.0,52.0,56.0,56.0,47.0,50.0,54.0,57.0,43.0,51.05527638190955,0
2020-03-23,55.0,52.0,49.0,52.0,58.0,45.0,59.0,59.0,56.0,58.0,54.57286432160804,0
2020-03-24,39.0,39.0,47.0,46.0,42.0,42.0,42.0,57.0,42.0,40.0,43.81909547738694,0
2020-03-25,40.0,43.0,44.0,40.0,47.0,40.0,41.0,47.0,42.0,40.0,42.61306532663317,0
2020-03-26,35.0,39.0,36.0,36.0,45.0,38.0,36.0,38.0,43.0,34.0,38.19095477386934,0
2020-03-27,33.0,42.0,38.0,37.0,44.0,44.0,41.0,47.0,41.0,41.0,41.00502512562814,0
2020-03-28,40.0,40.0,49.0,38.0,49.0,39.0,44.0,50.0,37.0,36.0,42.41206030150754,0
2020-03-29,31.0,43.0,44.0,42.0,46.0,38.0,36.0,45.0,45.0,32.0,40.40201005025126,0
