,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-29,0.0,0.0,12.0,33.0,22.0,33.0,0.0,10.0,0.0,0.0,0.0,21.0,24.0,21.0,21.0,22.0,10.0,0.0,0.0,0.0,13.494401885680613
2020-01-30,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7695934001178553
2020-01-31,13.0,12.0,12.0,11.0,11.0,23.0,10.0,10.0,0.0,15.0,12.0,0.0,12.0,11.0,11.0,23.0,11.0,12.0,0.0,9.0,12.846199175014732
2020-02-01,0.0,0.0,0.0,0.0,12.0,12.0,11.0,0.0,12.0,16.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,11.0,0.0,5.833824395992929
2020-02-02,0.0,39.0,13.0,0.0,0.0,0.0,10.0,11.0,0.0,30.0,26.0,11.0,0.0,11.0,0.0,12.0,11.0,12.0,0.0,19.0,12.080141426045964
2020-02-03,12.0,11.0,32.0,10.0,0.0,10.0,17.0,18.0,20.0,0.0,33.0,19.0,0.0,29.0,28.0,20.0,27.0,31.0,8.0,0.0,19.151443724219213
2020-02-04,26.0,0.0,12.0,11.0,0.0,11.0,9.0,0.0,0.0,14.0,12.0,10.0,0.0,10.0,10.0,11.0,10.0,0.0,0.0,8.0,9.074837949322335
2020-02-05,26.0,36.0,36.0,22.0,22.0,33.0,19.0,41.0,22.0,42.0,36.0,32.0,60.0,11.0,0.0,34.0,21.0,12.0,10.0,35.0,32.41013553329405
2020-02-06,40.0,12.0,49.0,34.0,11.0,11.0,29.0,21.0,0.0,14.0,25.0,11.0,24.0,22.0,0.0,0.0,0.0,12.0,10.0,9.0,19.681791396582206
2020-02-07,0.0,13.0,13.0,12.0,23.0,12.0,10.0,11.0,12.0,15.0,13.0,11.0,25.0,11.0,22.0,12.0,11.0,12.0,10.0,18.0,15.674720094284032
2020-02-08,45.0,14.0,0.0,25.0,25.0,37.0,11.0,23.0,25.0,32.0,28.0,12.0,40.0,12.0,12.0,13.0,0.0,0.0,11.0,20.0,22.687094873305835
2020-02-09,13.0,24.0,0.0,0.0,22.0,11.0,19.0,20.0,11.0,28.0,12.0,0.0,24.0,32.0,0.0,11.0,10.0,12.0,19.0,18.0,16.853270477312908
2020-02-10,0.0,0.0,11.0,21.0,10.0,0.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.06776664702416
2020-02-11,0.0,0.0,11.0,11.0,11.0,11.0,0.0,10.0,11.0,27.0,23.0,0.0,12.0,10.0,10.0,11.0,20.0,23.0,18.0,8.0,13.376546847377726
2020-02-12,13.0,0.0,0.0,0.0,21.0,0.0,9.0,10.0,0.0,14.0,0.0,0.0,0.0,21.0,10.0,11.0,30.0,34.0,18.0,0.0,11.255156157925754
2020-02-13,13.0,0.0,12.0,21.0,0.0,11.0,19.0,0.0,11.0,0.0,12.0,10.0,12.0,0.0,30.0,11.0,20.0,11.0,18.0,8.0,12.905126694166176
2020-02-14,13.0,24.0,12.0,23.0,23.0,23.0,0.0,31.0,34.0,29.0,12.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.496169711255158
2020-02-15,30.0,14.0,27.0,13.0,13.0,0.0,22.0,0.0,25.0,32.0,14.0,24.0,27.0,0.0,0.0,26.0,11.0,0.0,0.0,0.0,16.381850324101357
2020-02-16,13.0,12.0,24.0,0.0,23.0,23.0,0.0,0.0,11.0,0.0,25.0,22.0,25.0,11.0,11.0,12.0,10.0,0.0,20.0,9.0,14.790807307012376
2020-02-17,0.0,11.0,11.0,0.0,10.0,0.0,9.0,0.0,0.0,13.0,0.0,20.0,0.0,20.0,29.0,11.0,10.0,11.0,9.0,8.0,10.13553329404832
2020-02-18,0.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,10.0,0.0,10.0,10.0,11.0,0.0,0.0,36.0,8.0,8.485562757807896
