date,/m/0cjf0,isPartial
2020-02-24,12,False
2020-02-25,24,False
2020-02-26,20,False
2020-02-27,16,False
2020-02-28,20,False
2020-02-29,27,False
2020-03-01,29,False
2020-03-02,23,False
2020-03-03,22,False
2020-03-04,21,False
2020-03-05,25,False
2020-03-06,32,False
2020-03-07,33,False
2020-03-08,33,False
2020-03-09,26,False
2020-03-10,41,False
2020-03-11,51,False
2020-03-12,55,False
2020-03-13,75,False
2020-03-14,78,False
2020-03-15,100,False
2020-03-16,94,False
2020-03-17,87,False
2020-03-18,78,False
2020-03-19,74,False
2020-03-20,61,False
2020-03-21,63,False
