date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,22.0,21.0,15.0,25.0,23.0,16.0,26.0,11.0,19.0,18.0,19.6,0
2020-01-02,23.0,22.0,11.0,24.0,13.0,18.0,20.0,14.0,17.0,21.0,18.3,0
2020-01-03,27.0,19.0,20.0,28.0,27.0,28.0,29.0,18.0,30.0,31.0,25.7,0
2020-01-04,14.0,18.0,12.0,14.0,10.0,12.0,16.0,14.0,15.0,16.0,14.1,0
2020-01-05,19.0,15.0,13.0,15.0,8.0,19.0,14.0,12.0,20.0,19.0,15.4,0
2020-01-06,8.0,18.0,17.0,13.0,21.0,13.0,17.0,11.0,17.0,15.0,15.0,0
2020-01-07,11.0,5.0,13.0,15.0,11.0,8.0,12.0,12.0,21.0,12.0,12.0,0
2020-01-08,19.0,16.0,8.0,23.0,18.0,13.0,13.0,12.0,18.0,12.0,15.2,0
2020-01-09,17.0,15.0,9.0,14.0,18.0,9.0,14.0,10.0,19.0,9.0,13.4,0
2020-01-10,8.0,8.0,8.0,9.0,11.0,11.0,12.0,9.0,7.0,12.0,9.5,0
2020-01-11,14.0,18.0,23.0,17.0,21.0,24.0,19.0,18.0,21.0,17.0,19.2,0
2020-01-12,14.0,11.0,13.0,18.0,15.0,10.0,14.0,8.0,16.0,15.0,13.4,0
2020-01-13,10.0,18.0,20.0,21.0,22.0,17.0,25.0,14.0,20.0,14.0,18.1,0
2020-01-14,10.0,17.0,12.0,15.0,11.0,12.0,19.0,9.0,10.0,11.0,12.6,0
2020-01-15,11.0,16.0,9.0,15.0,10.0,13.0,10.0,5.0,13.0,15.0,11.7,0
2020-01-16,22.0,21.0,18.0,24.0,15.0,17.0,14.0,14.0,29.0,18.0,19.2,0
2020-01-17,14.0,15.0,13.0,12.0,9.0,18.0,9.0,7.0,7.0,8.0,11.2,0
2020-01-18,19.0,15.0,7.0,20.0,14.0,18.0,22.0,18.0,18.0,17.0,16.8,0
2020-01-19,26.0,16.0,9.0,14.0,14.0,15.0,13.0,11.0,18.0,17.0,15.3,0
2020-01-20,12.0,13.0,6.0,12.0,8.0,10.0,15.0,6.0,9.0,18.0,10.9,0
2020-01-21,21.0,14.0,8.0,15.0,16.0,15.0,11.0,11.0,19.0,10.0,14.0,0
2020-01-22,17.0,16.0,17.0,19.0,11.0,16.0,11.0,22.0,22.0,13.0,16.4,0
2020-01-23,19.0,16.0,9.0,17.0,19.0,13.0,21.0,13.0,21.0,20.0,16.8,0
2020-01-24,22.0,13.0,11.0,11.0,16.0,12.0,13.0,11.0,19.0,14.0,14.2,0
2020-01-25,23.0,25.0,19.0,21.0,19.0,16.0,16.0,15.0,20.0,24.0,19.8,0
2020-01-26,19.0,3.0,13.0,10.0,8.0,10.0,12.0,8.0,21.0,15.0,11.9,0
2020-01-27,16.0,23.0,16.0,16.0,15.0,11.0,17.0,14.0,24.0,13.0,16.5,0
2020-01-28,22.0,20.0,16.0,21.0,19.0,20.0,14.0,13.0,14.0,15.0,17.4,0
2020-01-29,18.0,17.0,15.0,10.0,14.0,16.0,18.0,9.0,14.0,12.0,14.3,0
2020-01-30,20.0,15.0,12.0,18.0,13.0,12.0,17.0,14.0,13.0,21.0,15.5,0
2020-01-31,20.0,28.0,16.0,23.0,28.0,17.0,19.0,18.0,15.0,28.0,21.2,0
2020-02-01,24.0,33.0,13.0,22.0,12.0,16.0,20.0,12.0,21.0,15.0,18.8,0
2020-02-02,14.0,14.0,10.0,14.0,17.0,12.0,16.0,8.0,18.0,15.0,13.8,0
2020-02-03,21.0,16.0,23.0,18.0,16.0,15.0,15.0,11.0,16.0,17.0,16.8,0
2020-02-04,18.0,24.0,23.0,27.0,20.0,12.0,11.0,13.0,24.0,15.0,18.7,0
2020-02-05,21.0,13.0,12.0,20.0,23.0,15.0,19.0,15.0,20.0,19.0,17.7,0
