,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-01-29,34.0,13.0,17.0,27.0,18.0,8.0,0.0,34.0,17.0,24.0,0.0,7.0,18.0,17.0,14.0,16.0,19.0,6.0,0.0,27.0,18.27646038172354
2020-01-30,34.0,28.0,27.0,27.0,12.0,40.0,0.0,35.0,18.0,16.0,30.0,14.0,30.0,29.0,34.0,24.0,7.0,19.0,19.0,20.0,26.778484673221513
2020-01-31,29.0,0.0,19.0,22.0,13.0,0.0,13.0,27.0,19.0,17.0,32.0,22.0,13.0,43.0,22.0,26.0,7.0,19.0,7.0,7.0,20.64777327935223
2020-02-01,38.0,22.0,19.0,22.0,7.0,26.0,7.0,9.0,19.0,18.0,8.0,7.0,0.0,25.0,15.0,18.0,42.0,13.0,21.0,22.0,20.705610179294386
2020-02-02,69.0,38.0,30.0,61.0,41.0,35.0,28.0,49.0,69.0,45.0,66.0,53.0,40.0,40.0,23.0,0.0,44.0,34.0,43.0,39.0,48.987854251012145
2020-02-03,32.0,45.0,58.0,39.0,17.0,37.0,48.0,57.0,49.0,45.0,34.0,26.0,28.0,27.0,32.0,23.0,30.0,11.0,24.0,38.0,40.48582995951417
2020-02-04,28.0,62.0,27.0,41.0,12.0,40.0,32.0,26.0,53.0,48.0,30.0,41.0,55.0,18.0,27.0,32.0,32.0,18.0,32.0,28.0,39.444765760555235
2020-02-05,21.0,7.0,36.0,28.0,25.0,32.0,20.0,27.0,27.0,16.0,15.0,42.0,6.0,18.0,21.0,33.0,13.0,25.0,40.0,35.0,28.16657027183343
2020-02-06,22.0,28.0,37.0,14.0,44.0,25.0,20.0,27.0,55.0,34.0,8.0,21.0,13.0,6.0,42.0,34.0,20.0,32.0,33.0,29.0,31.463273568536724
2020-02-07,23.0,22.0,29.0,7.0,13.0,17.0,14.0,0.0,10.0,26.0,0.0,0.0,0.0,6.0,7.0,0.0,14.0,0.0,7.0,37.0,13.418160786581838
2020-02-08,16.0,39.0,51.0,23.0,35.0,36.0,44.0,30.0,30.0,28.0,43.0,16.0,21.0,7.0,47.0,27.0,15.0,42.0,22.0,24.0,34.470792365529206
2020-02-09,31.0,47.0,30.0,55.0,28.0,72.0,29.0,30.0,50.0,46.0,42.0,47.0,20.0,26.0,31.0,28.0,37.0,48.0,15.0,23.0,42.51012145748988
2020-02-10,21.0,41.0,63.0,34.0,31.0,48.0,13.0,61.0,88.0,16.0,52.0,61.0,54.0,18.0,62.0,88.0,26.0,36.0,19.0,14.0,48.93001735106998
