,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-10-05,0.0,0.0,0.0,0.0,94.0,93.0,100.0,0.0,94.0,90.9090909090909,0.0,0.0,94.89795918367346,51.0,0.0,0.0,91.39784946236558,91.0,88.54166666666667,93.0,94.57832980396094
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,49.0,90.0,95.0,0.0,0.0,97.8021978021978,0.0,0.0,0.0,0.0,93.54838709677419,0.0,0.0,0.0,40.9769173481317
2020-10-07,96.0,0.0,0.0,0.0,97.0,96.0,0.0,92.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,52.12765957446808,96.7741935483871,93.0,0.0,95.0,78.50504282293583
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5278299448433295
2020-10-14,0.0,0.0,93.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,97.8021978021978,97.95918367346938,51.0,0.0,0.0,0.0,0.0,0.0,0.0,41.49817621548098
