date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.102102102102102,0
2020-01-02,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.103103103103103,0
2020-01-03,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.5025025025025025,0
2020-01-04,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.7027027027027026,0
2020-01-05,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.6026026026026026,0
2020-01-06,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.5025025025025025,0
2020-01-07,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2022022022022023,0
2020-01-08,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.2022022022022023,0
2020-01-09,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.7027027027027026,0
2020-01-10,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.8028028028028027,0
2020-01-11,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.003003003003003,0
2020-01-12,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.302302302302302,0
2020-01-13,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.9029029029029028,0
2020-01-14,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.003003003003003,0
2020-01-15,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.203203203203203,0
2020-01-16,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.503503503503503,0
2020-01-17,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.003003003003003,0
2020-01-18,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.5025025025025025,0
2020-01-19,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.304304304304304,0
2020-01-20,5.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.105105105105104,0
2020-01-21,7.0,8.0,6.0,9.0,7.0,8.0,6.0,7.0,8.0,8.0,7.4074074074074066,0
2020-01-22,11.0,11.0,10.0,10.0,11.0,12.0,10.0,11.0,11.0,12.0,10.91091091091091,0
2020-01-23,15.0,16.0,14.0,14.0,15.0,15.0,13.0,15.0,16.0,17.0,15.015015015015015,0
2020-01-24,24.0,25.0,23.0,26.0,25.0,23.0,23.0,27.0,24.0,25.0,24.524524524524523,0
2020-01-25,35.0,38.0,37.0,35.0,34.0,35.0,34.0,37.0,39.0,41.0,36.53653653653654,0
2020-01-26,27.0,28.0,28.0,29.0,33.0,32.0,28.0,30.0,34.0,31.0,30.03003003003003,0
2020-01-27,30.0,31.0,30.0,29.0,31.0,30.0,28.0,31.0,30.0,33.0,30.33033033033033,0
2020-01-28,37.0,39.0,40.0,39.0,39.0,43.0,39.0,40.0,41.0,41.0,39.83983983983983,0
2020-01-29,44.0,46.0,39.0,39.0,38.0,42.0,40.0,46.0,38.0,41.0,41.34134134134134,0
2020-01-30,31.0,33.0,31.0,31.0,31.0,34.0,32.0,31.0,32.0,33.0,31.93193193193193,0
2020-01-31,24.0,26.0,23.0,23.0,26.0,25.0,24.0,26.0,24.0,26.0,24.724724724724723,0
2020-02-01,20.0,22.0,21.0,20.0,21.0,20.0,19.0,23.0,21.0,24.0,21.12112112112112,0
2020-02-02,18.0,19.0,19.0,17.0,20.0,17.0,16.0,18.0,17.0,18.0,17.917917917917915,0
2020-02-03,13.0,16.0,15.0,14.0,13.0,15.0,14.0,14.0,14.0,16.0,14.414414414414413,0
2020-02-04,11.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,10.71071071071071,0
2020-02-05,12.0,12.0,10.0,11.0,11.0,10.0,10.0,12.0,9.0,12.0,10.91091091091091,0
2020-02-06,13.0,12.0,14.0,13.0,12.0,13.0,13.0,13.0,11.0,12.0,12.612612612612612,0
2020-02-07,10.0,10.0,9.0,10.0,9.0,9.0,8.0,8.0,11.0,11.0,9.50950950950951,0
2020-02-08,10.0,10.0,10.0,9.0,9.0,11.0,8.0,9.0,10.0,9.0,9.50950950950951,0
2020-02-09,12.0,10.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,10.0,10.11011011011011,0
2020-02-10,10.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,11.0,9.0,9.709709709709708,0
2020-02-11,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.209209209209208,0
2020-02-12,8.0,7.0,8.0,10.0,8.0,7.0,7.0,9.0,10.0,9.0,8.308308308308309,0
2020-02-13,7.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,8.0,10.0,8.80880880880881,0
2020-02-14,7.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.606606606606606,0
2020-02-15,7.0,7.0,8.0,7.0,7.0,6.0,7.0,9.0,7.0,7.0,7.207207207207206,0
2020-02-16,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,6.0,7.207207207207206,0
2020-02-17,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.106106106106106,0
2020-02-18,7.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,8.0,6.0,6.406406406406406,0
2020-02-19,6.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,6.806806806806806,0
2020-02-20,6.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,5.7057057057057055,0
2020-02-21,7.0,6.0,5.0,7.0,6.0,6.0,5.0,8.0,7.0,7.0,6.406406406406406,0
2020-02-22,8.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.906906906906906,0
2020-02-23,14.0,16.0,14.0,14.0,15.0,15.0,12.0,16.0,15.0,15.0,14.614614614614613,0
2020-02-24,25.0,23.0,24.0,22.0,25.0,22.0,22.0,25.0,23.0,25.0,23.623623623623622,0
2020-02-25,29.0,32.0,31.0,31.0,31.0,28.0,28.0,34.0,31.0,29.0,30.43043043043043,0
2020-02-26,33.0,37.0,34.0,32.0,36.0,37.0,31.0,34.0,35.0,39.0,34.83483483483483,0
2020-02-27,42.0,45.0,43.0,42.0,43.0,43.0,40.0,43.0,45.0,43.0,42.94294294294294,0
2020-02-28,34.0,41.0,37.0,39.0,38.0,40.0,38.0,40.0,40.0,40.0,38.73873873873874,0
2020-02-29,27.0,31.0,29.0,25.0,28.0,27.0,24.0,28.0,26.0,28.0,27.327327327327325,0
2020-03-01,21.0,24.0,22.0,22.0,23.0,22.0,20.0,25.0,20.0,25.0,22.42242242242242,0
2020-03-02,26.0,28.0,24.0,23.0,23.0,22.0,24.0,28.0,26.0,26.0,25.025025025025023,0
2020-03-03,23.0,25.0,21.0,22.0,20.0,23.0,22.0,29.0,20.0,23.0,22.822822822822822,0
2020-03-04,45.0,47.0,45.0,45.0,47.0,47.0,44.0,50.0,51.0,52.0,47.347347347347345,0
2020-03-05,28.0,30.0,27.0,25.0,25.0,28.0,26.0,29.0,29.0,28.0,27.527527527527525,0
2020-03-06,31.0,33.0,31.0,33.0,28.0,31.0,32.0,32.0,29.0,31.0,31.13113113113113,0
2020-03-07,24.0,27.0,24.0,25.0,25.0,25.0,24.0,27.0,25.0,26.0,25.225225225225223,0
2020-03-08,28.0,29.0,27.0,28.0,29.0,29.0,29.0,29.0,28.0,34.0,29.029029029029026,0
2020-03-09,50.0,51.0,48.0,47.0,51.0,48.0,47.0,50.0,48.0,55.0,49.549549549549546,0
2020-03-10,64.0,66.0,63.0,60.0,63.0,67.0,60.0,63.0,65.0,63.0,63.46346346346346,0
2020-03-11,83.0,89.0,83.0,89.0,87.0,91.0,88.0,94.0,89.0,92.0,88.58858858858858,0
2020-03-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,0
2020-03-13,93.0,99.0,94.0,94.0,95.0,90.0,90.0,98.0,95.0,100.0,94.89489489489489,0
2020-03-14,87.0,90.0,86.0,92.0,87.0,92.0,88.0,91.0,92.0,94.0,89.98998998998998,0
2020-03-15,76.0,77.0,76.0,72.0,76.0,76.0,71.0,75.0,78.0,78.0,75.57557557557557,0
2020-03-16,62.0,68.0,64.0,64.0,65.0,67.0,58.0,68.0,63.0,67.0,64.66466466466466,0
2020-03-17,61.0,63.0,65.0,63.0,62.0,61.0,56.0,67.0,63.0,62.0,62.36236236236236,0
2020-03-18,52.0,53.0,52.0,49.0,51.0,48.0,50.0,54.0,54.0,55.0,51.85185185185185,0
2020-03-19,47.0,53.0,46.0,48.0,51.0,46.0,45.0,48.0,48.0,49.0,48.148148148148145,0
2020-03-20,49.0,49.0,46.0,40.0,43.0,50.0,42.0,47.0,48.0,44.0,45.845845845845844,0
2020-03-21,48.0,53.0,46.0,45.0,48.0,48.0,46.0,54.0,46.0,53.0,48.748748748748746,0
2020-03-22,50.0,53.0,52.0,51.0,49.0,50.0,46.0,52.0,52.0,52.0,50.75075075075075,0
2020-03-23,39.0,43.0,41.0,39.0,39.0,39.0,38.0,42.0,39.0,42.0,40.14014014014014,0
2020-03-24,39.0,42.0,40.0,41.0,41.0,44.0,38.0,40.0,41.0,42.0,40.84084084084083,0
2020-03-25,41.0,45.0,42.0,40.0,41.0,45.0,42.0,48.0,47.0,46.0,43.74374374374374,0
2020-03-26,39.0,41.0,37.0,38.0,37.0,40.0,37.0,42.0,42.0,40.0,39.33933933933933,0
2020-03-27,36.0,39.0,35.0,33.0,33.0,36.0,32.0,36.0,33.0,36.0,34.93493493493493,0
2020-03-28,37.0,36.0,38.0,36.0,35.0,39.0,34.0,38.0,38.0,38.0,36.93693693693694,0
2020-03-29,37.0,37.0,32.0,35.0,34.0,38.0,35.0,36.0,37.0,36.0,35.73573573573574,0
2020-03-30,31.0,34.0,33.0,31.0,35.0,35.0,31.0,36.0,34.0,36.0,33.63363363363363,0
2020-03-31,33.0,35.0,32.0,34.0,33.0,35.0,33.0,35.0,34.0,35.0,33.93393393393393,0
2020-04-01,31.0,33.0,29.0,28.0,28.0,29.0,27.0,29.0,32.0,31.0,29.729729729729726,0
2020-04-02,28.0,29.0,29.0,30.0,30.0,30.0,27.0,30.0,29.0,30.0,29.229229229229226,0
2020-04-03,28.0,28.0,27.0,27.0,29.0,28.0,28.0,28.0,27.0,30.0,28.028028028028025,0
2020-04-04,31.0,37.0,31.0,32.0,33.0,34.0,34.0,34.0,34.0,38.0,33.83383383383383,0
2020-04-05,31.0,31.0,28.0,29.0,29.0,32.0,27.0,35.0,29.0,33.0,30.43043043043043,0
2020-04-06,24.0,22.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,23.423423423423422,0
2020-04-07,22.0,26.0,22.0,24.0,20.0,24.0,22.0,24.0,22.0,26.0,23.223223223223222,0
2020-04-08,22.0,24.0,23.0,20.0,22.0,23.0,20.0,23.0,21.0,23.0,22.12212212212212,0
2020-04-09,19.0,22.0,20.0,19.0,21.0,20.0,18.0,21.0,20.0,21.0,20.12012012012012,0
2020-04-10,18.0,18.0,18.0,15.0,17.0,18.0,17.0,20.0,17.0,20.0,17.817817817817815,0
2020-04-11,18.0,19.0,17.0,18.0,16.0,18.0,18.0,19.0,17.0,19.0,17.917917917917915,0
2020-04-12,19.0,21.0,18.0,20.0,21.0,19.0,17.0,19.0,19.0,20.0,19.31931931931932,0
2020-04-13,16.0,18.0,16.0,17.0,17.0,17.0,15.0,20.0,16.0,17.0,16.916916916916914,0
2020-04-14,17.0,18.0,16.0,16.0,18.0,15.0,15.0,19.0,18.0,18.0,17.017017017017015,0
2020-04-15,15.0,13.0,14.0,14.0,16.0,14.0,13.0,16.0,15.0,14.0,14.414414414414413,0
2020-04-16,14.0,14.0,13.0,15.0,13.0,15.0,14.0,14.0,16.0,15.0,14.314314314314313,0
2020-04-17,15.0,16.0,15.0,15.0,15.0,16.0,14.0,17.0,16.0,15.0,15.415415415415415,0
2020-04-18,15.0,15.0,15.0,13.0,15.0,16.0,13.0,18.0,13.0,16.0,14.914914914914915,0
2020-04-19,16.0,15.0,14.0,14.0,15.0,17.0,15.0,16.0,15.0,16.0,15.315315315315315,0
2020-04-20,12.0,14.0,13.0,13.0,12.0,13.0,11.0,15.0,14.0,12.0,12.912912912912912,0
