,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-03-28,100.0,100.0,100.0,99.0,95.0,92.0,88.0,95.0,89.0,93.0,100.0,91.0,95.0,98.0,92.0,89.0,91.66666666666667,90.0,90.9090909090909,90.0,97.34814134347754
2020-03-29,85.0,87.0,87.0,90.0,89.0,81.0,77.0,92.0,82.0,85.0,82.0,89.0,88.0,86.0,88.0,91.0,88.54166666666667,81.0,90.9090909090909,75.0,88.84315365077124
2020-03-30,63.0,69.0,72.0,70.0,68.0,65.0,62.0,75.0,67.0,66.0,70.0,61.0,73.0,63.0,70.0,68.0,67.70833333333333,61.0,71.71717171717172,61.0,69.61655681049385
2020-03-31,62.0,62.0,65.0,53.0,65.0,57.0,60.0,64.0,61.0,68.0,63.0,59.0,61.0,62.0,74.0,61.0,66.66666666666667,60.0,65.65656565656566,59.0,64.68833954259527
2020-04-01,67.0,62.0,67.0,72.0,74.0,63.0,59.0,63.0,59.0,70.0,73.0,52.0,65.0,63.0,64.0,65.0,70.83333333333333,66.0,68.68686868686869,61.0,67.60047685037968
2020-04-02,63.0,62.0,61.0,66.0,64.0,56.0,59.0,67.0,48.0,75.0,63.0,59.0,63.0,62.0,62.0,61.0,66.66666666666667,61.0,63.63636363636363,55.0,64.11727064661383
2020-04-03,91.0,98.0,91.0,92.0,94.0,97.0,100.0,100.0,98.0,96.0,99.0,100.0,97.0,97.0,100.0,98.0,100.0,90.0,91.91919191919192,88.0,99.38692534883751
2020-04-04,82.0,92.0,95.0,99.0,100.0,100.0,84.0,91.0,100.0,100.0,95.0,100.0,100.0,100.0,98.0,100.0,93.75,100.0,100.0,100.0,100.0
2020-04-05,83.0,91.0,90.0,100.0,97.0,87.0,92.0,96.0,88.0,98.0,91.0,87.0,91.0,94.0,88.0,83.0,100.0,97.0,94.94949494949495,94.0,95.45016167635679
2020-04-06,50.0,49.0,54.0,54.0,48.0,42.0,45.0,51.0,49.0,48.0,60.0,43.0,55.0,51.0,57.0,50.0,54.166666666666664,50.0,52.525252525252526,46.0,52.27060081315815
