,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-01-29,20.0,16.0,0.0,9.0,16.0,26.0,15.0,32.0,15.0,0.0,19.0,19.0,16.0,16.0,22.0,0.0,10.0,25.0,19.0,16.0,19.221260815822003
2020-01-30,16.0,35.0,16.0,19.0,26.0,27.0,24.0,43.0,0.0,18.0,0.0,39.0,8.0,16.0,7.0,25.0,20.0,34.0,50.0,8.0,26.63782447466007
2020-01-31,22.0,35.0,8.0,9.0,9.0,9.0,25.0,11.0,8.0,27.0,20.0,10.0,26.0,25.0,30.0,17.0,50.0,9.0,10.0,9.0,22.80593325092707
2020-02-01,32.0,8.0,41.0,18.0,25.0,35.0,32.0,33.0,31.0,36.0,51.0,39.0,17.0,24.0,30.0,17.0,49.0,26.0,30.0,17.0,36.5265760197775
2020-02-02,31.0,24.0,63.0,63.0,25.0,43.0,23.0,61.0,44.0,34.0,48.0,19.0,32.0,55.0,21.0,40.0,47.0,8.0,38.0,41.0,46.97156983930778
2020-02-03,33.0,7.0,36.0,24.0,30.0,54.0,49.0,28.0,33.0,23.0,35.0,51.0,14.0,35.0,0.0,43.0,34.0,22.0,34.0,15.0,37.08281829419035
2020-02-04,11.0,0.0,16.0,28.0,17.0,18.0,32.0,44.0,31.0,36.0,10.0,39.0,8.0,8.0,15.0,17.0,30.0,17.0,0.0,9.0,23.856613102595794
2020-02-05,21.0,9.0,8.0,10.0,17.0,36.0,16.0,33.0,16.0,9.0,41.0,10.0,9.0,16.0,8.0,35.0,10.0,18.0,41.0,9.0,22.991347342398022
2020-02-06,40.0,18.0,35.0,40.0,36.0,39.0,17.0,46.0,25.0,38.0,42.0,31.0,44.0,35.0,24.0,26.0,32.0,45.0,0.0,36.0,40.11124845488257
2020-02-07,35.0,18.0,0.0,20.0,9.0,29.0,9.0,35.0,8.0,19.0,11.0,42.0,36.0,26.0,24.0,0.0,11.0,9.0,11.0,37.0,24.042027194066748
2020-02-08,22.0,18.0,0.0,10.0,18.0,9.0,17.0,11.0,16.0,9.0,10.0,0.0,9.0,17.0,16.0,9.0,31.0,9.0,10.0,18.0,16.007416563658836
2020-02-09,35.0,8.0,16.0,0.0,16.0,9.0,16.0,20.0,0.0,8.0,0.0,18.0,16.0,15.0,14.0,24.0,19.0,25.0,0.0,16.0,16.99629171817058
2020-02-10,20.0,16.0,15.0,9.0,32.0,42.0,22.0,20.0,21.0,25.0,19.0,45.0,0.0,15.0,7.0,16.0,9.0,24.0,37.0,0.0,24.351050679851667
2020-02-11,21.0,25.0,16.0,9.0,33.0,18.0,16.0,10.0,15.0,18.0,10.0,9.0,41.0,24.0,29.0,42.0,29.0,26.0,39.0,25.0,28.121137206427687
2020-02-12,15.0,33.0,24.0,18.0,24.0,35.0,16.0,41.0,30.0,17.0,39.0,28.0,16.0,40.0,22.0,32.0,19.0,17.0,48.0,49.0,34.79604449938195
2020-02-13,37.0,25.0,25.0,27.0,8.0,26.0,8.0,21.0,15.0,27.0,10.0,29.0,16.0,32.0,30.0,8.0,10.0,26.0,20.0,25.0,26.26699629171817
2020-02-14,33.0,9.0,17.0,9.0,0.0,45.0,16.0,11.0,40.0,27.0,20.0,20.0,25.0,17.0,30.0,9.0,10.0,18.0,40.0,17.0,25.525339925834363
2020-02-15,35.0,9.0,9.0,20.0,19.0,10.0,26.0,12.0,17.0,19.0,11.0,21.0,18.0,26.0,0.0,9.0,11.0,9.0,32.0,37.0,21.631644004944373
2020-02-16,49.0,35.0,25.0,29.0,35.0,46.0,25.0,67.0,40.0,18.0,62.0,20.0,51.0,33.0,16.0,34.0,42.0,27.0,51.0,43.0,46.22991347342398
2020-02-17,21.0,8.0,16.0,9.0,8.0,9.0,16.0,10.0,31.0,9.0,10.0,9.0,16.0,8.0,0.0,16.0,19.0,8.0,10.0,25.0,15.945611866501853
2020-02-18,10.0,0.0,8.0,9.0,8.0,0.0,8.0,11.0,7.0,9.0,10.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,6.427688504326328
2020-02-19,27.0,26.0,8.0,19.0,26.0,27.0,25.0,54.0,31.0,18.0,20.0,29.0,42.0,24.0,38.0,25.0,20.0,17.0,50.0,9.0,33.0655129789864
2020-02-20,11.0,26.0,8.0,19.0,9.0,9.0,8.0,11.0,16.0,9.0,31.0,20.0,25.0,16.0,0.0,9.0,20.0,9.0,31.0,17.0,18.788627935723113
2020-02-21,22.0,0.0,17.0,10.0,9.0,19.0,17.0,11.0,8.0,19.0,0.0,20.0,26.0,0.0,8.0,0.0,0.0,18.0,11.0,0.0,13.288009888751544
2020-02-22,11.0,27.0,18.0,41.0,0.0,10.0,9.0,12.0,17.0,19.0,22.0,21.0,27.0,18.0,16.0,9.0,22.0,9.0,32.0,37.0,23.300370828182942
2020-02-23,16.0,17.0,8.0,28.0,34.0,9.0,8.0,43.0,8.0,18.0,10.0,19.0,17.0,8.0,23.0,8.0,20.0,17.0,30.0,17.0,22.126081582200243
2020-02-24,15.0,24.0,24.0,9.0,8.0,26.0,23.0,31.0,22.0,26.0,49.0,28.0,16.0,0.0,7.0,16.0,0.0,33.0,29.0,25.0,25.401730531520393
2020-02-25,10.0,0.0,8.0,17.0,8.0,17.0,8.0,10.0,15.0,17.0,28.0,0.0,0.0,15.0,7.0,0.0,19.0,8.0,0.0,8.0,12.051915945611865
2020-02-26,44.0,32.0,15.0,9.0,16.0,25.0,15.0,10.0,7.0,8.0,37.0,9.0,15.0,0.0,28.0,16.0,28.0,8.0,19.0,8.0,21.56983930778739
2020-02-27,15.0,16.0,23.0,26.0,24.0,25.0,15.0,10.0,0.0,25.0,10.0,19.0,16.0,23.0,14.0,16.0,28.0,8.0,9.0,16.0,20.889987639060564
2020-02-28,11.0,17.0,8.0,27.0,26.0,9.0,8.0,11.0,23.0,18.0,10.0,39.0,8.0,24.0,7.0,25.0,20.0,17.0,10.0,9.0,20.210135970333745
2020-02-29,26.0,17.0,40.0,36.0,8.0,35.0,24.0,21.0,15.0,26.0,29.0,48.0,16.0,8.0,29.0,32.0,49.0,34.0,29.0,25.0,33.80716934487021
2020-03-01,40.0,41.0,48.0,18.0,48.0,26.0,24.0,21.0,45.0,43.0,48.0,28.0,32.0,47.0,14.0,56.0,38.0,8.0,57.0,33.0,44.190358467243506
2020-03-02,40.0,56.0,54.0,51.0,24.0,50.0,15.0,50.0,50.0,50.0,56.0,37.0,31.0,23.0,27.0,23.0,55.0,24.0,37.0,24.0,48.02224969097651
2020-03-03,20.0,33.0,24.0,27.0,16.0,26.0,31.0,52.0,8.0,34.0,19.0,19.0,8.0,32.0,14.0,32.0,10.0,25.0,19.0,33.0,29.78986402966625
2020-03-04,25.0,32.0,39.0,34.0,16.0,34.0,38.0,52.0,7.0,60.0,28.0,18.0,23.0,0.0,14.0,39.0,18.0,41.0,37.0,0.0,34.301606922126076
2020-03-05,40.0,24.0,48.0,43.0,32.0,51.0,38.0,20.0,22.0,25.0,29.0,37.0,24.0,23.0,21.0,24.0,47.0,49.0,37.0,32.0,41.16192830655129
2020-03-06,31.0,40.0,23.0,27.0,24.0,42.0,23.0,51.0,37.0,8.0,29.0,18.0,16.0,8.0,21.0,24.0,27.0,25.0,48.0,32.0,34.2398022249691
2020-03-07,27.0,9.0,34.0,9.0,44.0,27.0,8.0,11.0,8.0,18.0,0.0,10.0,17.0,41.0,30.0,17.0,30.0,9.0,21.0,26.0,24.474660074165634
2020-03-08,15.0,24.0,32.0,9.0,32.0,17.0,30.0,61.0,22.0,17.0,39.0,28.0,32.0,31.0,29.0,31.0,38.0,17.0,9.0,0.0,31.705809641532753
2020-03-09,25.0,40.0,23.0,35.0,32.0,50.0,37.0,50.0,44.0,8.0,47.0,36.0,23.0,30.0,28.0,39.0,46.0,41.0,46.0,32.0,44.00494437577255
2020-03-10,40.0,16.0,15.0,52.0,56.0,43.0,30.0,71.0,36.0,34.0,57.0,55.0,31.0,38.0,28.0,54.0,28.0,41.0,37.0,41.0,49.62917181705809
2020-03-11,40.0,32.0,15.0,9.0,16.0,17.0,23.0,30.0,21.0,17.0,46.0,27.0,23.0,23.0,42.0,8.0,28.0,16.0,28.0,48.0,31.45859085290482
2020-03-12,73.0,32.0,23.0,34.0,8.0,17.0,22.0,30.0,14.0,24.0,46.0,27.0,15.0,30.0,34.0,23.0,18.0,16.0,37.0,16.0,33.31273176761434
