,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-11-04,68.68686868686869,70.0,69.51219512195122,70.27027027027027,82.27848101265823,92.1875,75.38461538461539,86.11111111111111,82.02247191011236,47.12643678160919,100.0,66.66666666666667,51.25,83.56164383561644,83.11688311688312,92.6470588235294,71.42857142857143,60.0,85.9375,70.11494252873563,83.89500651482841
2020-11-05,100.0,81.0,73.17073170731707,87.83783783783784,94.9367088607595,81.25,78.46153846153847,97.22222222222223,100.0,58.62068965517241,72.58064516129032,71.01449275362319,100.0,78.08219178082192,92.20779220779221,95.58823529411765,77.14285714285714,100.0,78.125,77.01149425287356,94.2378944077302
2020-11-06,68.68686868686869,40.0,85.36585365853658,31.08108108108108,69.62025316455696,73.4375,89.23076923076923,86.11111111111111,60.674157303370784,58.62068965517241,61.29032258064516,76.81159420289855,56.25,65.75342465753425,72.72727272727273,95.58823529411765,84.28571428571429,51.42857142857143,64.0625,55.172413793103445,74.87839093409092
2020-11-07,60.60606060606061,80.0,89.02439024390245,59.45945945945946,69.62025316455696,53.125,96.92307692307692,66.66666666666667,64.04494382022472,71.26436781609195,100.0,65.21739130434783,75.0,73.97260273972603,68.83116883116882,97.05882352941177,57.142857142857146,90.0,67.1875,89.65517241379311,83.14391436085488
2020-11-08,80.8080808080808,100.0,78.04878048780488,87.83783783783784,100.0,90.625,100.0,100.0,86.51685393258427,100.0,75.80645161290323,89.85507246376811,65.0,79.45205479452055,75.32467532467533,100.0,100.0,88.57142857142857,100.0,100.0,100.0
2020-11-09,53.535353535353536,75.0,100.0,63.513513513513516,86.07594936708861,75.0,52.30769230769231,47.22222222222222,71.91011235955057,48.275862068965516,69.35483870967742,100.0,67.5,57.534246575342465,64.93506493506493,69.11764705882354,57.142857142857146,48.57142857142857,57.8125,55.172413793103445,73.42016663336344
2020-11-10,76.76767676767676,65.0,76.82926829268293,100.0,70.88607594936708,100.0,83.07692307692308,97.22222222222223,80.89887640449439,62.06896551724138,79.03225806451613,62.31884057971015,93.75,50.68493150684932,100.0,95.58823529411765,57.142857142857146,67.14285714285714,54.6875,77.01149425287356,86.22033137865391
2020-11-11,75.75757575757575,67.0,62.19512195121951,78.37837837837837,82.27848101265823,59.375,75.38461538461539,94.44444444444444,78.65168539325843,64.36781609195403,88.70967741935483,78.26086956521739,57.5,64.38356164383562,71.42857142857143,95.58823529411765,70.0,54.285714285714285,78.125,73.5632183908046,81.7465886208159
2020-11-12,75.75757575757575,66.0,73.17073170731707,59.45945945945946,74.68354430379746,78.125,81.53846153846153,54.166666666666664,37.07865168539326,49.42528735632184,88.70967741935483,57.971014492753625,78.75,100.0,74.02597402597402,94.11764705882354,81.42857142857143,50.0,51.5625,73.5632183908046,77.84503220556878
2020-11-13,29.292929292929294,44.0,32.926829268292686,67.56756756756756,41.77215189873418,42.1875,49.23076923076923,19.444444444444443,20.224719101123597,32.18390804597701,33.87096774193548,46.3768115942029,45.0,35.61643835616438,54.54545454545455,48.529411764705884,61.42857142857143,67.14285714285714,43.75,34.48275862068966,47.255102973280636
2020-11-14,47.474747474747474,44.0,36.58536585365854,74.32432432432432,50.63291139240506,46.875,58.46153846153846,40.27777777777778,57.30337078651685,47.12643678160919,46.774193548387096,43.47826086956522,52.5,75.34246575342466,54.54545454545455,66.17647058823529,50.0,50.0,43.75,28.735632183908045,56.421062609463064
2020-11-15,54.54545454545455,41.0,53.65853658536585,64.86486486486487,75.9493670886076,70.3125,41.53846153846154,40.27777777777778,66.29213483146067,52.87356321839081,72.58064516129032,63.768115942028984,37.5,43.83561643835616,71.42857142857143,63.23529411764706,61.42857142857143,67.14285714285714,48.4375,57.47126436781609,63.86202966602236
2020-11-16,42.42424242424242,54.0,48.78048780487805,63.513513513513516,68.35443037974683,60.9375,47.69230769230769,87.5,59.550561797752806,51.724137931034484,50.0,62.31884057971015,40.0,73.97260273972603,53.246753246753244,77.94117647058823,80.0,55.714285714285715,57.8125,48.275862068965516,65.84318384795759
2020-11-17,49.494949494949495,58.0,47.5609756097561,93.24324324324324,44.30379746835443,34.375,56.92307692307692,62.5,55.056179775280896,41.37931034482759,80.64516129032258,44.927536231884055,62.5,50.68493150684932,37.66233766233766,54.411764705882355,51.42857142857143,68.57142857142857,46.875,51.724137931034484,60.754216930089655
2020-11-18,46.464646464646464,76.0,59.75609756097561,89.1891891891892,62.0253164556962,71.875,49.23076923076923,50.0,52.80898876404494,71.26436781609195,62.903225806451616,53.6231884057971,48.75,69.86301369863014,61.03896103896104,69.11764705882354,47.142857142857146,58.57142857142857,85.9375,41.37931034482759,68.24507475080577
2020-11-19,50.505050505050505,48.0,52.4390243902439,59.45945945945946,54.43037974683544,34.375,73.84615384615384,47.22222222222222,48.31460674157304,42.52873563218391,46.774193548387096,50.72463768115942,57.5,43.83561643835616,71.42857142857143,60.294117647058826,61.42857142857143,38.57142857142857,56.25,63.2183908045977,59.02318779780595
2020-11-20,15.151515151515152,50.0,46.34146341463415,56.75675675675676,37.9746835443038,31.25,43.07692307692308,27.77777777777778,41.57303370786517,40.229885057471265,30.64516129032258,15.942028985507246,38.75,41.0958904109589,40.25974025974026,61.76470588235294,47.142857142857146,28.571428571428573,28.125,50.57471264367816,42.996088779287405
2020-11-21,29.292929292929294,45.0,32.926829268292686,45.945945945945944,29.11392405063291,46.875,46.15384615384615,47.22222222222222,16.853932584269664,29.885057471264368,33.87096774193548,34.78260869565217,26.25,54.794520547945204,46.753246753246756,66.17647058823529,45.714285714285715,38.57142857142857,43.75,35.632183908045974,44.25102568025235
2020-11-22,65.65656565656566,37.0,50.0,86.48648648648648,78.48101265822785,57.8125,41.53846153846154,43.05555555555556,40.449438202247194,36.7816091954023,51.61290322580645,57.971014492753625,63.75,56.16438356164384,71.42857142857143,70.58823529411765,58.57142857142857,48.57142857142857,51.5625,59.770114942528735,62.700145702869555
2020-11-23,40.4040404040404,45.0,70.73170731707317,41.891891891891895,34.177215189873415,39.0625,38.46153846153846,48.611111111111114,32.58426966292135,29.885057471264368,41.935483870967744,18.840579710144926,23.75,52.054794520547944,54.54545454545455,48.529411764705884,45.714285714285715,35.714285714285715,32.8125,25.28735632183908,44.49732506189632
2020-11-24,43.43434343434343,41.0,57.31707317073171,55.4054054054054,54.43037974683544,31.25,33.84615384615385,59.72222222222222,61.79775280898876,42.52873563218391,46.774193548387096,55.072463768115945,57.5,39.726027397260275,48.05194805194805,69.11764705882354,50.0,60.0,46.875,60.91954022988506,56.443586002824595
2020-11-25,53.535353535353536,43.0,40.24390243902439,58.108108108108105,53.164556962025316,50.0,36.92307692307692,45.833333333333336,56.17977528089887,19.54022988505747,50.0,42.028985507246375,52.5,38.35616438356164,35.064935064935064,39.705882352941174,32.857142857142854,31.428571428571427,42.1875,31.03448275862069,47.37290563811731
2020-11-26,56.56565656565657,35.0,60.97560975609756,66.21621621621621,39.24050632911393,45.3125,47.69230769230769,41.666666666666664,76.40449438202248,24.137931034482758,25.806451612903224,57.971014492753625,47.5,49.31506849315068,40.25974025974026,70.58823529411765,64.28571428571429,44.285714285714285,50.0,51.724137931034484,55.341104565395
