date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,27.0,27.0,19.0,26.0,22.0,27.0,23.0,25.0,19.0,18.0,23.824130879345606,0.0
2020-01-02,8.0,7.0,6.0,5.0,8.0,4.0,10.0,7.0,5.0,6.0,6.7484662576687136,0.0
2020-01-03,10.0,10.0,12.0,9.0,4.0,10.0,10.0,9.0,6.0,0.0,8.1799591002045,0.0
2020-01-04,6.0,10.0,14.0,17.0,6.0,21.0,6.0,14.0,11.0,20.0,12.781186094069529,0.0
2020-01-05,13.0,13.0,13.0,15.0,10.0,9.0,4.0,16.0,9.0,9.0,11.349693251533745,0.0
2020-01-06,9.0,7.0,10.0,7.0,11.0,2.0,10.0,17.0,6.0,14.0,9.509202453987731,0.0
2020-01-07,15.0,7.0,16.0,22.0,8.0,12.0,11.0,15.0,3.0,16.0,12.781186094069529,0.0
2020-01-08,13.0,10.0,18.0,19.0,18.0,15.0,15.0,8.0,8.0,13.0,14.008179959100206,0.0
2020-01-09,13.0,12.0,20.0,9.0,11.0,10.0,19.0,15.0,6.0,10.0,12.781186094069529,0.0
2020-01-10,12.0,9.0,12.0,25.0,17.0,12.0,14.0,19.0,15.0,14.0,15.23517382413088,0.0
2020-01-11,15.0,9.0,16.0,15.0,17.0,16.0,13.0,19.0,11.0,15.0,14.928425357873213,0.0
2020-01-12,10.0,7.0,7.0,9.0,8.0,6.0,6.0,13.0,10.0,8.0,8.588957055214724,0.0
2020-01-13,8.0,11.0,18.0,14.0,9.0,11.0,10.0,8.0,9.0,10.0,11.042944785276074,0.0
2020-01-14,15.0,3.0,23.0,15.0,10.0,16.0,24.0,22.0,11.0,21.0,16.359918200409,0.0
2020-01-15,16.0,18.0,21.0,25.0,18.0,21.0,11.0,18.0,18.0,29.0,19.938650306748468,0.0
2020-01-16,13.0,16.0,17.0,20.0,18.0,15.0,16.0,11.0,8.0,6.0,14.314928425357873,0.0
2020-01-17,16.0,10.0,13.0,25.0,12.0,19.0,16.0,15.0,10.0,12.0,15.132924335378325,0.0
2020-01-18,15.0,15.0,19.0,10.0,17.0,30.0,11.0,17.0,14.0,18.0,16.973415132924334,0.0
2020-01-19,19.0,16.0,22.0,24.0,10.0,13.0,6.0,18.0,21.0,15.0,16.76891615541922,0.0
2020-01-20,11.0,13.0,16.0,11.0,9.0,8.0,17.0,19.0,9.0,14.0,12.985685071574645,0.0
2020-01-21,13.0,14.0,16.0,15.0,13.0,18.0,8.0,13.0,6.0,14.0,13.292433537832313,0.0
2020-01-22,7.0,7.0,2.0,2.0,9.0,10.0,8.0,4.0,6.0,10.0,6.646216768916156,0.0
2020-01-23,8.0,10.0,19.0,22.0,12.0,10.0,6.0,13.0,15.0,8.0,12.576687116564417,0.0
2020-01-24,16.0,11.0,13.0,11.0,12.0,15.0,10.0,11.0,15.0,12.0,12.883435582822086,0.0
2020-01-25,21.0,15.0,21.0,30.0,13.0,21.0,17.0,21.0,22.0,18.0,20.347648261758692,0.0
2020-01-26,6.0,7.0,2.0,10.0,4.0,4.0,6.0,7.0,9.0,4.0,6.032719836400817,0.0
2020-01-27,9.0,11.0,14.0,10.0,7.0,14.0,15.0,8.0,15.0,17.0,12.269938650306747,0.0
2020-01-28,7.0,12.0,18.0,18.0,13.0,14.0,4.0,13.0,14.0,22.0,13.803680981595091,0.0
2020-01-29,9.0,8.0,18.0,15.0,8.0,14.0,4.0,8.0,5.0,12.0,10.32719836400818,0.0
2020-01-30,11.0,14.0,16.0,9.0,8.0,14.0,10.0,6.0,11.0,14.0,11.554192229038856,0.0
2020-01-31,18.0,10.0,13.0,12.0,10.0,15.0,14.0,11.0,12.0,21.0,13.905930470347649,0.0
2020-02-01,17.0,13.0,21.0,15.0,17.0,5.0,17.0,24.0,11.0,15.0,15.848670756646216,0.0
