,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-10-05,44.0,44.56521739130435,59.0,37.0,43.0,73.0,41.0,38.0,42.0,51.0,58.0,63.0,53.0,49.0,49.0,59.550561797752806,50.0,51.08695652173913,24.705882352941178,66.3157894736842,61.98542651114464
2020-10-06,65.0,45.65217391304348,63.0,52.0,29.0,41.0,57.0,31.0,60.0,48.0,63.0,42.0,73.0,40.0,50.0,60.674157303370784,64.0,45.65217391304348,80.0,49.473684210526315,65.91948091970238
2020-10-07,81.0,86.95652173913044,83.0,75.0,65.0,59.0,68.0,63.0,77.0,51.0,76.0,65.0,73.0,76.0,70.0,57.30337078651685,80.0,67.3913043478261,83.52941176470588,55.78947368421053,87.9154862474603
2020-10-08,33.0,61.95652173913044,63.0,60.0,44.0,34.0,65.0,53.0,53.0,56.0,48.0,57.0,65.0,50.0,80.0,46.06741573033708,60.0,69.56521739130434,34.11764705882353,52.63157894736842,67.53012869183974
2020-10-09,49.0,67.3913043478261,34.0,45.0,47.0,36.0,54.0,64.0,54.0,69.0,44.0,62.0,54.0,62.0,46.0,49.438202247191015,65.0,61.95652173913044,87.05882352941177,64.21052631578948,69.37913052225267
2020-10-10,91.0,71.73913043478261,65.0,84.0,100.0,61.0,62.0,83.0,49.0,40.0,69.0,48.0,77.0,78.0,63.0,66.29213483146067,60.0,53.26086956521739,74.11764705882354,73.6842105263158,85.18550078848673
2020-10-11,100.0,70.65217391304348,49.0,82.0,80.0,74.0,98.0,60.0,43.0,87.0,68.0,66.0,74.0,53.0,82.0,46.06741573033708,63.0,78.26086956521739,91.76470588235294,82.10526315789474,90.08575341091203
2020-10-12,55.0,72.82608695652173,62.0,62.0,64.0,98.0,71.0,80.0,74.0,91.0,54.0,100.0,52.0,55.0,66.0,55.056179775280896,83.0,86.95652173913044,96.47058823529412,69.47368421052632,90.08156179225558
2020-10-13,71.0,71.73913043478261,57.0,76.0,48.0,42.0,51.0,58.0,51.0,57.0,68.0,51.0,55.0,44.0,68.0,55.056179775280896,45.0,81.52173913043478,38.8235294117647,75.78947368421052,72.48234997014212
2020-10-14,72.0,81.52173913043478,99.0,69.0,63.0,77.0,59.0,90.0,87.0,78.0,57.0,75.0,59.0,69.0,86.0,70.78651685393258,58.0,75.0,78.82352941176471,65.26315789473684,91.42626057350675
2020-10-15,57.0,48.91304347826087,47.0,40.0,54.0,44.0,57.0,68.0,50.0,51.0,23.0,41.0,50.0,43.0,41.0,44.943820224719104,77.0,48.91304347826087,81.17647058823529,51.578947368421055,63.37299730201932
2020-10-16,83.0,46.73913043478261,63.0,38.0,65.0,51.0,64.0,51.0,56.0,62.0,58.0,78.0,82.0,49.0,62.0,77.52808988764045,72.0,51.08695652173913,85.88235294117646,63.1578947368421,78.29773546310524
2020-10-17,63.0,100.0,75.0,66.0,74.0,39.0,82.0,40.0,63.0,65.0,57.0,82.0,87.0,59.0,48.0,82.02247191011236,71.0,67.3913043478261,90.58823529411765,76.84210526315789,86.35214000068798
2020-10-18,66.0,97.82608695652173,63.0,89.0,92.0,90.0,85.0,51.0,94.0,78.0,68.0,80.0,96.0,100.0,82.0,91.01123595505618,84.0,54.34782608695652,67.05882352941177,78.94736842105263,100.0
2020-10-19,58.0,68.47826086956522,100.0,81.0,68.0,78.0,83.0,57.0,58.0,78.0,81.0,92.0,100.0,54.0,100.0,74.15730337078652,74.0,100.0,68.23529411764706,57.89473684210526,95.24476371906238
2020-10-20,56.0,43.47826086956522,63.0,43.0,46.0,31.0,48.0,74.0,60.0,54.0,62.0,53.0,44.0,56.0,57.0,43.82022471910113,63.0,80.43478260869566,70.58823529411765,71.57894736842105,69.68059261684628
2020-10-21,80.0,84.78260869565217,61.0,45.0,59.0,65.0,79.0,76.0,100.0,90.0,64.0,58.0,70.0,53.0,68.0,61.79775280898876,94.0,45.65217391304348,63.529411764705884,76.84210526315789,86.7727455289845
2020-10-22,71.0,58.69565217391305,69.0,53.0,67.0,73.0,45.0,54.0,73.0,78.0,72.0,58.0,66.0,50.0,50.0,66.29213483146067,60.0,41.30434782608695,72.94117647058823,56.8421052631579,76.84681873882742
2020-10-23,74.0,60.869565217391305,86.0,55.0,66.0,85.0,73.0,72.0,80.0,95.0,100.0,52.0,48.0,82.0,75.0,86.51685393258427,100.0,78.26086956521739,81.17647058823529,68.42105263157895,94.46571626241644
2020-10-24,67.0,52.17391304347826,55.0,66.0,41.0,72.0,73.0,35.0,58.0,55.0,61.0,78.0,44.0,51.0,32.0,39.325842696629216,71.0,53.26086956521739,58.8235294117647,28.42105263157895,67.88272059159193
2020-10-25,98.0,93.47826086956522,75.0,90.0,87.0,90.0,77.0,52.0,67.0,79.0,65.0,34.0,83.0,70.0,79.0,67.41573033707866,80.0,91.30434782608695,80.0,61.05263157894737,94.52831980258216
2020-10-26,91.0,77.17391304347827,74.0,66.0,72.0,87.0,67.0,69.0,42.0,65.0,48.0,72.0,76.0,62.0,83.0,92.13483146067416,66.0,63.04347826086956,61.1764705882353,53.68421052631579,86.31286571395195
2020-10-27,82.0,43.47826086956522,79.0,71.0,58.0,63.0,76.0,48.0,53.0,84.0,46.0,69.0,73.0,42.0,89.0,64.04494382022472,79.0,64.1304347826087,70.58823529411765,71.57894736842105,82.4930291966406
2020-10-28,69.0,82.6086956521739,63.0,66.0,68.0,67.0,73.0,66.0,81.0,74.0,69.0,69.0,80.0,49.0,83.0,100.0,76.0,76.08695652173913,84.70588235294117,74.73684210526316,91.53473759779304
2020-10-29,42.0,42.391304347826086,29.0,61.0,41.0,77.0,67.0,43.0,58.0,69.0,53.0,59.0,75.0,58.0,52.0,55.056179775280896,53.0,66.30434782608695,64.70588235294117,69.47368421052632,70.6158233681447
2020-10-30,46.0,50.0,57.0,53.0,26.0,38.0,59.0,28.0,32.0,45.0,49.0,67.0,47.0,41.0,30.0,39.325842696629216,49.0,31.52173913043478,47.05882352941177,30.526315789473685,53.84752263753096
2020-10-31,78.0,65.21739130434783,54.0,67.0,78.0,90.0,69.0,71.0,73.0,59.0,62.0,74.0,39.0,56.0,72.0,47.19101123595506,63.0,56.52173913043478,81.17647058823529,63.1578947368421,82.02287266041508
2020-11-01,94.0,98.91304347826087,86.0,88.0,72.0,73.0,91.0,100.0,61.0,100.0,80.0,79.0,92.0,65.0,71.0,47.19101123595506,77.0,82.6086956521739,72.94117647058823,72.63157894736842,99.75697758784925
2020-11-02,46.0,50.0,61.0,56.0,48.0,58.0,46.0,42.0,39.0,44.0,41.0,54.0,62.0,33.0,47.0,42.69662921348315,40.0,50.0,51.76470588235294,33.68421052631579,58.80728209150701
2020-11-03,96.0,67.3913043478261,90.0,61.0,66.0,61.0,66.0,82.0,43.0,77.0,86.0,71.0,90.0,67.0,64.0,58.42696629213483,65.0,69.56521739130434,89.41176470588235,61.05263157894737,89.02784925852212
2020-11-04,34.0,45.65217391304348,33.0,48.0,33.0,14.0,49.0,26.0,39.0,36.0,37.0,42.0,39.0,42.0,42.0,31.46067415730337,33.0,34.78260869565217,54.11764705882353,41.05263157894737,46.918230343284236
2020-11-05,62.0,79.34782608695652,64.0,57.0,66.0,68.0,70.0,67.0,41.0,57.0,67.0,62.0,63.0,35.0,60.0,35.95505617977528,57.0,35.869565217391305,43.529411764705884,46.31578947368421,70.74563057632813
2020-11-06,61.0,57.608695652173914,40.0,63.0,44.0,49.0,68.0,17.0,42.0,56.0,66.0,50.0,46.0,46.0,54.0,71.91011235955057,67.0,60.869565217391305,58.8235294117647,41.05263157894737,65.90780495335194
2020-11-07,70.0,67.3913043478261,43.0,65.0,43.0,60.0,37.0,38.0,73.0,72.0,35.0,66.0,49.0,43.0,59.0,65.1685393258427,60.0,56.52173913043478,76.47058823529412,68.42105263157895,71.36506988606118
