date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,8.0,10.0,9.0,0.0,6.0,9.0,6.0,3.0,0.0,3.0,5.449041372351161,0
2020-01-02,2.0,3.0,5.0,8.0,8.0,0.0,5.0,5.0,5.0,3.0,4.439959636730576,0
2020-01-03,18.0,25.0,20.0,18.0,16.0,12.0,13.0,14.0,7.0,8.0,15.237134207870838,0
2020-01-04,12.0,8.0,8.0,8.0,11.0,18.0,16.0,7.0,2.0,16.0,10.696266397578205,0
2020-01-05,5.0,8.0,5.0,10.0,3.0,8.0,5.0,2.0,11.0,10.0,6.760847628657921,0
2020-01-06,8.0,5.0,7.0,7.0,0.0,2.0,7.0,4.0,6.0,5.0,5.146316851664984,0
2020-01-07,4.0,8.0,9.0,9.0,10.0,0.0,10.0,4.0,4.0,5.0,6.357214934409687,0
2020-01-08,4.0,8.0,9.0,9.0,5.0,2.0,10.0,15.0,8.0,7.0,7.769929364278507,0
2020-01-09,6.0,18.0,11.0,9.0,20.0,11.0,15.0,9.0,8.0,14.0,12.209889001009083,0
2020-01-10,17.0,10.0,5.0,12.0,10.0,12.0,20.0,16.0,13.0,20.0,13.622603430877902,0
2020-01-11,7.0,3.0,8.0,8.0,15.0,11.0,11.0,8.0,2.0,17.0,9.081735620585269,0
2020-01-12,5.0,14.0,13.0,10.0,14.0,5.0,5.0,17.0,16.0,19.0,11.907164480322907,0
2020-01-13,5.0,9.0,8.0,2.0,18.0,8.0,6.0,10.0,4.0,8.0,7.870837537840566,0
2020-01-14,5.0,9.0,8.0,17.0,15.0,6.0,8.0,4.0,7.0,12.0,9.182643794147326,0
2020-01-15,10.0,5.0,15.0,4.0,12.0,15.0,11.0,6.0,15.0,12.0,10.595358224016145,0
2020-01-16,6.0,10.0,13.0,7.0,2.0,11.0,12.0,2.0,16.0,7.0,8.678102926337035,0
2020-01-17,6.0,0.0,12.0,5.0,15.0,12.0,7.0,11.0,6.0,7.0,8.173562058526741,0
2020-01-18,5.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,7.0,8.0,3.43087790110999,0
2020-01-19,5.0,14.0,12.0,5.0,11.0,17.0,13.0,5.0,7.0,8.0,9.788092835519677,0
2020-01-20,6.0,5.0,4.0,4.0,2.0,7.0,7.0,4.0,0.0,2.0,4.137235116044399,0
2020-01-21,4.0,10.0,7.0,9.0,15.0,18.0,12.0,13.0,2.0,9.0,9.989909182643794,0
2020-01-22,4.0,12.0,11.0,13.0,10.0,15.0,14.0,11.0,12.0,17.0,12.008072653884966,0
2020-01-23,2.0,0.0,7.0,5.0,8.0,7.0,0.0,2.0,4.0,7.0,4.238143289606459,0
2020-01-24,19.0,14.0,30.0,10.0,20.0,10.0,22.0,10.0,9.0,13.0,15.842583249243189,0
2020-01-25,14.0,15.0,18.0,13.0,20.0,16.0,25.0,8.0,16.0,28.0,17.457114026236127,0
2020-01-26,11.0,11.0,12.0,8.0,19.0,8.0,16.0,10.0,4.0,5.0,10.494450050454088,0
2020-01-27,21.0,12.0,11.0,11.0,12.0,19.0,20.0,8.0,9.0,15.0,13.925327951564077,0
2020-01-28,8.0,10.0,13.0,4.0,12.0,4.0,12.0,8.0,10.0,14.0,9.58627648839556,0
2020-01-29,12.0,15.0,15.0,7.0,14.0,11.0,14.0,15.0,13.0,7.0,12.4117053481332,0
2020-01-30,6.0,10.0,11.0,18.0,10.0,7.0,9.0,6.0,2.0,16.0,9.58627648839556,0
2020-01-31,21.0,23.0,11.0,23.0,20.0,18.0,19.0,7.0,20.0,19.0,18.2643794147326,0
2020-02-01,5.0,9.0,3.0,5.0,3.0,8.0,6.0,3.0,5.0,0.0,4.742684157416751,0
2020-02-02,5.0,11.0,7.0,10.0,11.0,15.0,3.0,7.0,4.0,5.0,7.870837537840566,0
2020-02-03,4.0,13.0,10.0,2.0,7.0,14.0,17.0,10.0,7.0,6.0,9.081735620585269,0
