date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,19.0,14.0,16.0,15.0,20.0,18.0,15.0,19.0,17.0,14.0,16.7,0.0
2020-01-02,20.0,14.0,16.0,20.0,20.0,20.0,22.0,20.0,15.0,20.0,18.7,0.0
2020-01-03,20.0,19.0,16.0,18.0,21.0,25.0,24.0,24.0,17.0,22.0,20.6,0.0
2020-01-04,21.0,19.0,18.0,17.0,21.0,19.0,25.0,18.0,22.0,20.0,20.0,0.0
2020-01-05,20.0,15.0,17.0,14.0,22.0,19.0,17.0,16.0,16.0,15.0,17.1,0.0
2020-01-06,17.0,16.0,17.0,17.0,15.0,17.0,15.0,14.0,17.0,17.0,16.2,0.0
2020-01-07,16.0,17.0,19.0,18.0,22.0,21.0,19.0,20.0,19.0,16.0,18.7,0.0
2020-01-08,17.0,16.0,16.0,16.0,16.0,17.0,17.0,15.0,15.0,15.0,16.0,0.0
2020-01-09,17.0,12.0,13.0,15.0,15.0,17.0,14.0,16.0,13.0,14.0,14.6,0.0
2020-01-10,12.0,15.0,14.0,14.0,17.0,14.0,16.0,18.0,13.0,14.0,14.7,0.0
2020-01-11,14.0,16.0,14.0,13.0,20.0,14.0,16.0,14.0,14.0,14.0,14.9,0.0
2020-01-12,13.0,7.0,14.0,11.0,13.0,10.0,8.0,11.0,12.0,9.0,10.8,0.0
2020-01-13,13.0,17.0,14.0,14.0,14.0,14.0,14.0,16.0,16.0,13.0,14.5,0.0
2020-01-14,11.0,11.0,13.0,10.0,10.0,14.0,12.0,13.0,10.0,8.0,11.2,0.0
2020-01-15,15.0,12.0,15.0,14.0,15.0,10.0,20.0,16.0,16.0,13.0,14.6,0.0
2020-01-16,13.0,13.0,13.0,14.0,15.0,12.0,14.0,13.0,11.0,15.0,13.3,0.0
2020-01-17,8.0,8.0,10.0,9.0,9.0,9.0,7.0,12.0,9.0,9.0,9.0,0.0
2020-01-18,14.0,11.0,14.0,12.0,13.0,12.0,15.0,16.0,13.0,15.0,13.5,0.0
2020-01-19,16.0,13.0,13.0,15.0,15.0,11.0,14.0,18.0,14.0,12.0,14.1,0.0
2020-01-20,13.0,12.0,12.0,15.0,18.0,11.0,17.0,13.0,15.0,13.0,13.9,0.0
2020-01-21,17.0,12.0,15.0,16.0,18.0,17.0,13.0,15.0,11.0,13.0,14.7,0.0
2020-01-22,18.0,20.0,16.0,15.0,18.0,12.0,19.0,16.0,18.0,16.0,16.8,0.0
2020-01-23,14.0,13.0,17.0,15.0,13.0,14.0,13.0,16.0,14.0,16.0,14.5,0.0
2020-01-24,17.0,13.0,14.0,18.0,11.0,12.0,12.0,11.0,13.0,13.0,13.4,0.0
2020-01-25,16.0,13.0,13.0,15.0,18.0,17.0,16.0,14.0,13.0,17.0,15.2,0.0
2020-01-26,16.0,13.0,16.0,16.0,19.0,14.0,20.0,17.0,13.0,21.0,16.5,0.0
2020-01-27,16.0,16.0,17.0,14.0,14.0,12.0,13.0,14.0,15.0,17.0,14.8,0.0
2020-01-28,18.0,18.0,18.0,15.0,18.0,17.0,20.0,16.0,18.0,17.0,17.5,0.0
2020-01-29,17.0,17.0,17.0,16.0,18.0,15.0,15.0,17.0,17.0,15.0,16.4,0.0
2020-01-30,19.0,18.0,17.0,16.0,18.0,17.0,18.0,18.0,17.0,17.0,17.5,0.0
2020-01-31,19.0,17.0,19.0,17.0,20.0,19.0,20.0,19.0,18.0,21.0,18.9,0.0
