date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,12.0,17.0,18.0,16.0,20.0,21.0,11.0,10.0,12.0,14.0,15.392456676860348,0
2020-01-02,22.0,21.0,21.0,11.0,18.0,24.0,24.0,16.0,20.0,21.0,20.18348623853211,0
2020-01-03,18.0,17.0,15.0,20.0,22.0,29.0,20.0,11.0,24.0,20.0,19.9796126401631,0
2020-01-04,13.0,22.0,17.0,24.0,19.0,26.0,27.0,12.0,22.0,21.0,20.69317023445464,0
2020-01-05,12.0,12.0,10.0,12.0,9.0,12.0,17.0,9.0,10.0,15.0,12.028542303771662,0
2020-01-06,21.0,17.0,15.0,20.0,12.0,24.0,16.0,18.0,20.0,16.0,18.246687054026502,0
2020-01-07,15.0,27.0,23.0,12.0,19.0,16.0,12.0,13.0,12.0,10.0,16.207951070336392,0
2020-01-08,15.0,19.0,21.0,15.0,23.0,18.0,20.0,21.0,20.0,19.0,19.469928644240575,0
2020-01-09,22.0,25.0,15.0,31.0,28.0,29.0,32.0,24.0,23.0,23.0,25.688073394495415,0
2020-01-10,19.0,14.0,18.0,13.0,17.0,21.0,29.0,22.0,24.0,19.0,19.9796126401631,0
2020-01-11,21.0,17.0,16.0,11.0,21.0,25.0,14.0,12.0,20.0,15.0,17.533129459734965,0
2020-01-12,18.0,25.0,22.0,22.0,18.0,24.0,26.0,24.0,25.0,30.0,23.853211009174313,0
2020-01-13,16.0,19.0,18.0,18.0,20.0,21.0,20.0,18.0,10.0,22.0,18.55249745158002,0
2020-01-14,15.0,15.0,19.0,19.0,18.0,25.0,16.0,15.0,19.0,15.0,17.94087665647299,0
2020-01-15,18.0,14.0,23.0,19.0,23.0,14.0,25.0,19.0,23.0,19.0,20.081549439347604,0
2020-01-16,13.0,22.0,18.0,11.0,17.0,22.0,20.0,13.0,18.0,16.0,17.329255861365954,0
2020-01-17,19.0,18.0,24.0,17.0,24.0,16.0,25.0,15.0,19.0,17.0,19.775739041794086,0
2020-01-18,11.0,20.0,20.0,17.0,19.0,28.0,22.0,17.0,13.0,14.0,18.450560652395517,0
2020-01-19,24.0,14.0,20.0,17.0,26.0,18.0,16.0,11.0,26.0,22.0,19.775739041794086,0
2020-01-20,19.0,17.0,20.0,24.0,23.0,16.0,14.0,13.0,18.0,23.0,19.06218144750255,0
2020-01-21,19.0,17.0,19.0,18.0,18.0,22.0,23.0,15.0,23.0,13.0,19.06218144750255,0
2020-01-22,16.0,15.0,17.0,10.0,18.0,16.0,22.0,17.0,13.0,7.0,15.392456676860348,0
2020-01-23,18.0,21.0,31.0,24.0,26.0,28.0,30.0,26.0,31.0,27.0,26.70744138634047,0
2020-01-24,24.0,25.0,22.0,31.0,24.0,26.0,40.0,22.0,20.0,27.0,26.605504587155966,0
2020-01-25,26.0,38.0,38.0,35.0,26.0,36.0,40.0,31.0,28.0,26.0,33.02752293577982,0
2020-01-26,40.0,51.0,42.0,42.0,38.0,47.0,54.0,24.0,37.0,49.0,43.22120285423038,0
2020-01-27,34.0,27.0,27.0,26.0,29.0,29.0,48.0,21.0,31.0,28.0,30.581039755351682,0
2020-01-28,25.0,29.0,37.0,38.0,35.0,47.0,34.0,33.0,39.0,35.0,35.88175331294598,0
2020-01-29,32.0,50.0,26.0,27.0,32.0,46.0,36.0,30.0,34.0,28.0,34.760448521916416,0
2020-01-30,41.0,51.0,34.0,39.0,50.0,51.0,41.0,35.0,36.0,44.0,43.01732925586137,0
2020-01-31,36.0,37.0,42.0,37.0,33.0,47.0,35.0,31.0,20.0,34.0,35.88175331294598,0
2020-02-01,28.0,25.0,19.0,18.0,36.0,32.0,35.0,24.0,31.0,25.0,27.828746177370032,0
2020-02-02,34.0,37.0,29.0,34.0,38.0,29.0,37.0,36.0,28.0,31.0,33.944954128440365,0
2020-02-03,29.0,37.0,36.0,34.0,33.0,40.0,39.0,34.0,41.0,37.0,36.69724770642202,0
2020-02-04,17.0,25.0,18.0,29.0,18.0,22.0,22.0,28.0,23.0,23.0,22.93577981651376,0
2020-02-05,30.0,27.0,29.0,31.0,27.0,34.0,32.0,30.0,33.0,30.0,30.8868501529052,0
2020-02-06,30.0,30.0,30.0,21.0,28.0,29.0,34.0,22.0,28.0,40.0,29.76554536187564,0
2020-02-07,32.0,20.0,20.0,31.0,37.0,26.0,23.0,29.0,22.0,25.0,27.01325178389399,0
2020-02-08,34.0,36.0,29.0,32.0,41.0,33.0,41.0,41.0,38.0,31.0,36.289500509684,0
2020-02-09,37.0,24.0,30.0,15.0,32.0,32.0,23.0,25.0,21.0,25.0,26.91131498470948,0
2020-02-10,22.0,18.0,21.0,18.0,20.0,18.0,31.0,16.0,21.0,15.0,20.387359836901123,0
2020-02-11,21.0,26.0,30.0,21.0,19.0,28.0,32.0,18.0,28.0,22.0,24.974515800203875,0
2020-02-12,23.0,22.0,31.0,29.0,25.0,26.0,35.0,25.0,33.0,25.0,27.93068297655454,0
2020-02-13,17.0,28.0,30.0,20.0,29.0,21.0,27.0,21.0,19.0,22.0,23.853211009174313,0
2020-02-14,16.0,20.0,19.0,16.0,21.0,23.0,19.0,19.0,19.0,19.0,19.469928644240575,0
