,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-10-05,50.0,66.0,61.0,58.0,66.0,40.0,67.0,40.0,67.0,51.0,75.0,78.0,55.0,55.0,51.0,37.89473684210526,45.0,84.5360824742268,62.62626262626262,63.0,66.83668860006587
2020-10-06,50.0,54.0,44.0,50.0,69.0,64.0,58.0,67.0,60.0,32.0,80.0,80.0,82.0,51.0,42.0,65.26315789473684,56.0,36.08247422680412,55.55555555555556,55.0,65.57432325700276
2020-10-07,62.0,45.0,39.0,50.0,63.0,58.0,54.0,44.0,43.0,56.0,54.0,46.0,58.0,58.0,46.0,40.0,55.0,48.45360824742268,66.66666666666667,52.0,59.148461410715214
2020-10-08,56.0,77.0,60.0,75.0,52.0,42.0,52.0,67.0,60.0,59.0,39.0,41.0,56.0,74.0,49.0,52.63157894736842,50.0,52.577319587628864,66.66666666666667,51.0,64.49030984931154
2020-10-09,83.0,64.0,60.0,45.0,85.0,66.0,70.0,56.0,61.0,41.0,68.0,56.0,53.0,41.0,41.0,45.26315789473684,96.0,69.0721649484536,58.58585858585859,81.0,70.64637106538912
2020-10-10,49.0,65.0,68.0,51.0,65.0,61.0,59.0,83.0,56.0,66.0,67.0,70.0,29.0,54.0,62.0,45.26315789473684,58.0,81.44329896907216,75.75757575757575,58.0,69.70870030150671
2020-10-11,39.0,79.0,53.0,66.0,50.0,85.0,72.0,63.0,67.0,64.0,71.0,76.0,60.0,79.0,75.0,75.78947368421052,58.0,92.78350515463917,74.74747474747475,47.0,76.76560585758044
2020-10-12,67.0,72.0,72.0,72.0,92.0,100.0,95.0,87.0,82.0,88.0,71.0,75.0,68.0,90.0,88.0,77.89473684210526,71.0,100.0,100.0,79.0,93.83430045971949
2020-10-13,52.0,67.0,65.0,61.0,63.0,64.0,74.0,48.0,59.0,45.0,57.0,62.0,78.0,80.0,76.0,46.31578947368421,75.0,82.47422680412372,68.68686868686869,63.0,73.29895217816399
2020-10-14,61.0,58.0,50.0,47.0,61.0,44.0,50.0,58.0,51.0,51.0,41.0,51.0,41.0,50.0,64.0,33.68421052631579,75.0,63.91752577319588,54.54545454545455,54.0,60.34650151799156
2020-10-15,40.0,49.0,43.0,71.0,52.0,75.0,56.0,71.0,56.0,60.0,68.0,51.0,37.0,55.0,59.0,60.0,49.0,67.01030927835052,56.56565656565657,52.0,64.24533372001963
2020-10-16,70.0,100.0,71.0,77.0,55.0,70.0,72.0,62.0,58.0,61.0,54.0,78.0,69.0,75.0,52.0,58.94736842105263,60.0,69.0721649484536,57.57575757575758,52.0,75.29987608952916
2020-10-17,59.0,59.0,58.0,75.0,54.0,76.0,69.0,75.0,73.0,48.0,56.0,54.0,79.0,73.0,48.0,52.63157894736842,39.0,71.1340206185567,90.9090909090909,56.0,72.11371591242232
2020-10-18,69.0,49.0,67.0,55.0,74.0,48.0,78.0,48.0,66.0,50.0,64.0,64.0,58.0,54.0,72.0,69.47368421052632,90.0,63.91752577319588,66.66666666666667,58.0,72.02159551710284
2020-10-19,66.0,55.0,63.0,82.0,60.0,72.0,68.0,56.0,69.0,66.0,57.0,42.0,63.0,84.0,50.0,64.21052631578948,62.0,43.29896907216495,81.81818181818181,69.0,72.54975632246041
2020-10-20,81.0,80.0,72.0,59.0,52.0,74.0,82.0,56.0,57.0,60.0,56.0,58.0,76.0,80.0,63.0,61.05263157894737,68.0,80.41237113402062,55.55555555555556,43.0,74.86829432173862
2020-10-21,40.0,76.0,62.0,88.0,83.0,100.0,71.0,74.0,65.0,84.0,71.0,79.0,72.0,79.0,68.0,100.0,67.0,75.25773195876289,88.88888888888889,63.0,85.81496521629815
2020-10-22,60.0,72.0,65.0,78.0,90.0,80.0,59.0,73.0,90.0,76.0,85.0,83.0,98.0,92.0,73.0,69.47368421052632,53.0,75.25773195876289,93.93939393939394,42.0,85.90180818803012
2020-10-23,69.0,73.0,74.0,53.0,67.0,58.0,78.0,54.0,75.0,76.0,80.0,78.0,75.0,87.0,74.0,80.0,89.0,85.56701030927834,92.92929292929293,96.0,86.29070090764847
2020-10-24,50.0,57.0,64.0,56.0,81.0,81.0,61.0,61.0,51.0,57.0,49.0,58.0,65.0,73.0,58.0,52.63157894736842,40.0,98.96907216494846,64.64646464646465,67.0,70.94982417076679
2020-10-25,77.0,70.0,100.0,69.0,67.0,92.0,90.0,100.0,91.0,67.0,77.0,100.0,94.0,93.0,96.0,84.21052631578948,99.0,100.0,89.8989898989899,99.0,100.0
2020-10-26,54.0,95.0,71.0,59.0,100.0,92.0,81.0,90.0,71.0,100.0,100.0,79.0,72.0,74.0,79.0,73.6842105263158,69.0,74.22680412371135,74.74747474747475,78.0,90.4022498162637
2020-10-27,100.0,70.0,66.0,81.0,67.0,59.0,100.0,65.0,88.0,66.0,77.0,76.0,71.0,79.0,68.0,73.6842105263158,94.0,91.75257731958763,75.75757575757575,100.0,89.35022852508841
2020-10-28,43.0,83.0,71.0,82.0,66.0,80.0,74.0,62.0,78.0,71.0,79.0,84.0,66.0,82.0,91.0,56.8421052631579,100.0,78.35051546391753,78.78787878787878,69.0,85.17875868733012
2020-10-29,36.0,71.0,52.0,64.0,58.0,55.0,63.0,57.0,58.0,74.0,72.0,79.0,67.0,71.0,52.0,63.1578947368421,54.0,77.31958762886597,70.70707070707071,66.0,71.80090709043624
2020-10-30,43.0,76.0,60.0,71.0,52.0,77.0,76.0,59.0,58.0,50.0,76.0,85.0,86.0,76.0,67.0,71.57894736842105,60.0,68.04123711340206,70.70707070707071,59.0,76.42413438004232
2020-10-31,50.0,54.0,53.0,69.0,64.0,75.0,76.0,60.0,60.0,61.0,63.0,34.0,55.0,74.0,39.0,70.52631578947368,66.0,79.38144329896907,79.79797979797979,62.0,70.91897841058162
2020-11-01,60.0,73.0,55.0,78.0,80.0,66.0,81.0,93.0,100.0,61.0,71.0,68.0,64.0,82.0,62.0,67.36842105263158,58.0,73.19587628865979,67.67676767676768,62.0,81.03432018791551
2020-11-02,80.0,67.0,64.0,79.0,84.0,61.0,85.0,78.0,65.0,69.0,73.0,73.0,84.0,100.0,72.0,71.57894736842105,84.0,95.87628865979381,72.72727272727273,60.0,86.50072800184749
2020-11-03,51.0,66.0,67.0,35.0,70.0,84.0,57.0,72.0,85.0,63.0,59.0,69.0,62.0,55.0,68.0,61.05263157894737,81.0,76.28865979381443,67.67676767676768,77.0,75.55186994309818
2020-11-04,61.0,74.0,80.0,75.0,90.0,81.0,76.0,68.0,70.0,83.0,79.0,90.0,69.0,77.0,80.0,54.73684210526316,64.0,62.88659793814433,75.75757575757575,63.0,83.94809567089602
2020-11-05,57.0,78.0,65.0,60.0,70.0,76.0,61.0,82.0,91.0,54.0,67.0,90.0,66.0,74.0,69.0,64.21052631578948,73.0,89.69072164948453,67.67676767676768,46.0,79.80003542244184
2020-11-06,65.0,66.0,76.0,57.0,31.0,53.0,55.0,37.0,46.0,53.0,54.0,44.0,62.0,55.0,50.0,51.578947368421055,69.0,59.79381443298969,46.464646464646464,70.0,62.72186425381695
2020-11-07,56.0,53.0,51.0,70.0,59.0,32.0,61.0,54.0,63.0,57.0,56.0,54.0,67.0,47.0,53.0,40.0,61.0,79.38144329896907,55.55555555555556,54.0,63.981021610340726
2020-11-08,69.0,53.0,65.0,52.0,62.0,63.0,58.0,72.0,71.0,72.0,52.0,62.0,48.0,61.0,61.0,62.10526315789474,56.0,71.1340206185567,55.55555555555556,52.0,69.38568950149667
2020-11-09,68.0,73.0,65.0,60.0,65.0,71.0,59.0,57.0,67.0,39.0,72.0,79.0,54.0,79.0,64.0,66.3157894736842,46.0,91.75257731958763,70.70707070707071,73.0,75.19618720697748
