date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.245436105476674,0
2020-01-02,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.4482758620689657,0
2020-01-03,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.9411764705882355,0
2020-01-04,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0425963488843815,0
2020-01-05,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.636916835699797,0
2020-01-06,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.535496957403651,0
2020-01-07,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.332657200811359,0
2020-01-08,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.636916835699797,0
2020-01-09,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.2312373225152133,0
2020-01-10,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.8397565922920895,0
2020-01-11,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8397565922920895,0
2020-01-12,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.1440162271805274,0
2020-01-13,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.8397565922920895,0
2020-01-14,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.34685598377282,0
2020-01-15,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.9411764705882355,0
2020-01-16,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8397565922920895,0
2020-01-17,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0425963488843815,0
2020-01-18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.4482758620689657,0
2020-01-19,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0425963488843815,0
2020-01-20,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.259634888438134,0
2020-01-21,7.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.924949290060853,0
2020-01-22,10.0,10.0,11.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,10.851926977687627,0
2020-01-23,16.0,14.0,15.0,16.0,12.0,14.0,15.0,13.0,13.0,14.0,14.401622718052739,0
2020-01-24,21.0,23.0,23.0,23.0,21.0,22.0,23.0,26.0,21.0,21.0,22.718052738336716,0
2020-01-25,20.0,22.0,22.0,22.0,20.0,21.0,22.0,22.0,22.0,21.0,21.703853955375255,0
2020-01-26,15.0,17.0,18.0,16.0,16.0,16.0,15.0,18.0,16.0,16.0,16.531440162271807,0
2020-01-27,16.0,18.0,17.0,18.0,17.0,16.0,17.0,18.0,18.0,15.0,17.24137931034483,0
2020-01-28,21.0,22.0,21.0,21.0,20.0,20.0,22.0,19.0,22.0,21.0,21.196754563894526,0
2020-01-29,16.0,18.0,17.0,17.0,17.0,18.0,15.0,17.0,17.0,17.0,17.13995943204868,0
2020-01-30,23.0,21.0,22.0,22.0,20.0,23.0,22.0,21.0,24.0,22.0,22.312373225152133,0
2020-01-31,22.0,22.0,21.0,23.0,21.0,23.0,23.0,22.0,22.0,20.0,22.210953346855984,0
2020-02-01,18.0,20.0,20.0,18.0,20.0,21.0,20.0,20.0,20.0,20.0,19.97971602434077,0
2020-02-02,14.0,15.0,16.0,15.0,16.0,15.0,17.0,14.0,15.0,16.0,15.517241379310345,0
2020-02-03,11.0,12.0,11.0,12.0,10.0,12.0,12.0,12.0,11.0,12.0,11.663286004056795,0
2020-02-04,11.0,10.0,12.0,11.0,10.0,10.0,12.0,12.0,11.0,10.0,11.05476673427992,0
2020-02-05,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.330628803245435,0
2020-02-06,8.0,8.0,8.0,10.0,10.0,7.0,9.0,10.0,9.0,9.0,8.924949290060853,0
2020-02-07,10.0,9.0,10.0,9.0,9.0,11.0,10.0,9.0,10.0,10.0,9.837728194726166,0
2020-02-08,8.0,9.0,9.0,10.0,8.0,10.0,9.0,9.0,10.0,9.0,9.22920892494929,0
2020-02-09,10.0,9.0,10.0,9.0,9.0,10.0,11.0,11.0,10.0,10.0,10.04056795131846,0
2020-02-10,11.0,10.0,12.0,11.0,12.0,11.0,12.0,12.0,10.0,10.0,11.257606490872211,0
2020-02-11,11.0,12.0,13.0,13.0,11.0,12.0,11.0,13.0,13.0,13.0,12.373225152129818,0
2020-02-12,10.0,10.0,10.0,9.0,11.0,9.0,11.0,10.0,11.0,10.0,10.243407707910752,0
2020-02-13,9.0,10.0,10.0,9.0,9.0,10.0,11.0,10.0,10.0,10.0,9.939148073022315,0
2020-02-14,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.200811359026369,0
2020-02-15,7.0,6.0,7.0,6.0,7.0,6.0,9.0,7.0,7.0,7.0,6.9979716024340775,0
2020-02-16,8.0,8.0,9.0,9.0,8.0,10.0,8.0,7.0,9.0,7.0,8.417849898580123,0
2020-02-17,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.69371196754564,0
2020-02-18,7.0,6.0,7.0,6.0,5.0,8.0,8.0,7.0,6.0,8.0,6.8965517241379315,0
2020-02-19,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.288032454361055,0
2020-02-20,5.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,6.0,5.273833671399594,0
2020-02-21,6.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,6.69371196754564,0
2020-02-22,11.0,11.0,11.0,12.0,11.0,12.0,12.0,13.0,11.0,11.0,11.663286004056795,0
2020-02-23,19.0,20.0,20.0,21.0,18.0,19.0,20.0,20.0,20.0,19.0,19.87829614604463,0
2020-02-24,28.0,30.0,30.0,31.0,28.0,30.0,33.0,33.0,29.0,32.0,30.8316430020284,0
2020-02-25,51.0,54.0,51.0,56.0,51.0,52.0,52.0,52.0,53.0,49.0,52.83975659229209,0
2020-02-26,40.0,39.0,39.0,39.0,36.0,40.0,44.0,40.0,43.0,40.0,40.56795131845842,0
2020-02-27,31.0,33.0,29.0,36.0,28.0,31.0,32.0,32.0,31.0,31.0,31.84584178498986,0
2020-02-28,29.0,27.0,27.0,32.0,29.0,29.0,27.0,29.0,30.0,29.0,29.20892494929006,0
