,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-09-21,17.0,15.0,0.0,37.0,27.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,27.0,0.0,27.0,45.0,0.0,0.0,19.0,33.0,20.794078061911172
2020-09-22,0.0,0.0,21.0,0.0,27.0,0.0,0.0,20.0,0.0,15.0,0.0,16.0,27.0,0.0,14.0,22.0,0.0,20.0,0.0,0.0,12.24764468371467
2020-09-23,17.0,0.0,41.0,18.0,27.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,27.0,16.0,0.0,22.0,16.0,0.0,0.0,16.0,16.823687752355315
2020-09-24,17.0,15.0,42.0,0.0,26.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,27.0,32.0,14.0,0.0,32.0,0.0,19.0,0.0,17.49663526244953
2020-09-25,19.0,0.0,67.0,0.0,0.0,16.0,0.0,44.0,31.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,17.0,0.0,0.0,0.0,15.679676985195155
2020-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,16.0,7.738896366083446
2020-09-29,0.0,15.0,0.0,19.0,28.0,16.0,12.0,21.0,15.0,16.0,16.0,0.0,56.0,34.0,28.0,23.0,0.0,42.0,0.0,0.0,22.947510094212653
2020-09-30,0.0,0.0,42.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,19.0,0.0,8.411843876177658
2020-10-01,18.0,15.0,21.0,19.0,0.0,15.0,0.0,21.0,15.0,16.0,0.0,0.0,27.0,0.0,0.0,46.0,49.0,20.0,0.0,17.0,20.121130551816957
2020-10-02,18.0,0.0,43.0,19.0,28.0,0.0,12.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,14.0,0.0,51.0,21.0,0.0,17.0,17.160161507402425
