date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,41.0,18.0,18.0,0.0,27.0,0.0,47.0,33.0,32.0,0.0,0.0,0.0,0.0,18.0,16.0,15.0,14.0,0.0,16.0,33.0,21.34027325959661
2020-10-06,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,0.0,0.0,36.0,16.0,30.0,14.0,0.0,0.0,17.0,12.166558230318804
2020-10-07,21.0,36.0,18.0,38.0,28.0,28.0,49.0,17.0,0.0,46.0,40.0,43.0,57.0,18.0,16.0,15.0,45.0,83.0,49.0,17.0,43.2010409889395
2020-10-08,22.0,38.0,57.0,0.0,15.0,44.0,49.0,51.0,0.0,31.0,42.0,30.0,39.0,0.0,25.0,16.0,15.0,43.0,17.0,0.0,34.743005855562785
2020-10-09,67.0,100.0,59.0,41.0,31.0,61.0,25.0,18.0,36.0,48.0,22.0,64.0,100.0,79.0,35.0,0.0,49.0,67.0,53.0,95.0,68.3148991541965
2020-10-10,25.0,43.0,22.0,89.0,0.0,17.0,57.0,39.0,20.0,18.0,70.0,52.0,23.0,22.0,30.0,36.0,35.0,25.0,59.0,0.0,44.37215354586858
2020-10-11,69.0,80.0,83.0,21.0,31.0,47.0,79.0,37.0,36.0,0.0,68.0,47.0,63.0,82.0,46.0,16.0,16.0,23.0,36.0,38.0,59.72674040338322
2020-10-12,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,34.0,0.0,0.0,21.0,0.0,0.0,5.920624593363696
2020-10-13,21.0,0.0,38.0,39.0,74.0,29.0,24.0,0.0,17.0,0.0,40.0,29.0,19.0,38.0,25.0,15.0,30.0,63.0,34.0,18.0,35.97918022121015
2020-10-14,21.0,0.0,0.0,19.0,14.0,0.0,24.0,33.0,17.0,15.0,20.0,14.0,0.0,18.0,50.0,15.0,15.0,20.0,0.0,0.0,19.193233571893305
2020-10-15,44.0,57.0,19.0,59.0,30.0,30.0,25.0,52.0,35.0,63.0,82.0,15.0,59.0,38.0,52.0,47.0,47.0,43.0,52.0,37.0,57.64476252439818
2020-10-16,23.0,59.0,41.0,63.0,31.0,15.0,80.0,37.0,37.0,0.0,65.0,48.0,41.0,39.0,54.0,100.0,100.0,23.0,36.0,75.0,62.914769030579045
2020-10-17,48.0,21.0,21.0,22.0,33.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,43.0,21.0,19.0,17.0,17.0,0.0,57.0,40.0,25.829538061158104
