,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,34.0,0.0,6.762849413886384
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2461677186654643
2020-10-08,0.0,50.0,0.0,37.0,48.0,48.0,0.0,0.0,38.0,38.0,45.0,0.0,0.0,0.0,54.0,0.0,0.0,52.0,0.0,0.0,36.9702434625789
2020-10-09,0.0,53.0,98.0,77.0,0.0,100.0,0.0,47.0,79.0,39.0,47.0,42.0,37.0,56.0,56.0,90.0,92.0,0.0,0.0,0.0,82.32642019837691
2020-10-10,42.0,0.0,54.0,83.0,56.0,0.0,0.0,100.0,44.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,41.0,86.0,72.678088367899
2020-10-11,0.0,53.0,0.0,79.0,51.0,0.0,41.0,47.0,0.0,41.0,0.0,41.0,39.0,0.0,0.0,0.0,47.0,0.0,38.0,41.0,46.70874661857529
2020-10-12,0.0,0.0,48.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,13.345356176735798
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3363390441839496
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
