,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-15,40.0,43.0,51.0,100.0,46.0,65.0,65.0,57.0,46.0,74.0,57.0,61.0,75.0,58.0,55.0,22.0,86.0,46.0,38.0,60.0,59.60437272254035
2020-10-16,41.0,46.0,41.0,67.0,56.0,42.0,60.0,66.0,57.0,50.0,50.0,46.0,69.0,50.0,51.0,27.0,71.0,44.0,42.0,68.0,54.34669442998438
2020-10-17,61.0,66.0,60.0,66.0,55.0,46.0,49.0,73.0,75.0,38.0,63.0,54.0,84.0,55.0,47.0,59.0,67.0,42.0,63.0,65.0,61.842790213430504
2020-10-18,38.0,39.0,38.0,52.0,48.0,56.0,53.0,41.0,34.0,41.0,49.0,70.0,55.0,38.0,39.0,33.0,65.0,46.0,57.0,50.0,49.036959916710046
2020-10-19,41.0,26.0,48.0,39.0,33.0,34.0,48.0,52.0,47.0,36.0,46.0,47.0,49.0,47.0,43.0,35.0,42.0,39.0,31.0,36.0,42.634044768349824
2020-10-20,44.0,33.0,54.0,75.0,36.0,61.0,28.0,54.0,27.0,41.0,54.0,59.0,68.0,49.0,35.0,42.0,44.0,44.0,48.0,50.0,49.245184799583555
2020-10-21,63.0,40.0,48.0,37.0,46.0,64.0,44.0,43.0,34.0,49.0,39.0,79.0,51.0,43.0,51.0,48.0,62.0,47.0,52.0,46.0,51.32743362831859
2020-10-22,52.0,76.0,67.0,97.0,77.0,59.0,75.0,66.0,51.0,62.0,82.0,62.0,74.0,64.0,70.0,41.0,62.0,52.0,64.0,62.0,68.45393024466424
2020-10-23,83.0,69.0,66.0,63.0,80.0,91.0,70.0,100.0,56.0,89.0,74.0,94.0,71.0,54.0,57.0,58.0,90.0,78.0,65.0,51.0,75.95002602811036
2020-10-24,42.0,55.0,88.0,49.0,62.0,69.0,77.0,57.0,39.0,67.0,73.0,37.0,77.0,73.0,60.0,44.0,65.0,63.0,47.0,57.0,62.519521082769394
2020-10-25,62.0,54.0,76.0,52.0,65.0,58.0,82.0,77.0,49.0,77.0,73.0,60.0,51.0,58.0,42.0,49.0,71.0,47.0,58.0,65.0,63.82092660072879
2020-10-26,66.0,71.0,96.0,99.0,56.0,80.0,60.0,68.0,55.0,67.0,100.0,63.0,81.0,91.0,58.0,64.0,94.0,50.0,80.0,54.0,75.63768870380012
2020-10-27,74.0,87.0,72.0,86.0,81.0,94.0,74.0,75.0,52.0,78.0,80.0,56.0,91.0,93.0,61.0,57.0,90.0,60.0,81.0,72.0,78.81311816762103
2020-10-28,100.0,74.0,100.0,92.0,100.0,100.0,100.0,99.0,100.0,73.0,94.0,100.0,90.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0
2020-10-29,89.0,100.0,78.0,95.0,98.0,83.0,65.0,85.0,73.0,88.0,92.0,93.0,100.0,70.0,68.0,75.0,100.0,62.0,84.0,79.0,87.2982821447163
2020-10-30,41.0,53.0,59.0,88.0,50.0,61.0,56.0,52.0,42.0,60.0,64.0,48.0,53.0,48.0,45.0,42.0,58.0,64.0,48.0,50.0,56.32483081728267
2020-10-31,65.0,41.0,69.0,66.0,47.0,64.0,51.0,71.0,50.0,59.0,65.0,70.0,69.0,53.0,38.0,54.0,58.0,50.0,52.0,70.0,60.48932847475273
2020-11-01,66.0,60.0,86.0,45.0,81.0,79.0,58.0,66.0,67.0,100.0,72.0,64.0,80.0,68.0,71.0,53.0,85.0,64.0,46.0,40.0,70.32795419052577
2020-11-02,37.0,43.0,51.0,43.0,27.0,43.0,31.0,54.0,36.0,41.0,58.0,46.0,48.0,60.0,39.0,53.0,59.0,58.0,31.0,38.0,46.64237376366476
2020-11-03,49.0,55.0,76.0,68.0,61.0,57.0,75.0,72.0,68.0,58.0,60.0,64.0,48.0,49.0,51.0,57.0,68.0,43.0,77.0,74.0,64.02915148360229
2020-11-04,26.0,55.0,35.0,59.0,47.0,49.0,38.0,55.0,46.0,53.0,58.0,59.0,41.0,37.0,34.0,40.0,40.0,50.0,36.0,50.0,47.26704841228527
2020-11-05,36.0,36.0,51.0,68.0,44.0,46.0,34.0,42.0,33.0,55.0,65.0,50.0,43.0,33.0,38.0,31.0,36.0,39.0,34.0,47.0,44.820406038521604
2020-11-06,56.0,37.0,52.0,57.0,48.0,64.0,62.0,62.0,47.0,65.0,64.0,65.0,65.0,81.0,55.0,47.0,61.0,54.0,60.0,43.0,59.60437272254035
2020-11-07,49.0,30.0,70.0,67.0,43.0,62.0,31.0,60.0,45.0,44.0,57.0,73.0,58.0,41.0,42.0,36.0,59.0,44.0,40.0,58.0,52.52472670484123
2020-11-08,49.0,44.0,66.0,34.0,61.0,54.0,70.0,69.0,43.0,50.0,56.0,79.0,45.0,49.0,62.0,51.0,56.0,52.0,56.0,55.0,57.313899010931806
2020-11-09,56.0,52.0,56.0,42.0,42.0,65.0,55.0,91.0,35.0,49.0,59.0,78.0,66.0,45.0,46.0,54.0,67.0,57.0,63.0,48.0,58.6153045288912
2020-11-10,35.0,36.0,54.0,65.0,41.0,39.0,53.0,64.0,54.0,56.0,53.0,73.0,65.0,38.0,43.0,40.0,69.0,47.0,59.0,42.0,53.40968245705362
2020-11-11,46.0,43.0,60.0,53.0,37.0,48.0,36.0,38.0,46.0,56.0,60.0,43.0,52.0,60.0,40.0,44.0,53.0,30.0,39.0,27.0,47.423217074440394
2020-11-12,44.0,36.0,51.0,50.0,35.0,36.0,53.0,58.0,44.0,62.0,59.0,50.0,55.0,37.0,35.0,23.0,47.0,38.0,56.0,42.0,47.423217074440394
2020-11-13,26.0,18.0,45.0,24.0,60.0,63.0,39.0,65.0,37.0,44.0,27.0,31.0,45.0,32.0,30.0,32.0,44.0,47.0,42.0,31.0,40.707964601769916
2020-11-14,43.0,34.0,45.0,46.0,33.0,48.0,37.0,42.0,32.0,53.0,30.0,37.0,52.0,29.0,23.0,23.0,41.0,33.0,42.0,47.0,40.083289953149404
2020-11-15,30.0,34.0,26.0,38.0,48.0,31.0,34.0,32.0,25.0,21.0,35.0,41.0,36.0,24.0,23.0,33.0,51.0,28.0,41.0,31.0,34.46121811556481
2020-11-16,50.0,43.0,62.0,31.0,43.0,57.0,45.0,54.0,37.0,36.0,40.0,37.0,59.0,26.0,43.0,39.0,66.0,33.0,25.0,48.0,45.497136907860494
2020-11-17,44.0,26.0,42.0,32.0,33.0,31.0,40.0,33.0,30.0,33.0,31.0,53.0,46.0,21.0,23.0,21.0,29.0,45.0,46.0,28.0,35.76262363352421
2020-11-18,44.0,41.0,42.0,41.0,25.0,57.0,37.0,39.0,32.0,42.0,50.0,46.0,36.0,9.0,22.0,21.0,41.0,28.0,39.0,28.0,37.48047891723061
2020-11-19,32.0,33.0,33.0,35.0,22.0,45.0,43.0,26.0,30.0,41.0,34.0,50.0,36.0,32.0,20.0,33.0,35.0,25.0,29.0,36.0,34.877667881311815
2020-11-20,24.0,20.0,23.0,25.0,33.0,27.0,25.0,45.0,32.0,26.0,26.0,40.0,26.0,38.0,23.0,23.0,25.0,36.0,31.0,31.0,30.140551795939615
2020-11-21,33.0,43.0,38.0,55.0,34.0,29.0,32.0,37.0,38.0,37.0,27.0,42.0,30.0,37.0,28.0,27.0,43.0,29.0,29.0,34.0,36.543466944299844
2020-11-22,21.0,32.0,58.0,33.0,37.0,38.0,23.0,44.0,28.0,50.0,35.0,39.0,40.0,30.0,26.0,29.0,46.0,29.0,47.0,40.0,37.74076002082249
2020-11-23,26.0,17.0,32.0,25.0,16.0,24.0,27.0,32.0,22.0,35.0,31.0,30.0,29.0,26.0,22.0,16.0,34.0,30.0,31.0,30.0,27.850078084331077
2020-11-24,27.0,33.0,35.0,46.0,30.0,42.0,34.0,33.0,34.0,27.0,43.0,14.0,45.0,27.0,26.0,17.0,21.0,29.0,39.0,34.0,33.10775637688704
2020-11-25,34.0,23.0,32.0,30.0,27.0,16.0,40.0,28.0,22.0,27.0,43.0,30.0,46.0,31.0,27.0,21.0,36.0,39.0,22.0,37.0,31.806350858927644
2020-11-26,19.0,12.0,15.0,23.0,8.0,17.0,10.0,15.0,16.0,11.0,19.0,20.0,12.0,11.0,7.0,11.0,23.0,5.0,16.0,15.0,14.836022904737117
2020-11-27,24.0,18.0,18.0,23.0,22.0,19.0,15.0,20.0,18.0,19.0,30.0,14.0,32.0,18.0,18.0,11.0,11.0,15.0,10.0,27.0,19.885476314419577
2020-11-28,29.0,14.0,23.0,47.0,27.0,27.0,28.0,32.0,18.0,29.0,32.0,36.0,27.0,24.0,25.0,27.0,20.0,18.0,38.0,35.0,28.94325871941697
2020-11-29,42.0,34.0,28.0,30.0,39.0,47.0,35.0,31.0,31.0,23.0,34.0,41.0,19.0,35.0,22.0,25.0,27.0,38.0,25.0,27.0,32.951587714731915
2020-11-30,38.0,14.0,24.0,11.0,18.0,30.0,18.0,24.0,9.0,33.0,20.0,23.0,33.0,21.0,21.0,21.0,29.0,41.0,29.0,38.0,25.767829255596045
2020-12-01,34.0,19.0,41.0,16.0,26.0,42.0,30.0,34.0,37.0,38.0,20.0,29.0,17.0,34.0,26.0,37.0,27.0,24.0,33.0,24.0,30.609057782405
2020-12-02,27.0,27.0,20.0,42.0,28.0,22.0,15.0,30.0,20.0,21.0,32.0,19.0,51.0,52.0,23.0,7.0,40.0,26.0,27.0,38.0,29.515877147319106
2020-12-03,16.0,19.0,14.0,23.0,24.0,16.0,18.0,24.0,21.0,19.0,21.0,7.0,35.0,25.0,16.0,17.0,14.0,24.0,22.0,9.0,19.989588755856325
2020-12-04,36.0,20.0,26.0,22.0,28.0,34.0,26.0,39.0,25.0,18.0,33.0,31.0,30.0,27.0,20.0,23.0,36.0,23.0,23.0,20.0,28.110359187922956
2020-12-05,22.0,17.0,21.0,38.0,9.0,10.0,15.0,25.0,19.0,29.0,21.0,27.0,21.0,22.0,19.0,8.0,21.0,12.0,15.0,27.0,20.718375845913584
2020-12-06,25.0,16.0,24.0,27.0,17.0,32.0,21.0,30.0,26.0,16.0,24.0,23.0,31.0,28.0,26.0,12.0,23.0,9.0,12.0,12.0,22.59239979177512
2020-12-07,37.0,18.0,23.0,36.0,17.0,16.0,29.0,33.0,25.0,15.0,29.0,29.0,44.0,18.0,13.0,19.0,17.0,23.0,35.0,26.0,26.132222800624675
2020-12-08,33.0,27.0,36.0,36.0,36.0,32.0,38.0,27.0,24.0,45.0,31.0,35.0,56.0,22.0,33.0,20.0,39.0,26.0,27.0,29.0,33.94065590838105
2020-12-09,34.0,15.0,38.0,18.0,27.0,41.0,19.0,40.0,17.0,32.0,29.0,36.0,19.0,20.0,10.0,29.0,31.0,18.0,16.0,21.0,26.548672566371682
2020-12-10,22.0,20.0,21.0,27.0,32.0,32.0,41.0,37.0,24.0,26.0,32.0,36.0,38.0,42.0,31.0,32.0,24.0,24.0,42.0,24.0,31.59812597605414
2020-12-11,23.0,8.0,26.0,15.0,16.0,24.0,25.0,38.0,22.0,26.0,16.0,28.0,19.0,20.0,27.0,16.0,22.0,30.0,14.0,17.0,22.488287350338368
2020-12-12,39.0,29.0,37.0,35.0,39.0,49.0,32.0,29.0,26.0,48.0,34.0,52.0,41.0,33.0,36.0,33.0,39.0,32.0,32.0,45.0,38.52160333159813
2020-12-13,34.0,22.0,41.0,33.0,29.0,22.0,30.0,24.0,24.0,34.0,43.0,29.0,52.0,18.0,32.0,22.0,51.0,12.0,39.0,29.0,32.274856845393025
2020-12-14,20.0,17.0,22.0,27.0,19.0,18.0,11.0,16.0,17.0,17.0,19.0,21.0,22.0,11.0,5.0,14.0,12.0,16.0,17.0,11.0,17.282665278500783
2020-12-15,26.0,25.0,44.0,37.0,30.0,24.0,31.0,32.0,19.0,20.0,28.0,25.0,26.0,14.0,15.0,28.0,35.0,19.0,19.0,22.0,27.017178552837066
2020-12-16,35.0,26.0,29.0,19.0,19.0,31.0,28.0,35.0,12.0,26.0,27.0,40.0,13.0,20.0,15.0,23.0,22.0,25.0,17.0,25.0,25.351379489849037
2020-12-17,30.0,32.0,43.0,53.0,37.0,37.0,29.0,50.0,33.0,31.0,45.0,32.0,33.0,46.0,13.0,22.0,49.0,26.0,44.0,29.0,37.16814159292036
2020-12-18,25.0,20.0,24.0,27.0,15.0,30.0,36.0,24.0,24.0,25.0,22.0,17.0,14.0,16.0,14.0,27.0,27.0,18.0,31.0,12.0,23.32118688183238
2020-12-19,33.0,25.0,25.0,24.0,28.0,31.0,31.0,35.0,27.0,39.0,27.0,27.0,54.0,32.0,31.0,21.0,28.0,19.0,34.0,28.0,31.18167621030713
2020-12-20,47.0,52.0,45.0,48.0,36.0,32.0,67.0,42.0,32.0,45.0,55.0,40.0,64.0,56.0,57.0,28.0,54.0,54.0,55.0,50.0,49.92191566892244
2020-12-21,34.0,38.0,31.0,44.0,45.0,49.0,39.0,48.0,35.0,42.0,48.0,43.0,77.0,43.0,46.0,42.0,55.0,30.0,36.0,30.0,44.50806871421135
2020-12-22,25.0,14.0,31.0,34.0,15.0,13.0,24.0,17.0,16.0,28.0,22.0,23.0,35.0,28.0,13.0,12.0,31.0,18.0,22.0,39.0,23.94586153045289
2020-12-23,19.0,19.0,21.0,20.0,18.0,33.0,21.0,24.0,19.0,42.0,19.0,30.0,25.0,28.0,16.0,25.0,24.0,30.0,9.0,33.0,24.72670484122853
