,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-01-29,0.0,0.0,10.0,0.0,0.0,16.0,0.0,22.0,0.0,14.0,8.0,13.0,15.0,12.0,10.0,25.0,11.0,15.0,0.0,0.0,9.754706217912151
2020-01-30,0.0,11.0,21.0,11.0,0.0,24.0,10.0,12.0,13.0,14.0,9.0,0.0,0.0,0.0,11.0,13.0,0.0,16.0,0.0,0.0,9.412435824301197
2020-01-31,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,14.0,15.0,0.0,14.0,0.0,13.0,11.0,0.0,0.0,17.0,0.0,0.0,5.761551625784369
2020-02-01,0.0,22.0,11.0,23.0,14.0,34.0,21.0,0.0,28.0,0.0,9.0,28.0,17.0,0.0,11.0,14.0,12.0,0.0,0.0,15.0,14.774671990872788
2020-02-02,0.0,11.0,0.0,11.0,0.0,0.0,0.0,12.0,13.0,14.0,9.0,27.0,0.0,13.0,0.0,13.0,0.0,16.0,0.0,0.0,7.929264118653736
2020-02-03,0.0,10.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,11.0,29.0,9.0,13.0,6.617227609811751
2020-02-04,0.0,10.0,10.0,21.0,0.0,32.0,19.0,34.0,25.0,28.0,8.0,13.0,0.0,13.0,10.0,13.0,0.0,16.0,9.0,28.0,16.48602395892755
2020-02-05,0.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62407301768397
2020-02-06,0.0,0.0,11.0,0.0,14.0,33.0,10.0,12.0,0.0,0.0,0.0,0.0,16.0,13.0,11.0,13.0,0.0,0.0,0.0,0.0,7.586993725042784
2020-02-07,14.0,11.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,11.0,0.0,0.0,17.0,0.0,0.0,6.5031374786080995
2020-02-08,30.0,23.0,12.0,12.0,0.0,35.0,11.0,0.0,28.0,32.0,19.0,0.0,53.0,0.0,12.0,29.0,0.0,35.0,11.0,16.0,20.422133485453504
2020-02-09,0.0,0.0,11.0,11.0,14.0,17.0,0.0,12.0,13.0,15.0,0.0,0.0,17.0,0.0,11.0,0.0,0.0,16.0,10.0,15.0,9.241300627495722
2020-02-10,0.0,0.0,0.0,0.0,13.0,0.0,9.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.023388476896748
2020-02-11,0.0,0.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,8.0,0.0,0.0,12.0,10.0,0.0,22.0,15.0,0.0,0.0,5.3051911009697665
2020-02-12,13.0,0.0,20.0,10.0,13.0,16.0,9.0,0.0,0.0,14.0,8.0,26.0,15.0,0.0,20.0,12.0,22.0,31.0,9.0,28.0,15.173987450085567
2020-02-13,13.0,10.0,10.0,21.0,13.0,16.0,19.0,0.0,12.0,14.0,8.0,13.0,31.0,0.0,10.0,25.0,22.0,31.0,18.0,28.0,17.912150598973188
2020-02-14,0.0,11.0,0.0,11.0,27.0,16.0,0.0,12.0,0.0,0.0,9.0,0.0,16.0,26.0,11.0,13.0,0.0,0.0,10.0,0.0,9.241300627495722
2020-02-15,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9697661152310324
2020-02-16,0.0,0.0,11.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,13.0,0.0,16.0,0.0,0.0,5.476326297775242
2020-02-17,0.0,10.0,0.0,10.0,13.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,15.0,9.0,0.0,4.905875641756988
2020-02-18,0.0,0.0,20.0,20.0,26.0,15.0,9.0,32.0,0.0,0.0,8.0,38.0,15.0,12.0,10.0,24.0,0.0,0.0,9.0,13.0,14.318311466058185
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,14.0,21.0,11.0,32.0,27.0,0.0,38.0,23.0,39.0,14.0,26.0,13.0,32.0,13.0,0.0,0.0,23.0,16.0,10.0,44.0,22.589845978322874
2020-02-21,0.0,11.0,0.0,11.0,14.0,0.0,10.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,12.0,16.0,10.0,0.0,6.617227609811751
2020-02-22,29.0,11.0,0.0,12.0,15.0,18.0,31.0,13.0,14.0,31.0,0.0,15.0,35.0,28.0,11.0,28.0,25.0,0.0,10.0,0.0,18.596691386195094
2020-02-23,30.0,23.0,35.0,12.0,45.0,18.0,0.0,26.0,43.0,32.0,19.0,0.0,18.0,14.0,12.0,0.0,13.0,18.0,0.0,0.0,20.422133485453504
2020-02-24,0.0,10.0,10.0,0.0,0.0,16.0,9.0,11.0,25.0,14.0,0.0,0.0,0.0,25.0,21.0,13.0,11.0,0.0,9.0,0.0,9.925841414717626
2020-02-25,12.0,0.0,10.0,10.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,13.0,5.647461494580718
2020-02-26,36.0,19.0,0.0,19.0,48.0,43.0,17.0,10.0,23.0,13.0,0.0,0.0,28.0,23.0,28.0,12.0,20.0,71.0,17.0,13.0,25.099828864803193
