date,/m/0cjf0,isPartial
2020-03-01,34,False
2020-03-02,32,False
2020-03-03,23,False
2020-03-04,35,False
2020-03-05,27,False
2020-03-06,28,False
2020-03-07,25,False
2020-03-08,35,False
2020-03-09,28,False
2020-03-10,41,False
2020-03-11,44,False
2020-03-12,57,False
2020-03-13,71,False
2020-03-14,65,False
2020-03-15,100,False
2020-03-16,97,False
2020-03-17,83,False
2020-03-18,74,False
2020-03-19,74,False
2020-03-20,74,False
2020-03-21,69,False
2020-03-22,59,False
2020-03-23,43,False
2020-03-24,48,False
2020-03-25,45,False
2020-03-26,35,False
2020-03-27,48,False
2020-03-28,42,False
