,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-05,74.0,64.0,62.0,60.0,55.0,63.0,63.0,68.0,66.0,70.0,66.0,59.0,59.0,70.0,69.0,53.0,57.0,61.0,57.0,62.0,65.72622779519331
2020-10-06,61.0,54.0,52.0,49.0,45.0,48.0,54.0,49.0,39.0,63.0,53.0,53.0,57.0,51.0,62.0,49.0,54.0,47.0,56.0,50.0,54.64994775339603
2020-10-07,60.0,58.0,55.0,53.0,45.0,56.0,60.0,46.0,49.0,59.0,60.0,53.0,48.0,52.0,55.0,46.0,58.0,48.0,54.0,53.0,55.79937304075235
2020-10-08,64.0,54.0,61.0,59.0,55.0,63.0,64.0,58.0,54.0,64.0,68.0,59.0,57.0,62.0,59.0,58.0,54.0,58.0,62.0,55.0,62.06896551724138
2020-10-09,55.0,54.0,50.0,60.0,51.0,50.0,48.0,61.0,50.0,59.0,59.0,50.0,60.0,55.0,64.0,52.0,51.0,48.0,56.0,59.0,57.05329153605015
2020-10-10,68.0,55.0,55.0,62.0,64.0,58.0,69.0,58.0,55.0,66.0,63.0,62.0,59.0,62.0,58.0,56.0,54.0,59.0,68.0,61.0,63.322884012539184
2020-10-11,84.0,68.0,61.0,71.0,56.0,69.0,58.0,67.0,54.0,69.0,63.0,70.0,62.0,67.0,73.0,70.0,59.0,64.0,69.0,70.0,69.17450365726228
2020-10-12,74.0,64.0,63.0,67.0,50.0,63.0,66.0,63.0,52.0,71.0,62.0,57.0,63.0,81.0,66.0,53.0,56.0,56.0,61.0,62.0,65.30825496342737
2020-10-13,75.0,62.0,63.0,75.0,61.0,59.0,55.0,55.0,64.0,69.0,67.0,55.0,64.0,68.0,72.0,58.0,62.0,54.0,63.0,61.0,65.93521421107627
2020-10-14,72.0,72.0,58.0,64.0,62.0,64.0,67.0,75.0,57.0,68.0,74.0,54.0,63.0,74.0,77.0,70.0,59.0,73.0,72.0,65.0,70.01044932079415
2020-10-15,76.0,61.0,62.0,69.0,62.0,57.0,68.0,60.0,65.0,66.0,72.0,60.0,63.0,72.0,68.0,57.0,67.0,49.0,67.0,65.0,67.18913270637408
2020-10-16,61.0,47.0,47.0,61.0,49.0,54.0,55.0,50.0,53.0,58.0,55.0,53.0,52.0,63.0,60.0,63.0,58.0,52.0,61.0,58.0,57.99373040752351
2020-10-17,58.0,53.0,52.0,54.0,47.0,51.0,50.0,52.0,45.0,50.0,56.0,59.0,48.0,50.0,61.0,60.0,49.0,60.0,65.0,46.0,55.69487983281086
2020-10-18,67.0,57.0,49.0,57.0,51.0,48.0,48.0,53.0,58.0,63.0,51.0,57.0,56.0,51.0,49.0,61.0,56.0,53.0,55.0,62.0,57.57575757575757
2020-10-19,73.0,65.0,53.0,58.0,59.0,55.0,61.0,61.0,49.0,63.0,63.0,50.0,55.0,63.0,66.0,56.0,63.0,52.0,58.0,62.0,61.91222570532915
2020-10-20,61.0,58.0,56.0,54.0,53.0,56.0,58.0,67.0,53.0,65.0,62.0,52.0,49.0,61.0,66.0,50.0,61.0,50.0,58.0,58.0,59.979101358411704
2020-10-21,63.0,62.0,66.0,60.0,64.0,54.0,60.0,68.0,59.0,67.0,51.0,63.0,59.0,61.0,63.0,68.0,61.0,63.0,71.0,60.0,64.94252873563218
2020-10-22,89.0,72.0,72.0,69.0,69.0,81.0,73.0,61.0,74.0,75.0,76.0,67.0,66.0,77.0,76.0,67.0,76.0,60.0,71.0,75.0,75.54858934169279
2020-10-23,87.0,71.0,75.0,82.0,77.0,77.0,80.0,73.0,78.0,81.0,77.0,69.0,77.0,86.0,75.0,53.0,77.0,66.0,81.0,81.0,79.57157784743993
2020-10-24,85.0,64.0,68.0,77.0,77.0,68.0,74.0,73.0,80.0,75.0,79.0,70.0,72.0,82.0,74.0,78.0,71.0,71.0,82.0,71.0,77.89968652037618
2020-10-25,94.0,100.0,84.0,85.0,73.0,96.0,88.0,79.0,78.0,84.0,78.0,76.0,80.0,81.0,83.0,66.0,85.0,67.0,80.0,80.0,85.52769070010449
2020-10-26,96.0,86.0,82.0,94.0,80.0,85.0,84.0,79.0,87.0,84.0,89.0,68.0,84.0,88.0,98.0,69.0,87.0,82.0,78.0,93.0,88.45350052246604
2020-10-27,99.0,99.0,100.0,100.0,100.0,100.0,88.0,95.0,100.0,100.0,100.0,91.0,93.0,100.0,100.0,78.0,100.0,84.0,87.0,100.0,100.0
2020-10-28,100.0,99.0,89.0,94.0,89.0,84.0,100.0,100.0,99.0,97.0,87.0,100.0,100.0,93.0,97.0,100.0,88.0,100.0,100.0,90.0,99.58202716823406
2020-10-29,88.0,67.0,66.0,83.0,71.0,64.0,75.0,68.0,73.0,86.0,81.0,70.0,77.0,75.0,88.0,61.0,83.0,67.0,72.0,68.0,77.48171368861024
2020-10-30,81.0,72.0,58.0,66.0,62.0,61.0,56.0,61.0,59.0,73.0,73.0,73.0,63.0,74.0,70.0,65.0,66.0,65.0,59.0,67.0,69.17450365726228
2020-10-31,90.0,81.0,70.0,78.0,76.0,69.0,81.0,81.0,83.0,90.0,84.0,79.0,80.0,77.0,90.0,69.0,81.0,73.0,72.0,72.0,82.34064785788924
2020-11-01,82.0,71.0,76.0,80.0,73.0,71.0,76.0,63.0,62.0,85.0,72.0,56.0,60.0,66.0,79.0,54.0,70.0,56.0,63.0,68.0,72.25705329153605
2020-11-02,76.0,69.0,71.0,71.0,57.0,60.0,59.0,57.0,68.0,74.0,66.0,58.0,72.0,66.0,85.0,56.0,67.0,51.0,53.0,68.0,68.12957157784744
2020-11-03,71.0,51.0,53.0,56.0,64.0,54.0,59.0,58.0,61.0,63.0,67.0,50.0,53.0,58.0,65.0,52.0,68.0,50.0,58.0,53.0,60.81504702194357
2020-11-04,62.0,52.0,61.0,61.0,58.0,51.0,62.0,54.0,49.0,60.0,60.0,58.0,55.0,62.0,66.0,58.0,62.0,54.0,59.0,60.0,60.81504702194357
2020-11-05,72.0,56.0,54.0,56.0,54.0,62.0,57.0,57.0,48.0,53.0,52.0,47.0,53.0,59.0,57.0,52.0,59.0,47.0,65.0,51.0,58.04597701149425
2020-11-06,63.0,56.0,53.0,60.0,48.0,53.0,58.0,61.0,48.0,63.0,56.0,57.0,63.0,62.0,58.0,46.0,58.0,52.0,62.0,66.0,59.71786833855799
2020-11-07,76.0,59.0,64.0,71.0,58.0,64.0,65.0,72.0,64.0,77.0,69.0,59.0,66.0,64.0,72.0,68.0,68.0,64.0,73.0,59.0,69.5924764890282
2020-11-08,93.0,69.0,59.0,72.0,72.0,79.0,71.0,65.0,73.0,70.0,73.0,71.0,68.0,85.0,69.0,68.0,65.0,67.0,69.0,67.0,74.45141065830721
