,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-11-18,0.0,51.0,0.0,0.0,0.0,75.0,25.0,58.333333333333336,23.0,29.0,51.0,24.0,0.0,63.29113924050633,0.0,25.0,34.0,0.0,95.3125,52.80898876404494,49.72899005864083
2020-11-19,0.0,0.0,0.0,31.0,0.0,26.0,0.0,0.0,23.0,0.0,17.0,24.0,0.0,0.0,0.0,25.0,18.0,23.0,32.8125,26.96629213483146,20.226026842760245
2020-11-20,25.0,0.0,0.0,0.0,32.0,0.0,25.0,0.0,24.0,31.0,18.0,26.0,47.2972972972973,0.0,33.333333333333336,0.0,18.0,0.0,34.375,0.0,25.735948616050365
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,18.0,0.0,0.0,0.0,4.207287704695
2020-11-22,25.0,80.0,0.0,32.0,63.0,0.0,51.0,60.714285714285715,24.0,60.0,17.0,50.0,45.945945945945944,67.0886075949367,33.333333333333336,52.0,36.0,24.0,0.0,0.0,59.100003093630406
2020-11-23,0.0,25.0,33.0,32.0,32.0,26.0,25.0,0.0,23.0,60.0,0.0,0.0,45.945945945945944,0.0,31.372549019607842,25.0,18.0,23.0,65.625,0.0,38.10683863142524
2020-11-24,0.0,25.0,64.0,92.0,30.0,75.0,49.0,0.0,0.0,58.0,33.0,24.0,0.0,96.20253164556962,33.333333333333336,49.0,17.0,23.0,64.0625,80.89887640449439,66.67435600277274
2020-11-25,46.0,25.0,65.0,90.0,30.0,49.0,49.0,29.761904761904763,23.0,0.0,50.0,24.0,0.0,0.0,31.372549019607842,73.0,68.0,45.0,62.5,52.80898876404494,66.66994664194866
2020-11-26,50.0,76.0,0.0,63.0,32.0,0.0,25.0,60.714285714285715,94.0,60.0,0.0,49.0,45.945945945945944,65.82278481012658,64.70588235294117,25.0,86.0,24.0,100.0,26.96629213483146,77.71094176092629
2020-11-27,48.0,74.0,0.0,93.0,0.0,0.0,50.0,88.0952380952381,0.0,29.0,0.0,0.0,91.89189189189189,97.46835443037975,100.0,50.0,18.0,71.0,32.8125,26.96629213483146,71.32453192096389
2020-11-28,24.0,26.0,0.0,0.0,31.0,0.0,0.0,29.761904761904763,24.0,0.0,0.0,25.0,45.945945945945944,0.0,33.333333333333336,25.0,36.0,0.0,0.0,0.0,24.591420477635122
2020-11-29,24.0,26.0,99.0,62.0,62.0,51.0,49.0,89.28571428571429,0.0,88.0,34.0,74.0,0.0,32.91139240506329,31.372549019607842,51.0,18.0,0.0,98.4375,53.93258426966292,77.36544276605946
2020-11-30,48.0,100.0,65.0,0.0,31.0,50.0,50.0,0.0,46.0,58.0,33.0,98.0,0.0,64.55696202531645,94.11764705882354,50.0,34.0,46.0,31.25,0.0,73.67599588144404
