,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-19,0.0,0.0,0.0,32.0,32.0,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,67.0,28.0,0.0,0.0,0.0,0.0,21.973094170403588
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,0.0,0.0,30.0,0.0,0.0,26.0,0.0,0.0,30.0,0.0,30.0,31.0,0.0,34.0,0.0,27.0,30.0,31.0,0.0,0.0,24.12556053811659
2020-11-22,36.0,31.0,0.0,0.0,65.0,27.0,0.0,0.0,31.0,24.0,31.0,0.0,0.0,35.0,0.0,0.0,0.0,33.0,23.0,64.0,35.874439461883405
2020-11-23,35.0,31.0,0.0,32.0,65.0,0.0,26.0,62.0,31.0,50.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,64.0,43.139013452914796
2020-11-24,71.0,62.0,59.0,62.0,62.0,100.0,0.0,30.0,30.0,47.0,61.0,0.0,88.0,34.0,0.0,27.0,0.0,0.0,66.0,32.0,74.52914798206278
2020-11-25,100.0,0.0,57.0,93.0,0.0,25.0,48.0,90.0,29.0,0.0,58.0,30.0,0.0,100.0,43.0,80.0,29.0,30.0,0.0,0.0,72.82511210762331
2020-11-26,0.0,0.0,31.0,32.0,33.0,0.0,52.0,0.0,31.0,25.0,0.0,32.0,0.0,0.0,0.0,28.0,0.0,0.0,24.0,0.0,25.829596412556054
2020-11-27,0.0,0.0,30.0,0.0,0.0,26.0,25.0,31.0,30.0,24.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.269058295964125
