,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-05,51.0,46.0,57.0,57.0,64.0,42.0,47.0,58.0,71.0,57.0,52.0,52.0,55.0,56.0,53.0,53.0,54.0,72.0,61.0,74.0,64.35474701534963
2020-10-06,34.0,47.0,40.0,31.0,55.0,30.0,53.0,36.0,46.0,53.0,41.0,55.0,52.0,42.0,53.0,34.0,52.0,54.0,43.0,38.0,50.54007959067652
2020-10-07,42.0,68.0,61.0,54.0,51.0,60.0,60.0,52.0,55.0,39.0,49.0,40.0,40.0,38.0,41.0,39.0,35.0,50.0,51.0,66.0,56.338828880045476
2020-10-08,65.0,84.0,60.0,78.0,100.0,59.0,51.0,54.0,86.0,43.0,83.0,100.0,68.0,79.0,79.0,80.0,70.0,55.0,74.0,58.0,81.06878908470722
2020-10-09,30.0,38.0,31.0,29.0,32.0,30.0,38.0,41.0,28.0,29.0,22.0,29.0,43.0,21.0,10.0,38.0,27.0,46.0,41.0,46.0,36.89596361569074
2020-10-10,58.0,75.0,47.0,71.0,67.0,75.0,58.0,57.0,67.0,47.0,49.0,70.0,64.0,65.0,43.0,39.0,60.0,69.0,42.0,67.0,67.65207504263786
2020-10-11,53.0,44.0,64.0,44.0,79.0,56.0,59.0,66.0,46.0,66.0,52.0,58.0,59.0,47.0,80.0,74.0,65.0,55.0,51.0,62.0,67.08357021034679
2020-10-12,25.0,50.0,53.0,39.0,57.0,57.0,52.0,42.0,42.0,42.0,45.0,61.0,57.0,55.0,55.0,37.0,62.0,50.0,50.0,43.0,55.372370665150655
2020-10-13,46.0,56.0,61.0,62.0,50.0,41.0,51.0,61.0,65.0,48.0,48.0,57.0,46.0,32.0,48.0,68.0,38.0,49.0,64.0,53.0,59.35190449118817
2020-10-14,40.0,65.0,61.0,51.0,57.0,51.0,51.0,46.0,60.0,67.0,55.0,60.0,35.0,52.0,33.0,46.0,60.0,59.0,66.0,50.0,60.54576463899943
2020-10-15,99.0,60.0,86.0,57.0,66.0,70.0,70.0,80.0,65.0,57.0,91.0,54.0,77.0,64.0,64.0,80.0,69.0,76.0,80.0,99.0,83.2291074474133
2020-10-16,34.0,67.0,71.0,57.0,63.0,58.0,76.0,82.0,71.0,45.0,54.0,59.0,50.0,54.0,55.0,42.0,54.0,49.0,63.0,50.0,65.60545764639
2020-10-17,61.0,83.0,67.0,70.0,66.0,54.0,77.0,90.0,76.0,63.0,74.0,66.0,67.0,64.0,57.0,51.0,53.0,66.0,66.0,66.0,76.00909607731664
2020-10-18,63.0,76.0,45.0,51.0,64.0,65.0,39.0,59.0,72.0,61.0,73.0,50.0,77.0,75.0,66.0,82.0,39.0,74.0,60.0,54.0,70.77885162023877
2020-10-19,68.0,66.0,85.0,55.0,78.0,64.0,80.0,68.0,83.0,84.0,65.0,58.0,65.0,47.0,65.0,66.0,55.0,57.0,71.0,68.0,76.63445139283685
2020-10-20,43.0,50.0,62.0,54.0,47.0,48.0,53.0,45.0,63.0,55.0,48.0,54.0,66.0,43.0,36.0,71.0,73.0,66.0,70.0,53.0,62.53553155201819
2020-10-21,52.0,71.0,49.0,65.0,53.0,61.0,69.0,69.0,63.0,42.0,54.0,66.0,63.0,73.0,63.0,49.0,66.0,71.0,86.0,59.0,70.72200113700966
2020-10-22,86.0,82.0,80.0,52.0,80.0,85.0,89.0,82.0,79.0,86.0,87.0,79.0,83.0,91.0,81.0,68.0,68.0,78.0,97.0,70.0,91.13132461625925
2020-10-23,100.0,96.0,100.0,49.0,100.0,100.0,73.0,82.0,75.0,64.0,66.0,77.0,67.0,75.0,83.0,63.0,100.0,79.0,71.0,77.0,90.79022171688457
2020-10-24,95.0,77.0,72.0,49.0,88.0,71.0,74.0,68.0,77.0,76.0,68.0,74.0,74.0,62.0,69.0,85.0,78.0,75.0,82.0,97.0,85.90108015918135
2020-10-25,69.0,53.0,89.0,74.0,89.0,57.0,60.0,51.0,89.0,71.0,86.0,53.0,75.0,54.0,85.0,64.0,72.0,86.0,76.0,63.0,80.50028425241614
2020-10-26,74.0,95.0,87.0,81.0,75.0,89.0,97.0,100.0,81.0,80.0,100.0,96.0,100.0,83.0,75.0,100.0,95.0,59.0,91.0,87.0,99.2040932347925
2020-10-27,100.0,100.0,60.0,65.0,74.0,83.0,65.0,66.0,98.0,91.0,80.0,71.0,55.0,81.0,100.0,95.0,99.0,81.0,67.0,65.0,90.73337123365549
2020-10-28,75.0,81.0,71.0,100.0,85.0,88.0,94.0,74.0,100.0,100.0,87.0,100.0,85.0,100.0,75.0,66.0,90.0,57.0,100.0,75.0,96.81637293916998
2020-10-29,53.0,65.0,72.0,47.0,74.0,76.0,41.0,50.0,79.0,47.0,91.0,71.0,71.0,64.0,77.0,57.0,50.0,60.0,59.0,49.0,71.23365548607163
2020-10-30,100.0,89.0,78.0,86.0,80.0,69.0,100.0,82.0,93.0,87.0,71.0,82.0,88.0,98.0,82.0,91.0,84.0,100.0,99.0,100.0,100.0
2020-10-31,74.0,88.0,71.0,58.0,82.0,65.0,54.0,87.0,95.0,69.0,89.0,98.0,88.0,78.0,78.0,66.0,84.0,86.0,83.0,79.0,89.36895963615689
2020-11-01,65.0,94.0,72.0,61.0,65.0,54.0,73.0,76.0,80.0,51.0,67.0,68.0,68.0,79.0,74.0,75.0,95.0,81.0,84.0,68.0,82.4332006822058
2020-11-02,69.0,53.0,75.0,69.0,72.0,64.0,61.0,68.0,75.0,58.0,72.0,61.0,52.0,72.0,64.0,75.0,47.0,49.0,70.0,66.0,73.4508243320068
2020-11-03,58.0,74.0,68.0,57.0,59.0,68.0,56.0,75.0,72.0,27.0,87.0,64.0,77.0,71.0,77.0,35.0,53.0,69.0,82.0,49.0,72.65491756679931
2020-11-04,47.0,46.0,64.0,75.0,73.0,58.0,58.0,53.0,40.0,46.0,72.0,46.0,61.0,51.0,55.0,59.0,38.0,55.0,51.0,35.0,61.56907333712336
2020-11-05,46.0,59.0,69.0,57.0,66.0,60.0,60.0,55.0,71.0,55.0,29.0,70.0,58.0,69.0,50.0,57.0,67.0,39.0,55.0,76.0,66.4013644115975
2020-11-06,20.0,44.0,32.0,35.0,41.0,37.0,37.0,37.0,46.0,35.0,48.0,33.0,47.0,43.0,40.0,29.0,47.0,60.0,44.0,46.0,45.53723706651506
2020-11-07,53.0,49.0,53.0,42.0,36.0,53.0,53.0,53.0,58.0,62.0,59.0,55.0,36.0,39.0,47.0,48.0,47.0,51.0,49.0,58.0,56.90733371233655
2020-11-08,60.0,66.0,57.0,63.0,68.0,65.0,64.0,78.0,66.0,64.0,86.0,47.0,78.0,79.0,57.0,64.0,58.0,69.0,56.0,56.0,73.96247868106879
2020-11-09,43.0,73.0,27.0,50.0,33.0,47.0,60.0,45.0,53.0,47.0,41.0,58.0,33.0,37.0,42.0,32.0,44.0,59.0,51.0,27.0,51.27913587265492
2020-11-10,48.0,59.0,48.0,37.0,69.0,65.0,51.0,55.0,69.0,44.0,59.0,72.0,67.0,45.0,56.0,46.0,58.0,57.0,49.0,63.0,63.50198976691302
2020-11-11,61.0,60.0,57.0,43.0,72.0,56.0,53.0,36.0,39.0,48.0,52.0,48.0,40.0,54.0,51.0,49.0,41.0,63.0,53.0,39.0,57.70324047754406
2020-11-12,41.0,36.0,52.0,35.0,47.0,48.0,37.0,43.0,47.0,45.0,39.0,39.0,42.0,48.0,37.0,38.0,39.0,44.0,27.0,39.0,46.78794769755543
2020-11-13,26.0,33.0,24.0,27.0,39.0,32.0,29.0,40.0,40.0,20.0,45.0,30.0,19.0,29.0,27.0,24.0,29.0,27.0,46.0,42.0,35.702103467879475
2020-11-14,54.0,30.0,38.0,43.0,39.0,35.0,24.0,24.0,54.0,28.0,43.0,36.0,25.0,38.0,43.0,30.0,32.0,25.0,42.0,39.0,41.04604889141557
2020-11-15,38.0,42.0,27.0,20.0,57.0,50.0,40.0,43.0,54.0,55.0,49.0,48.0,45.0,40.0,51.0,36.0,56.0,25.0,56.0,31.0,49.06196702671973
2020-11-16,32.0,38.0,32.0,40.0,33.0,55.0,37.0,60.0,40.0,32.0,47.0,40.0,55.0,42.0,34.0,34.0,44.0,40.0,54.0,43.0,47.299602046617395
2020-11-17,43.0,35.0,45.0,29.0,19.0,34.0,52.0,52.0,30.0,35.0,53.0,49.0,44.0,46.0,34.0,34.0,41.0,45.0,45.0,41.0,45.821489482660596
2020-11-18,48.0,44.0,53.0,44.0,46.0,42.0,26.0,48.0,53.0,55.0,59.0,56.0,36.0,34.0,45.0,48.0,45.0,54.0,67.0,52.0,54.29221148379761
2020-11-19,33.0,33.0,44.0,42.0,19.0,29.0,24.0,24.0,32.0,30.0,31.0,33.0,33.0,40.0,35.0,24.0,29.0,38.0,32.0,47.0,37.066515065378056
2020-11-20,21.0,36.0,19.0,18.0,29.0,33.0,22.0,24.0,32.0,23.0,26.0,25.0,28.0,30.0,25.0,22.0,11.0,22.0,33.0,28.0,28.823194997157476
2020-11-21,18.0,33.0,27.0,23.0,31.0,16.0,32.0,40.0,32.0,30.0,32.0,28.0,25.0,8.0,27.0,33.0,24.0,30.0,36.0,42.0,32.23422399090392
2020-11-22,35.0,59.0,24.0,42.0,42.0,35.0,19.0,29.0,41.0,28.0,51.0,64.0,42.0,38.0,29.0,49.0,34.0,36.0,47.0,39.0,44.51392836839113
2020-11-23,16.0,33.0,22.0,31.0,31.0,32.0,24.0,25.0,26.0,23.0,17.0,28.0,31.0,27.0,16.0,25.0,32.0,28.0,36.0,37.0,30.69926094371802
2020-11-24,44.0,48.0,33.0,25.0,31.0,32.0,29.0,40.0,44.0,33.0,52.0,34.0,34.0,43.0,32.0,41.0,29.0,33.0,42.0,28.0,41.330301307561115
2020-11-25,25.0,38.0,32.0,30.0,33.0,34.0,40.0,37.0,22.0,27.0,28.0,27.0,22.0,16.0,21.0,24.0,26.0,43.0,37.0,35.0,33.93973848777714
2020-11-26,32.0,28.0,34.0,32.0,32.0,31.0,25.0,39.0,43.0,32.0,24.0,41.0,32.0,25.0,25.0,38.0,19.0,37.0,28.0,23.0,35.24729960204662
2020-11-27,22.0,29.0,32.0,30.0,24.0,26.0,31.0,51.0,20.0,22.0,36.0,30.0,30.0,31.0,45.0,38.0,42.0,15.0,28.0,24.0,34.45139283683911
2020-11-28,27.0,31.0,15.0,35.0,32.0,28.0,14.0,28.0,34.0,16.0,27.0,21.0,24.0,11.0,20.0,17.0,20.0,20.0,31.0,18.0,26.662876634451393
2020-11-29,14.0,38.0,23.0,27.0,30.0,31.0,20.0,25.0,17.0,24.0,33.0,35.0,29.0,25.0,20.0,34.0,36.0,23.0,46.0,21.0,31.3246162592382
2020-11-30,27.0,15.0,14.0,21.0,15.0,22.0,19.0,22.0,36.0,21.0,20.0,9.0,34.0,22.0,11.0,14.0,33.0,26.0,34.0,8.0,24.04775440591245
2020-12-01,38.0,36.0,32.0,30.0,35.0,26.0,29.0,37.0,38.0,22.0,34.0,44.0,31.0,27.0,21.0,38.0,21.0,36.0,29.0,28.0,35.929505400795904
2020-12-02,20.0,21.0,22.0,13.0,27.0,19.0,24.0,13.0,34.0,27.0,25.0,27.0,25.0,21.0,11.0,24.0,26.0,24.0,23.0,19.0,25.298465036952813
2020-12-03,37.0,27.0,27.0,33.0,22.0,35.0,30.0,38.0,35.0,28.0,35.0,31.0,23.0,24.0,22.0,28.0,35.0,25.0,45.0,39.0,35.19044911881751
2020-12-04,23.0,24.0,30.0,17.0,22.0,19.0,21.0,26.0,9.0,23.0,31.0,30.0,6.0,11.0,11.0,24.0,19.0,30.0,32.0,19.0,24.27515633882888
2020-12-05,32.0,31.0,28.0,29.0,20.0,22.0,24.0,14.0,35.0,23.0,27.0,34.0,23.0,28.0,36.0,36.0,30.0,37.0,24.0,34.0,32.23422399090392
2020-12-06,21.0,31.0,34.0,19.0,44.0,42.0,39.0,30.0,23.0,24.0,32.0,29.0,26.0,28.0,23.0,34.0,31.0,37.0,40.0,26.0,34.849346219442864
2020-12-07,43.0,38.0,40.0,40.0,24.0,22.0,23.0,17.0,40.0,27.0,33.0,29.0,38.0,28.0,42.0,26.0,39.0,35.0,40.0,45.0,38.032973280272884
2020-12-08,23.0,51.0,18.0,46.0,35.0,42.0,21.0,33.0,40.0,23.0,32.0,50.0,25.0,37.0,39.0,28.0,42.0,34.0,26.0,47.0,39.34053439454235
2020-12-09,26.0,27.0,34.0,25.0,38.0,39.0,30.0,27.0,21.0,28.0,26.0,28.0,45.0,21.0,42.0,28.0,24.0,34.0,23.0,41.0,34.50824332006822
2020-12-10,24.0,35.0,25.0,35.0,36.0,28.0,43.0,34.0,51.0,26.0,36.0,38.0,26.0,41.0,40.0,28.0,25.0,38.0,44.0,29.0,38.77202956225128
2020-12-11,43.0,51.0,32.0,46.0,32.0,31.0,31.0,42.0,40.0,40.0,42.0,35.0,42.0,34.0,37.0,35.0,31.0,18.0,50.0,38.0,42.63786242183058
2020-12-12,19.0,22.0,32.0,27.0,24.0,23.0,29.0,14.0,27.0,13.0,27.0,21.0,21.0,23.0,34.0,26.0,31.0,21.0,16.0,30.0,27.288231949971575
2020-12-13,22.0,38.0,20.0,30.0,32.0,17.0,45.0,20.0,37.0,27.0,30.0,29.0,18.0,46.0,25.0,34.0,37.0,26.0,31.0,27.0,33.5986355884025
2020-12-14,19.0,50.0,25.0,24.0,35.0,34.0,31.0,19.0,36.0,26.0,32.0,38.0,35.0,45.0,34.0,37.0,36.0,37.0,37.0,26.0,37.29391699829448
2020-12-15,33.0,36.0,35.0,11.0,30.0,20.0,32.0,26.0,41.0,30.0,31.0,27.0,30.0,17.0,27.0,32.0,23.0,33.0,38.0,21.0,32.57532689027857
2020-12-16,24.0,29.0,35.0,22.0,39.0,34.0,20.0,29.0,37.0,19.0,36.0,24.0,24.0,20.0,17.0,26.0,23.0,21.0,38.0,54.0,32.46162592382035
2020-12-17,42.0,32.0,62.0,41.0,42.0,55.0,71.0,43.0,55.0,39.0,40.0,42.0,39.0,29.0,47.0,56.0,44.0,57.0,48.0,39.0,52.47299602046617
2020-12-18,32.0,37.0,37.0,23.0,41.0,24.0,21.0,40.0,46.0,32.0,45.0,37.0,19.0,36.0,48.0,43.0,39.0,47.0,43.0,35.0,41.2166003411029
2020-12-19,38.0,30.0,33.0,36.0,34.0,36.0,45.0,33.0,42.0,34.0,41.0,41.0,31.0,18.0,40.0,46.0,44.0,53.0,36.0,47.0,43.09266628766344
