date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21,batch_id
2020-01-01,17.0,29.0,37.0,25.0,0.0,22.0,25.0,30.0,71.0,10.0,35.18518518518519,0
2020-01-02,30.0,49.0,40.0,21.0,46.0,25.0,28.0,42.0,35.0,33.0,46.164021164021165,0
2020-01-03,53.0,67.0,33.0,29.0,64.0,25.0,43.0,61.0,18.0,8.0,53.042328042328045,0
2020-01-04,24.0,45.0,9.0,30.0,59.0,13.0,15.0,37.0,37.0,54.0,42.72486772486772,0
2020-01-05,40.0,35.0,35.0,23.0,34.0,26.0,38.0,55.0,28.0,45.0,47.48677248677249,0
2020-01-06,16.0,26.0,34.0,22.0,41.0,32.0,8.0,63.0,46.0,0.0,38.095238095238095,0
2020-01-07,82.0,89.0,72.0,63.0,100.0,37.0,49.0,100.0,61.0,74.0,96.16402116402116,0
2020-01-08,50.0,56.0,63.0,27.0,69.0,24.0,34.0,90.0,75.0,48.0,70.8994708994709,0
2020-01-09,15.0,24.0,24.0,21.0,31.0,12.0,42.0,50.0,25.0,57.0,39.81481481481482,0
2020-01-10,15.0,25.0,25.0,7.0,32.0,19.0,36.0,26.0,35.0,51.0,35.84656084656085,0
2020-01-11,42.0,19.0,27.0,32.0,35.0,28.0,8.0,29.0,10.0,28.0,34.12698412698413,0
2020-01-12,70.0,35.0,51.0,45.0,41.0,52.0,52.0,45.0,83.0,70.0,71.95767195767196,0
2020-01-13,0.0,14.0,14.0,18.0,20.0,26.0,18.0,29.0,8.0,21.0,22.222222222222225,0
2020-01-14,19.0,21.0,41.0,24.0,40.0,10.0,24.0,29.0,7.0,35.0,33.06878306878307,0
2020-01-15,51.0,24.0,31.0,7.0,61.0,36.0,28.0,58.0,34.0,40.0,48.94179894179894,0
2020-01-16,30.0,50.0,49.0,14.0,16.0,25.0,28.0,0.0,35.0,25.0,35.97883597883598,0
2020-01-17,46.0,25.0,41.0,58.0,32.0,37.0,15.0,54.0,62.0,43.0,54.62962962962963,0
2020-01-18,25.0,27.0,36.0,39.0,26.0,28.0,24.0,28.0,20.0,28.0,37.16931216931217,0
2020-01-19,39.0,43.0,75.0,44.0,41.0,45.0,37.0,35.0,63.0,69.0,64.94708994708995,0
2020-01-20,14.0,93.0,77.0,33.0,59.0,23.0,33.0,40.0,66.0,55.0,65.21164021164022,0
