,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-09-21,52.0,75.0,15.0,17.105263157894736,0.0,33.0,16.853932584269664,18.9873417721519,0.0,21.348314606741575,16.0,19.0,40.0,47.0,47.0,32.0,36.0,0.0,47.0,42.0,42.37787002814639
2020-09-22,0.0,39.0,27.0,0.0,16.0,45.0,31.46067415730337,0.0,17.0,56.17977528089887,15.0,0.0,0.0,29.0,29.0,0.0,32.0,17.0,29.0,39.0,31.05924570509002
2020-09-23,16.0,0.0,27.0,31.57894736842105,32.0,0.0,0.0,17.72151898734177,18.0,0.0,15.0,17.0,12.0,0.0,0.0,15.0,0.0,17.0,14.0,19.0,18.511513638568292
2020-09-24,32.0,30.0,27.0,48.68421052631579,16.0,46.0,48.31460674157304,17.72151898734177,17.0,19.10112359550562,15.0,17.0,25.0,14.0,43.0,15.0,0.0,17.0,29.0,39.0,37.99688925198901
2020-09-25,70.0,54.0,44.0,34.21052631578947,53.0,34.0,34.831460674157306,18.9873417721519,57.0,41.57303370786517,32.0,37.0,27.0,16.0,47.0,0.0,18.0,56.0,48.0,43.0,56.39646746424686
2020-09-26,37.0,46.0,16.0,0.0,19.0,18.0,19.10112359550562,41.77215189873418,21.0,44.943820224719104,18.0,40.0,14.0,51.0,50.0,52.0,0.0,20.0,0.0,0.0,37.40726481578245
2020-09-27,0.0,46.0,16.0,18.42105263157895,0.0,0.0,19.10112359550562,20.253164556962027,40.0,43.82022471910113,0.0,0.0,0.0,0.0,0.0,34.0,0.0,19.0,17.0,22.0,21.7744177782993
2020-09-28,0.0,54.0,30.0,34.21052631578947,18.0,16.0,17.97752808988764,18.9873417721519,19.0,20.224719101123597,16.0,0.0,0.0,0.0,31.0,16.0,0.0,37.0,16.0,0.0,25.36950099442036
2020-09-29,19.0,23.0,0.0,36.8421052631579,19.0,53.0,56.17977528089887,0.0,21.0,21.348314606741575,18.0,59.0,0.0,33.0,17.0,51.0,19.0,0.0,17.0,23.0,35.82742456267893
2020-09-30,0.0,69.0,16.0,0.0,57.0,0.0,56.17977528089887,43.037974683544306,20.0,22.471910112359552,68.0,0.0,15.0,83.0,50.0,35.0,77.0,100.0,67.0,46.0,60.749007399316746
2020-10-01,37.0,45.0,16.0,18.42105263157895,18.0,0.0,17.97752808988764,20.253164556962027,20.0,42.69662921348315,17.0,20.0,0.0,0.0,16.0,34.0,19.0,58.0,33.0,45.0,35.16285135836475
2020-10-02,38.0,35.0,0.0,76.3157894736842,38.0,36.0,38.20224719101124,21.518987341772153,42.0,22.471910112359552,0.0,61.0,30.0,34.0,0.0,35.0,19.0,40.0,17.0,23.0,44.67718889928245
2020-10-03,20.0,49.0,34.0,0.0,0.0,19.0,0.0,22.78481012658228,22.0,0.0,19.0,0.0,15.0,0.0,0.0,19.0,20.0,0.0,18.0,24.0,20.75707789740035
2020-10-04,19.0,49.0,17.0,19.736842105263158,0.0,19.0,20.224719101123597,21.518987341772153,21.0,23.59550561797753,18.0,41.0,45.0,18.0,35.0,0.0,20.0,0.0,35.0,23.0,32.78557961461442
2020-10-05,18.0,33.0,0.0,18.42105263157895,36.0,18.0,35.95505617977528,40.50632911392405,0.0,42.69662921348315,34.0,19.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,22.0,25.8983231935616
2020-10-06,74.0,69.0,47.0,90.78947368421052,56.0,18.0,94.38202247191012,83.54430379746836,81.0,43.82022471910113,17.0,79.0,100.0,50.0,100.0,34.0,94.0,59.0,100.0,67.0,100.0
2020-10-07,0.0,89.0,0.0,35.526315789473685,18.0,17.0,0.0,0.0,0.0,0.0,17.0,19.0,28.0,49.0,0.0,17.0,0.0,19.0,50.0,22.0,28.030660614050436
2020-10-08,19.0,70.0,16.0,57.89473684210526,19.0,0.0,58.42696629213483,0.0,21.0,0.0,0.0,0.0,15.0,0.0,34.0,18.0,20.0,20.0,17.0,0.0,28.383902609666915
2020-10-09,21.0,64.0,17.0,40.78947368421053,63.0,40.0,42.69662921348315,22.78481012658228,45.0,96.62921348314607,0.0,43.0,33.0,55.0,0.0,57.0,21.0,66.0,38.0,25.0,58.25997337331161
2020-10-10,44.0,55.0,19.0,22.36842105263158,22.0,21.0,22.471910112359552,49.36708860759494,24.0,26.96629213483146,21.0,47.0,17.0,20.0,20.0,21.0,68.0,23.0,20.0,27.0,43.47388954556193
2020-10-11,0.0,52.0,17.0,0.0,21.0,40.0,21.348314606741575,22.78481012658228,0.0,0.0,0.0,22.0,16.0,19.0,18.0,0.0,0.0,22.0,19.0,50.0,25.055182223641687
2020-10-12,59.0,60.0,33.0,38.1578947368421,79.0,57.0,78.65168539325843,21.518987341772153,43.0,94.38202247191012,72.0,21.0,30.0,52.0,71.0,36.0,59.0,63.0,35.0,71.0,79.09260383735754
2020-10-13,39.0,37.0,50.0,59.21052631578947,60.0,39.0,60.674157303370784,21.518987341772153,22.0,93.25842696629213,0.0,64.0,15.0,71.0,0.0,37.0,20.0,42.0,18.0,0.0,55.148598955797986
2020-10-14,0.0,36.0,16.0,19.736842105263158,20.0,0.0,20.224719101123597,21.518987341772153,21.0,22.471910112359552,0.0,21.0,15.0,0.0,17.0,18.0,39.0,21.0,18.0,23.0,25.70483967411863
2020-10-15,40.0,74.0,17.0,59.21052631578947,20.0,37.0,39.325842696629216,0.0,44.0,92.13483146067416,18.0,21.0,30.0,53.0,70.0,36.0,20.0,0.0,35.0,48.0,55.51758382653657
2020-10-16,41.0,38.0,53.0,61.8421052631579,83.0,59.0,82.02247191011236,0.0,89.0,73.03370786516854,38.0,87.0,47.0,19.0,18.0,19.0,62.0,22.0,38.0,0.0,68.49897668554635
2020-10-17,0.0,27.0,0.0,0.0,0.0,0.0,0.0,49.36708860759494,24.0,0.0,0.0,24.0,0.0,20.0,0.0,21.0,0.0,24.0,20.0,0.0,15.422580675755887
2020-10-18,44.0,55.0,18.0,65.78947368421052,45.0,21.0,22.471910112359552,48.10126582278481,97.0,78.65168539325843,20.0,71.0,34.0,40.0,78.0,81.0,44.0,70.0,40.0,26.0,73.59026330468701
2020-10-19,20.0,100.0,0.0,80.26315789473684,21.0,19.0,40.449438202247194,67.0886075949367,66.0,23.59550561797753,56.0,42.0,79.0,37.0,37.0,19.0,41.0,64.0,73.0,100.0,72.5871499098879
2020-10-20,100.0,49.0,33.0,39.473684210526315,79.0,56.0,20.224719101123597,0.0,0.0,0.0,18.0,21.0,31.0,53.0,70.0,36.0,20.0,21.0,36.0,72.0,55.59325053591946
2020-10-21,20.0,62.0,34.0,59.21052631578947,20.0,77.0,40.449438202247194,44.30379746835443,44.0,48.31460674157304,38.0,65.0,31.0,0.0,36.0,56.0,61.0,42.0,37.0,98.0,67.27470594735496
2020-10-22,60.0,49.0,34.0,100.0,100.0,19.0,79.7752808988764,87.34177215189874,43.0,95.50561797752809,54.0,21.0,76.0,36.0,70.0,18.0,100.0,63.0,72.0,73.0,92.1244555060582
2020-10-23,59.0,62.0,17.0,78.94736842105263,40.0,38.0,100.0,44.30379746835443,64.0,47.19101123595506,72.0,64.0,46.0,36.0,35.0,73.0,60.0,63.0,36.0,24.0,78.04155159571548
2020-10-24,0.0,27.0,18.0,21.05263157894737,45.0,63.0,0.0,0.0,24.0,52.80898876404494,40.0,47.0,34.0,20.0,0.0,20.0,22.0,0.0,19.0,26.0,35.2743213910989
2020-10-25,43.0,39.0,54.0,43.421052631578945,43.0,21.0,43.82022471910113,48.10126582278481,46.0,76.40449438202248,20.0,46.0,17.0,19.0,19.0,79.0,22.0,69.0,39.0,78.0,63.77341166796839
2020-10-26,57.0,84.0,33.0,76.3157894736842,58.0,0.0,77.52808988764045,64.55696202531645,64.0,68.53932584269663,53.0,20.0,44.0,17.0,51.0,53.0,20.0,41.0,70.0,23.0,71.81689100769178
2020-10-27,78.0,24.0,100.0,39.473684210526315,40.0,38.0,20.224719101123597,65.82278481012658,65.0,47.19101123595506,36.0,63.0,15.0,0.0,35.0,18.0,40.0,62.0,35.0,47.0,63.9918339969787
2020-10-28,0.0,48.0,32.0,0.0,39.0,56.0,39.325842696629216,21.518987341772153,21.0,46.06741573033708,0.0,41.0,45.0,0.0,17.0,18.0,0.0,41.0,35.0,23.0,38.51921689480143
2020-10-29,19.0,58.0,64.0,56.578947368421055,38.0,53.0,38.20224719101124,63.29113924050633,21.0,0.0,35.0,40.0,0.0,51.0,34.0,35.0,19.0,40.0,17.0,68.0,55.25248097786471
2020-10-30,18.0,44.0,45.0,34.21052631578947,0.0,51.0,53.93258426966292,39.24050632911393,58.0,61.79775280898876,33.0,37.0,14.0,47.0,16.0,32.0,18.0,37.0,32.0,63.0,54.08190695348734
2020-10-31,38.0,48.0,49.0,0.0,39.0,19.0,19.10112359550562,64.55696202531645,85.0,0.0,18.0,20.0,30.0,52.0,35.0,35.0,40.0,20.0,35.0,47.0,51.09684553587204
2020-11-01,56.0,58.0,0.0,18.42105263157895,0.0,55.0,19.10112359550562,21.518987341772153,21.0,0.0,0.0,60.0,43.0,0.0,17.0,17.0,58.0,0.0,51.0,0.0,36.46615298391173
2020-11-02,55.0,34.0,31.0,18.42105263157895,0.0,0.0,55.056179775280896,20.253164556962027,20.0,21.348314606741575,34.0,58.0,28.0,0.0,16.0,0.0,19.0,39.0,33.0,0.0,35.51130156467085
2020-11-03,35.0,43.0,30.0,52.63157894736842,18.0,0.0,35.95505617977528,39.24050632911393,19.0,0.0,33.0,56.0,41.0,31.0,0.0,49.0,36.0,57.0,32.0,22.0,46.39487498006638
2020-11-04,48.0,21.0,0.0,47.36842105263158,16.0,15.0,32.58426966292135,0.0,35.0,19.10112359550562,15.0,51.0,38.0,14.0,29.0,15.0,16.0,0.0,15.0,39.0,34.33086163760751
