date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.5212981744421907,0
2020-01-02,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.8397565922920895,0
2020-01-03,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.8255578093306288,0
2020-01-04,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.926977687626775,0
2020-01-05,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2170385395537526,0
2020-01-06,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2170385395537526,0
2020-01-07,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.028397565922921,0
2020-01-08,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.4340770791075053,0
2020-01-09,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.129817444219067,0
2020-01-10,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.129817444219067,0
2020-01-11,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.332657200811359,0
2020-01-12,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.8255578093306288,0
2020-01-13,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.926977687626775,0
2020-01-14,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.8255578093306288,0
2020-01-15,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.636916835699797,0
2020-01-16,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.85395537525355,0
2020-01-17,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.9411764705882355,0
2020-01-18,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.028397565922921,0
2020-01-19,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.245436105476674,0
2020-01-20,5.0,5.0,5.0,5.0,3.0,4.0,6.0,5.0,3.0,4.0,4.563894523326573,0
2020-01-21,8.0,8.0,8.0,8.0,7.0,7.0,9.0,8.0,7.0,9.0,8.012170385395539,0
2020-01-22,8.0,9.0,11.0,8.0,7.0,9.0,8.0,11.0,11.0,7.0,9.026369168356998,0
2020-01-23,20.0,19.0,24.0,17.0,20.0,14.0,19.0,18.0,20.0,20.0,19.371196754563897,0
2020-01-24,13.0,16.0,22.0,20.0,18.0,20.0,16.0,22.0,18.0,16.0,18.35699797160244,0
2020-01-25,27.0,22.0,31.0,27.0,24.0,31.0,28.0,31.0,34.0,31.0,29.00608519269777,0
2020-01-26,29.0,30.0,36.0,38.0,28.0,29.0,30.0,27.0,30.0,28.0,30.933062880324545,0
2020-01-27,25.0,31.0,26.0,29.0,27.0,33.0,24.0,28.0,26.0,30.0,28.29614604462475,0
2020-01-28,28.0,32.0,29.0,29.0,26.0,32.0,29.0,35.0,36.0,32.0,31.237322515212984,0
2020-01-29,16.0,23.0,19.0,24.0,20.0,19.0,18.0,19.0,18.0,21.0,19.97971602434077,0
2020-01-30,13.0,20.0,16.0,17.0,16.0,17.0,15.0,19.0,16.0,12.0,16.328600405679516,0
2020-01-31,20.0,23.0,20.0,20.0,18.0,22.0,22.0,18.0,24.0,15.0,20.486815415821503,0
2020-02-01,17.0,16.0,18.0,18.0,18.0,15.0,14.0,17.0,15.0,14.0,16.43002028397566,0
